"","BB_P28","BB_M28","BB_Q47","BB_0089","BB_0097","BB_0114","BB_0195","BB_0196","BB_0232","BB_0250","BB_0284","BB_0395","BB_0618","BB_0667","BB_0774","BB_0786","BB_A13","BB_A14","BB_A40","BB_A41","BB_A42","BB_A43","BB_A45","BB_A46","BB_A47","BB_A48","BB_A49","BB_A51","BB_B28"
"BBURG_As_1 (GE) - TPM",-0.535212738142737,-0.5580718785463,-0.544440383698959,0.00835772640542469,0.49083400804976,-0.117736435338375,0.407693478335299,1.1824318506585,0.210482830893944,0.141621658297395,-0.468476849758524,1.16904237970759,0.545787697525065,-0.0656329110763841,1.11433363298746,1.14594751544335,1.13141001910786,1.23077348336046,0.983388109257099,1.27298801081585,0.70386432718202,0.715162718836405,0.683079739374172,1.09910374496715,1.38958328543298,0.886584964411538,0.348201349010234,1.59349586177414,0.292162880737493
"BBURG_As_2 (GE) - TPM",-0.85109476982979,-0.846692464437302,-0.558415894291484,1.08100096466963,0.581557287387989,0.311323967874881,1.16326291900245,0.446307079535692,0.654611241032237,-0.210424322111021,-0.469678888213571,1.1608568537541,1.44055469571989,0.160736477452899,0.843987082695287,0.808204990079026,1.211467476381,1.36499998911626,0.895328244375954,1.22775941258008,1.52843527520687,0.384571719344647,1.64348226975321,1.1249218711418,1.93393559068381,1.59419439295573,1.8835682101181,0.912019126917352,0.954585699837021
"BBURG_As_3 (GE) - TPM",-0.855080126688791,-0.492144889364326,-0.600163746760991,1.64082777106577,-0.138471281414476,0.666820767693941,1.59700873174622,1.08295406358855,0.45743411938762,1.82132852310124,0.887640158604947,0.0811089549151139,1.73896958044316,0.401809816799456,0.824720209948752,0.886881176570653,1.13006219632759,1.09606910324113,1.26282968660091,1.18704197712448,0.712698449284946,1.08703942632608,1.33492984239932,1.54145976212257,1.18745341854948,1.71818683139056,1.50878176852108,1.31869802674001,0.983763059154298
"BBURG_Ctrl_1 (GE) - TPM",-0.949248733561751,-0.844546703349285,-1.14628210073651,1.56452878270972,1.06033001879673,1.38722857122653,1.18480461776414,0.244119442664583,1.52172538293202,1.39598594327656,0.483662185688079,0.888846708169515,1.14037842694667,1.68117087824956,1.5977186215087,1.4451050070664,0.685952401658018,0.754489205977876,0.702715955512917,1.15378834080065,1.15966479230156,0.879101747865266,1.17865699031034,0.725134501272034,0.902024066233644,0.601488762590191,1.11585532699293,0.397660690123337,-0.0501842641554472
"BBURG_Ctrl_2 (GE) - TPM",-1.20747172857703,-0.393307340858765,-0.89578185245703,0.768100047243953,2.64325392711182,1.68580595899328,0.751788638602439,0.303651195075616,1.77457956168872,-0.378399109048516,1.07212981969816,1.60209593126682,-0.854417771237475,0.965314224797928,0.570832586180795,2.10202688924732,-0.0908962564927952,0.440096137395022,1.29209460828802,0.685737545354544,1.38188075967461,1.48872935204079,0.710699428696545,0.533352776912362,1.29301049335885,0.520872185645627,0.275443163561053,1.0194353856368,-0.645486737902681
"BBURG_Ctrl_3 (GE) - TPM",-1.18684878073168,-0.166696322846052,-0.554990488785009,0.663690021102904,1.7330120679563,1.72664183990029,0.447907370006972,0.795024424639521,1.2668813132822,0.176596415043866,0.856144883542718,-0.326921982948225,1.11433404319915,1.84886379494542,0.0351541670483849,2.01506469600172,1.13709225274239,0.549255057709817,0.685376358180671,0.832929795527243,0.785712526353853,0.973020644877574,1.07298311206325,0.745810963110337,1.1636610617625,0.636328906142703,0.270193346442699,0.747072444421994,0.429462711404041
"BBURG_Li_1 (GE) - TPM",-1.0309472782678,-0.381515835894639,-1.22378444957746,-1.21890145937868,-0.0791933393272289,-1.14944890340777,-0.679312723739589,-1.58771300732794,-0.608860246226144,-0.729080088285886,0.326521925075287,-0.666047219128714,-2.14853306111174,-0.893666952793003,1.68662972648228,0.23212820332704,0.0148480974598725,-0.375473637466029,0.118050815302313,0.225424546832242,0.0163782185816521,-0.00892959568347645,0.2886651474985,0.0847742912629574,0.0837455119026346,0.814452362096047,0.399303125564929,0.379286633322399,-1.0777183281563
"BBURG_Li_2 (GE) - TPM",-0.729311152138072,-1.40241177695809,-1.19869985810689,0.763498422122787,-0.875379302823033,-2.32436643858965,0.302005215006966,-1.80562615152877,-1.02173241241488,-0.216371640517637,1.19447448913849,-0.261678406088685,-0.318698053846976,-0.170202949602323,2.38033375442551,-0.511626127703423,0.80276403038178,0.706398344026209,0.350248904268535,0.655177277080018,1.49298899184059,0.277285543733218,0.540666792551511,1.06185992201024,-0.360807962040722,0.222993038607267,0.135387802621521,0.31368328664412,0.587980784544496
"BBURG_Li_3 (GE) - TPM",-0.54174173195286,0.759398128957423,-0.798593336842158,0.13896635521216,-0.575655047158161,-1.70094787414102,0.364508916039985,-1.21388565263475,-0.229348915234234,-0.605737828402504,1.25577738541818,-0.332120515436784,-0.742803917437422,-0.909958728572063,0.859040005984114,0.224545656775338,0.36182264458018,0.20448295542786,-0.353781715644664,-0.0534706069358861,0.288089758117982,0.0078653216948896,0.586926860910243,0.0131150761301465,-0.655977004263603,-0.216015788494112,-0.488815543346244,-0.194212038672489,-1.22608342094854
"BBURG_Mig_1 (GE) - TPM",0.695519243444378,-0.511110241609216,0.796860350491711,-1.20305430323844,-0.318521442194421,-0.778470660342183,-0.885939589719021,0.869710571359688,-1.10198113492658,-0.119111259194096,-0.927480369803463,-0.591693655499215,-0.360307414885705,-0.939015903529856,0.402598956995707,-0.299023313063397,-0.307024626790014,-0.357172031512848,-0.595491900935714,-0.162282070549374,-0.707700545957407,-0.108674749239416,-1.02670690323518,-0.540526260534925,-0.52134974310692,-0.308822808847811,-0.817129001714131,-0.134931405795014,-0.145572225459706
"BBURG_Mig_2 (GE) - TPM",0.341830861776584,-0.629793616958839,0.167283348312982,-1.55102369348915,-0.717694755320902,-0.397787851459751,-0.474049993334934,0.558463270560286,-0.537444474809149,-1.25119713334662,-1.28030914262519,-0.473720770228664,-0.5455388803042,-1.04769250380013,0.0303297942145982,-0.632272300403865,-0.288853901290469,-0.549359935720969,-0.370971262126861,-0.501329157822026,-0.351504313879618,-0.0139694474859939,-0.241822928977262,-0.327809823805161,-0.160200560154446,-0.409982061252846,-0.335784339091458,0.012901838784238,-1.03238772273949
"BBURG_Mig_3 (GE) - TPM",-0.304834066986828,-0.435805243419617,-0.32993521341543,-0.494531082437047,0.846632605987345,-0.14753726278891,-0.579706832030113,0.957165487823559,-0.324794697004891,0.812295770827828,0.65395683142201,-0.68030393222687,0.948130995004566,-0.0189506128372893,-0.0249796817942956,0.348626888784187,-0.669068362509317,0.015692310823116,-0.619599491024134,-0.407837439187589,-0.426318643322547,-0.941717265590931,-0.568873326198959,-0.0597321341305865,-0.280626352066969,-0.227768038022025,-0.861777903442067,-0.229034847490279,1.27420979633738
"BBURG_Nd_1 (GE) - TPM",0.907736863305916,1.13892227816012,1.31754615388476,-0.754316879532045,-1.02463905115762,-0.122786458486523,-1.15783807294456,-1.06352687528939,-1.61428952264159,0.859219061140101,-1.12290268173779,0.270832484094619,-0.825115917610971,-1.10664220170768,-0.992519059573975,-0.805555527605268,-1.18569225727285,-0.752487642123962,-1.05960649231729,-1.39735813693555,-1.29050583218805,-1.19225364901532,-1.30133809339622,-1.19461367832636,-1.35454336393923,-1.11338190529138,-0.907989505599788,-1.27954534915662,0.22478071995075
"BBURG_Nd_2 (GE) - TPM",2.2711148888446,2.69359652540847,2.22700116722956,-1.66015793013754,-0.130471090417738,0.0716024526932514,-1.84563744779099,-0.284003403123686,-1.51679879069183,-0.227275358703659,-1.45646654480291,1.58315554278353,-1.19508227515117,-1.28356621424893,-1.77031568838328,-0.709341346524529,-0.985083627067796,-0.928723106822655,-1.31204244793413,-1.35238760378467,-1.25534588305927,-0.669100950851523,-1.21901387370482,-1.33663849908522,-1.04791827953593,-0.899450076531418,-0.857269798370894,-1.34691245938123,-1.33607571876387
"BBURG_Nd_3 (GE) - TPM",1.04531552909659,1.61689660308939,1.23388976556791,-1.50144896911654,-0.451391199479481,-0.156370890553775,-1.75262174977215,-1.2032646249557,-1.63872556124752,-0.570669074791434,-1.95527884759763,-0.206149471423189,-1.74335403302827,-1.93021506882008,-1.45239092632026,-0.989109262367572,-0.655782088072965,-1.11025125996707,-1.55564327279623,-1.22031069088649,-1.18790612039218,-0.885473414785411,-0.771905159397863,-1.25639669972148,-1.03231488488162,-1.37718419632067,-0.816492542862976,-1.34798974534696,-1.33731550537182
"BBURG_Ns_1 (GE) - TPM",-0.421875167086983,-0.975072466790302,-0.554482316925844,1.25636281809974,1.01250257751558,1.01082815328453,0.418258595011326,0.168018819505698,0.843146576189386,0.924304631226073,0.772465988559238,-0.0434206434224138,0.448795105494589,1.18879402738918,0.279022634108675,0.624132520182609,0.771407412221373,1.02533458851481,0.293312210530014,0.8637264800833,0.742580235310525,0.49290072143983,0.557023493824514,0.908347886706968,0.952161847730855,0.851272276640564,1.78804043127691,1.06125189679569,-0.26236139497848
"BBURG_Ns_2 (GE) - TPM",-0.759266994871616,-0.589127585694518,-0.711969069105099,1.03592585768882,0.86589867288955,0.354002070449755,0.296608851584935,1.19271908791,1.2136537370169,0.505660130893399,0.121387645323385,0.141744474253363,1.53306042621262,0.723373973316591,1.08698723195086,0.315027343306985,1.5503219619017,1.92073068363805,0.68288878927604,1.27823998005509,0.667350252183912,0.233393538485819,1.00744461216803,1.41201949074254,0.991091620650632,0.875093345747782,0.547986378083367,0.638590514843036,1.05170260786067
"BBURG_Ns_3 (GE) - TPM",0.149967333966682,-1.01467069220519,-0.603801033467504,1.30426809797753,1.65250576929685,0.238896486275749,0.129336889157422,1.62901622788546,1.11906460225271,1.58202559956359,0.56726785147268,-0.116776053378717,1.43916435513393,1.73264507338148,0.272280823651594,0.330669071399101,1.18062989578269,1.71091633728456,0.66011355491527,0.489507732247486,-0.0799069095721413,-0.0983254403757112,0.800882837334446,0.565145583909932,0.545278707612743,0.435666507175438,0.165826947764125,1.19629562351354,0.845288258652304
"BBURG_Oss_1 (GE) - TPM",-0.0142248132796791,-0.487994644927355,-0.317513631470326,-0.433071566132552,-0.83813311133562,-0.477719630997852,-1.57315545844894,0.32891176765444,0.117733521733086,0.121641707415451,-0.57810673508901,-0.317826903781121,0.534700869409162,-0.446096860271911,-0.265062251580943,-0.568123240472348,0.295387716644612,-0.591324177758373,0.539303645854164,0.150626341485012,-0.0740615480381245,-0.532547721719313,-0.307385072069498,0.182188190331819,-0.139425051260738,-0.256568282763125,-0.792675873693892,-0.462545467662841,-1.11516693536554
"BBURG_Oss_2 (GE) - TPM",-0.752865799969423,-0.141905777066475,-0.517647348537954,0.000824610636249134,-1.09248408707575,-0.761588522910487,-1.56466742476927,0.124187928993499,-0.392955304548976,0.734696318835794,0.0337809451311753,-0.858125926845725,0.451469858369105,-0.17546988626569,-0.054663765976964,-1.02073991731899,0.427728089882044,0.0653617231957174,0.805251367789834,0.513315123286213,0.159801781364728,-0.532975381409405,0.136025021103845,0.0455160518895952,-0.104997358727527,-0.434023067648419,-0.329934336708928,-0.0156121770063224,-0.654264747361025
"BBURG_Oss_3 (GE) - TPM",0.132160358058294,-0.0544963127635694,-0.0224768911852994,-0.761490663537113,-0.335506086149041,-0.0388112920116524,-1.20713471511506,0.629971570701205,0.821326776541976,-0.749011642873105,-0.103662085053158,-0.0802886510361233,0.0494930638379347,-0.0580123884500564,-0.0108392682897763,0.252242864105593,0.372417581071466,-0.862868269382592,0.122028863758704,-0.0286542032280457,-0.435277642458583,0.493185442037821,-0.17792401312238,-0.114978343843616,-0.204305880647837,-0.150037995023496,-0.443935382847908,-0.642310716674727,-1.40717490528389
"BBURG_Oxs_1 (GE) - TPM",-0.708540965023306,-0.593701860377307,-0.510468691376903,0.80857133058692,1.21331407065005,1.25473454177711,1.808694699443,1.72544548334109,1.55712101748241,0.854716230297458,0.308082248502441,2.04385838977362,0.393383613089113,1.66729936792637,0.896498354462864,0.932542084352277,1.60715965658048,1.80327319007125,1.44913809080745,1.14532044989224,1.74728760742679,1.68122599708175,1.21876577829228,1.89849792215819,1.56485918983127,1.11355465852131,1.58467555714497,1.38349131106291,1.60861758540774
"BBURG_Oxs_2 (GE) - TPM",-0.514963059256054,0.0807057832944159,-0.940624717451982,1.18434252089319,1.50340639159949,1.79509493377147,0.462121788465144,0.423261817549771,1.04856958304786,0.644211711767494,0.909493786912437,1.96734609194208,0.82197219197253,1.42535573890037,-0.150102678199447,0.891033574158747,1.01670025157798,0.662006961142406,1.19902309081474,1.37824747506579,1.24573711622011,1.81453784874785,1.18533628175447,1.18369155956127,0.972704393876043,2.48715415670961,1.31070403817323,1.15459165592904,1.73911127895362
"BBURG_Oxs_3 (GE) - TPM",-0.660052845848591,-0.79008723983206,-0.92411241947539,1.3251875225335,-0.330870059608317,1.83122336265483,1.51298411025716,1.2165278386778,1.57680397853013,2.35348549472106,1.6314439481163,1.78510959995413,0.784005768446627,1.47389324307809,-0.248560878787823,1.51356461653898,0.947630958033319,0.76534489497982,2.17749844298649,1.38478681472116,1.62754462433131,2.60337238254158,1.83113258302954,0.958417658200363,1.41533211738597,1.14739186403568,2.24334772434393,1.84381623244684,2.74395291584355
"BBURG_Sp_1 (GE) - TPM",2.58706570628626,2.3465087919201,1.19220795729507,-0.269934157665142,-0.938797195095328,-0.499503691320687,-0.359437268062408,-1.4800615208762,-0.517119859173204,-1.20273462384652,-1.31794432782941,-1.58491818007703,0.256176617927546,-0.839164116603886,-1.00717345084265,-0.998945572470539,-0.93426777097381,-0.442975246626098,-1.52272527879378,-1.38985839160177,-1.17369017580105,-1.3894045318786,-1.18013671626272,-1.15913768987256,-0.877781539335233,-1.64331063585574,-0.891209192418789,-1.01654291395634,-0.254211874520518
"BBURG_Sp_2 (GE) - TPM",1.31859773338355,1.56344113084158,2.99503587712704,-1.19642652285759,-0.458273023070038,-0.627196879457195,-0.588816424520524,-1.15622856151915,-0.658636942435177,-1.99059673825471,-2.07079392451659,-0.394860660261548,-0.824778548464704,-0.592318534905031,-1.19487452120221,-1.75848459974343,-1.23424423637579,-0.900728341926987,-1.19421255539699,-1.49380370555087,-1.27285449482392,-1.45936239246656,-1.11588493825316,-1.47517222952377,-1.31859895882697,-1.17075942348216,-1.28740515376826,-1.85751875553863,-0.600022938920691
"BBURG_Sp_3 (GE) - TPM",1.52815535036358,0.651796310805486,0.740320476301356,-0.565339939555597,0.0753277187412175,-0.386845256601559,1.26192920713472,-1.51274507754356,-0.106218929251617,-1.81555223195781,-1.163415051757,0.238349139123601,0.121706159680066,-0.539654204486834,-1.28748403457562,-0.910215298724861,-1.28738285191248,-1.14746022369398,-1.44269888700151,-1.51654365336553,-1.22511979790872,-1.03677079894184,-1.19738046039776,-1.45783453670337,-1.3091673021617,-1.2031674117705,-1.49151775559586,-1.44065369702827,-0.480468506339596
"BBURG_Tm_1 (GE) - TPM",0.867929478385079,0.450730414772802,0.519541728085672,-0.650778124973511,-1.3433289879742,-0.974643210462233,0.0252646481578929,-0.180929542111523,-0.748011838972456,-0.285835987696004,-0.408255469276676,-1.61348384898752,-0.79948392968659,-0.472947962140579,-1.30056472192492,-1.13732923675785,-1.22563399035365,-1.30699465945598,-1.01485785463764,-1.0591157405251,-0.760844461032241,-1.12695296262108,-1.09770797506819,-0.934941143637979,-0.85334879673676,-0.859682629968024,-0.709425167895292,-0.687931185581986,-0.371207711086082
"BBURG_Tm_2 (GE) - TPM",0.596788357270446,1.33300200585989,0.233204351252829,-1.15932016973332,-0.611752293183266,0.245669444685774,0.147885736859332,-0.0688742697135517,-0.559357102444553,-0.734065879345496,-0.0902207902289861,-0.965772341528592,-1.0559992808818,-0.291518389921213,-0.680987186168868,-0.710729548612903,-1.47760332335385,-1.33880274838241,-0.851868544780514,-1.02981856357409,-1.16147846723526,-0.825899851490741,-1.18405226822357,-0.984958026379,-0.836111018883638,-0.637896516216283,-0.575251149544353,-0.486315327343602,-0.239629231572078
"BBURG_Tm_3 (GE) - TPM",1.14485594028891,0.110254841947265,0.845338401677249,-0.357600377279515,-0.728313436744354,-0.162520247588164,0.301705314090913,-0.786802307112994,-0.721113718823863,-0.997250022872684,0.72409793479422,-0.573790092081014,-0.809245289498004,-0.298969439458728,-0.8888777001065,-0.926976697892946,-1.54210411402077,-1.38248189258135,-0.859957346257878,-0.921019344926715,-0.698149933723391,-0.835024697436753,-0.879937532627015,-1.16632597015962,-0.871428939432066,-0.841857755729358,-0.858634782378624,-0.718887874587199,-0.153061215316696
"BBURG_Vic_1 (GE) - TPM",-0.859037009478967,-0.948710370414552,-0.168668655181808,0.37764027890106,-0.850408801801842,-0.783439439718289,0.814615583558158,-0.603094520369108,-0.641465389424105,0.104925262340191,1.47801253173297,-0.715251584428174,-0.0501904736954336,-0.503656289478913,-1.16186051610893,-0.590076068816974,-1.03206024381634,-0.863181447176037,-0.0184315676821067,-0.700344314506404,-0.514350971676076,-0.675565848009228,-1.07190161634373,-0.496332874810671,-0.709538776865707,-0.85359234154618,-0.344532162061282,-0.748384812498652,0.124508740133774
"BBURG_Vic_2 (GE) - TPM",-0.571960950178246,-0.536753479502035,0.677654143612728,-0.285336995308335,-0.885691446322419,-0.777255739333113,-0.792154656842081,-0.374719267390087,-0.611122990037985,-0.473507057486738,0.441273510455338,-1.22492343875625,-0.133509419303442,-0.272987903289409,-0.394002672664028,-1.27067983413973,-0.903438867962952,-0.511385544391556,-0.800054479216788,-0.69996897053683,-0.889443366244655,-0.498626259810349,-0.926213294561078,-0.758152788586854,-0.989409029251525,-0.569422106636808,-0.621210193361487,-0.711776505648467,0.213181474661505
"BBURG_Vic_3 (GE) - TPM",-0.132458932600649,0.0493639287588367,0.176968378011154,0.140639706522767,-0.953600078329466,-0.194895865772211,0.0620870468651636,-0.556413146628562,-0.633156411702433,-0.475894460013067,-0.30462236129815,-0.904272272173521,-1.35502520226783,-0.412916593977344,0.00479141985492307,-0.228515204720713,-0.82566612406848,-0.893554800915479,-0.646647641972908,-0.510514709034457,-0.755555608068232,-0.299817446241874,-0.508516619224808,-0.819806553309098,-0.766990502892292,-0.732311211269694,-0.146325384916839,-0.651185249585837,-0.68491512923619
