"","OG1RF_RS00425","OG1RF_RS01685","OG1RF_RS01690","OG1RF_RS01905","OG1RF_RS02060","OG1RF_RS02140","OG1RF_RS02145","OG1RF_RS02560","OG1RF_RS02670","OG1RF_RS02770","OG1RF_RS02775","OG1RF_RS03125","OG1RF_RS03725","OG1RF_RS05310","OG1RF_RS05580","OG1RF_RS05585","OG1RF_RS05915","OG1RF_RS06035","OG1RF_RS06760","OG1RF_RS08005","OG1RF_RS10085","OG1RF_RS10090","OG1RF_RS10095","OG1RF_RS10725","OG1RF_RS10730","OG1RF_RS11255","OG1RF_RS11260","OG1RF_RS11290","OG1RF_RS12645","OG1RF_RS12650","OG1RF_RS12655","OG1RF_RS12880"
"ENTFA_As_1 (GE) - TPM",0.647062050068973,0.209851615830665,-0.260804288867392,-0.0971190623052258,1.03496936498991,0.251848407647578,0.371471798654737,0.252590772011945,-0.089984566901433,-0.279173246214187,-0.262477953461615,0.866104007491587,0.443533900843545,-0.256305386556379,-0.828779878985563,-0.803666872977771,-0.677486164852607,0.164709503530967,-0.427826426159237,-0.170890217598633,-0.336482463747231,-0.298757592013556,-0.275769704686698,0.877861471069375,0.11773566930722,0.424584824379486,1.01608402653645,0.507367026140967,1.13611512393614,1.02330565619445,1.51384685557732,0.238356290019372
"ENTFA_As_2 (GE) - TPM",0.634608665200333,0.504965282679048,-0.247104999386242,-0.228782709214433,0.115413776666325,-0.184419094395547,0.293998907296783,-0.00386017891656952,-0.0307751708971677,-0.296901227309441,-0.248655088449753,0.832019546563303,0.361546112526594,-0.256305386556379,-0.842504330204109,-0.875420183482824,-0.635534026323744,-0.154702448252654,-0.519799479065023,-0.616318919584064,-0.430648424700509,-0.25742253651235,-0.312936113084384,1.25817235477091,0.419459971899574,0.694018306146076,0.913693795879128,0.268559752438109,0.66407316535732,0.524310850942542,0.302305339588236,0.0999696352555446
"ENTFA_As_3 (GE) - TPM",0.883422845016334,-0.177419387022941,-0.273652802286455,-0.304897942666539,0.020366797784619,-0.0863042833694554,0.309626642845755,0.0625866651276956,-0.0759420787244078,-0.290768114228168,-0.3005582628413,0.318443664777434,0.478729760286049,-0.256305386556379,-0.851826627895098,-0.92046577696955,-0.63868989226378,-0.171157828643997,-0.512618837373789,-0.383140022609506,-0.410204903368617,-0.306072053821706,-0.296925855832576,0.672776027421751,0.0333960277265072,0.350689330094906,1.10583291049322,0.570571402699775,1.28446814222043,1.73671997207892,1.43792505916579,0.32145880467568
"ENTFA_Bs_1 (GE) - TPM",1.90558050307195,1.2325985538017,2.40237450389775,2.13365411806665,2.37183731689905,1.40377567946298,2.64728249669607,1.59039045764035,1.74692491921651,2.94288183875223,1.91653632100579,1.88051005215374,1.73406409067344,-0.256305386556379,1.16322490449711,0.64841099430232,1.51599865368075,1.79002265437873,1.69078706176935,1.94248610395973,0.754245246796947,1.60715068215455,1.78698887222653,1.50485388496175,1.68322543542244,1.19690891523994,2.37185284947639,1.04758043512565,3.43709952316594,3.27076715797806,2.55841128054701,1.17593883258668
"ENTFA_Bs_2 (GE) - TPM",2.11378534073464,4.16949855649852,4.18613789177488,2.97727721026404,2.15552868979892,3.75494613005396,2.88536890627527,3.52261193018749,3.41324964909259,3.7065176636147,4.52897532273434,3.10806258063505,2.29935528595512,5.468454737289,3.48088009807476,4.0346815657265,3.43466175969661,1.8439855047115,4.07887505514749,3.16626951971615,4.4491902457155,4.81514572023328,4.51812954723208,2.98876910428399,3.65550407697575,3.15232080361626,2.57901258895231,2.27148960035492,2.35372624680944,1.98406817333911,1.13599399410877,3.44060487346004
"ENTFA_Bs_3 (GE) - TPM",1.43131046295639,1.64192831609721,2.94476922147269,2.4802315846295,2.32016979995982,1.8854821442545,1.91031578904121,2.04448951933885,2.22648075357351,3.11399023651172,2.85069358791712,1.94290736900852,0.710889102913638,0.590334140452198,1.77093657712978,1.45767464077047,2.26648660066732,2.73634028510397,2.086426350866,1.78493825755956,1.43197210741076,2.50039881471731,2.93889731589881,1.05443904880053,1.78556380278522,1.60623437561136,1.79003105284484,0.455263983858486,2.39130078740772,2.37746579145009,2.88562960171872,1.0823665589226
"ENTFA_Ctrl_1 (GE) - TPM",-0.537242420515759,-0.354277178713688,-0.270545543106138,-0.121074026878717,-0.564505940515555,-0.483084628257854,-0.781772957588213,-0.782367197416544,-0.417857803051334,-0.294064999695537,-0.306007767892593,-0.0881130647960311,-0.250964569293532,-0.256305386556379,-0.80174283062012,-1.01462676052343,-0.761150342293478,-0.964028776248733,-0.657606312062466,-0.416965780651545,-0.342965055507653,-0.364486961267609,-0.24019655377753,-0.325233796639355,-0.525390674415419,-0.120419904904043,-0.601653961638742,-0.78112811028349,-0.344854992404124,-0.0168056814882232,-0.186926978420511,-1.25363664328486
"ENTFA_Ctrl_2 (GE) - TPM",-0.737690567005138,-0.2456939598498,-0.348721626585327,-0.176640411572101,-0.230937321075832,-0.222952570189871,-0.393003956491596,-0.778829480694058,-0.33571377564492,-0.323100928646215,-0.32269323199189,-0.479585772373538,-0.646338545118663,-0.256305386556379,-0.285775096179509,-0.490134793538383,-0.846283518341762,-0.93087424422511,-0.0675319460812919,-0.582368628650167,-0.551293853261562,-0.255147563078243,-0.143900537245575,-0.684429916680193,-0.260076532197943,1.2117472167567,-0.47421161872928,-0.763135026685261,-0.523838807499116,-0.800506330959762,-0.779630006164094,-0.758089240819391
"ENTFA_Ctrl_3 (GE) - TPM",-0.782511102871131,-0.45295397713558,-0.298072176035009,-0.0821662251923263,-0.401338002801992,-0.393038455233786,-0.597680973779093,-0.906346132428734,-0.337139275490212,-0.292853145661415,-0.314579619531489,-0.19286861366216,-0.419028624130327,-0.256305386556379,-0.154805806499559,-0.417739419089202,-0.867255468348168,-0.667408711039912,0.419949031123934,-0.561191815611375,-0.275378278877643,-0.275838725108243,-0.304425374648995,-0.832436966428301,-0.282591417273622,0.680564250252253,-0.561467341243946,-0.667650191607206,-0.563562441026457,-0.657932365886794,-0.905097305422748,-0.720280693633096
"ENTFA_Li_1 (GE) - TPM",0.122510095572594,-0.388580042374231,-0.359033361045892,-0.416605308127149,0.0682590478559768,-0.300363662328086,-0.685872509095044,-0.305465314341788,-0.0196351443389029,-0.271786445340276,-0.368262476085035,0.51933793353913,-0.309283322772135,-0.256305386556379,-0.77490854963466,-0.649411962527104,-0.868674034210083,0.0328313720046224,-0.823422493023483,0.0577275450861161,0.0299223324788587,-0.171500989767814,-0.258126402315239,0.142985804443795,-0.696939981951088,0.162664395113857,-0.64968350899548,-0.278151223792295,-0.247191548164526,0.350521692510389,0.435932116108302,-1.41964381487569
"ENTFA_Li_2 (GE) - TPM",0.415434624711552,-0.5085943987856,-0.31331552359454,-0.520089697046163,0.333828714715212,-0.443542944924046,0.20964935964987,-0.450771160727228,0.476612790670977,-0.319367579336444,-0.315075247310784,0.264820008909744,0.240081318196096,-0.256305386556379,-0.744768683327281,-0.750509899922524,-0.88579756485873,0.57633072565574,-0.770273502481118,-0.246585437953848,0.108131378166087,-0.0864888246142957,-0.215792557483265,-0.255113281260431,-0.287306908821947,-0.412501507572744,-0.266562699656493,-0.090394613429225,-0.304344536890396,0.537021526823444,0.476361834208384,-1.23273068184211
"ENTFA_Li_3 (GE) - TPM",-0.128740856709406,-0.0969863815971816,-0.2085287856729,-0.450165318814508,0.585851017234741,-0.525207518644425,-0.0216076132488852,-0.129329128437162,0.00425575781501704,-0.300329905682797,-0.312921043697044,0.654025307585017,-0.0545894411249427,-0.256305386556379,-0.450514479603823,-0.204293800270678,-0.82890965564794,-0.568554529367205,-0.661516843734529,-0.352641791076972,-0.0564341017301399,-0.0852368905148034,-0.173802494094157,0.168760168059064,-0.0977616134467363,-0.0181352011801587,-0.428331975253925,-0.349783993672248,0.0212572244451332,-0.039582367163431,-0.334336393324577,-1.15934330246192
"ENTFA_Mig_1 (GE) - TPM",0.828262578278055,-0.333662051943779,-0.355637420274724,-0.629332495067215,0.282577496094706,-0.033801040675266,0.299676669465538,1.42689201081668,-0.173925859583612,-0.318199112607521,-0.225556886098624,0.376852766571684,0.0188101602483428,-0.256305386556379,-0.145122023846705,0.133827583594508,0.975048937411621,1.87370277116737,0.32620595317235,0.67290736770969,-0.400921026588083,-0.265239004514745,-0.225419741304319,0.324414993410261,-0.268703879778887,0.565694400771209,0.86794526139115,0.348781293902329,-0.270101196393095,-0.646373288045889,-0.844003510339288,0.759902256135
"ENTFA_Mig_2 (GE) - TPM",1.32276431344651,-0.661929582664069,-0.172477597529385,-0.664298962286733,0.275010776540217,0.340926614972998,0.656650168685039,0.770067553631541,0.00819331856610773,-0.314851158994396,-0.32306003778449,0.0142687801948872,0.342887185907963,-0.256305386556379,-0.231430650546444,0.0975638268755437,1.04211413808575,0.94379881340042,0.834106622343765,1.20158561051269,-0.563499320482914,-0.215179633532862,-0.308891673369452,-0.174464291544639,0.276646583934653,0.164598806932021,1.13738646769283,0.99070557344058,0.0281609536737201,-0.25648153538516,-0.174615998518828,1.20160635978432
"ENTFA_Mig_3 (GE) - TPM",1.80797426616993,-0.477715140950462,-0.118671232831066,-0.498472617504285,0.468299258253423,0.2001127002613,0.530568224268377,0.734085893253835,0.162637488287137,-0.308944223256867,-0.326558881044877,0.22225867010523,0.457841664015852,-0.256305386556379,-0.0827713732445777,0.115677718879982,1.17397087573281,1.81060500380269,1.04044681576128,0.67151200221305,-0.570235265909672,-0.282674921991627,-0.336833256672459,0.240587384105571,-0.0738451009485788,0.163625426020031,1.12528502906858,1.04207043199923,1.1374081655331,-0.256145446460552,-0.378834767043408,1.32555083562925
"ENTFA_Nd_1 (GE) - TPM",-1.84638445816814,-0.485628731729757,-0.417500867511589,-0.843454234646433,-1.04997094022839,-1.21959414664756,-1.38541267801795,-1.17511827601604,-1.33391547679681,-0.292441190936679,-0.25103615203932,-1.60192893063024,-1.48046299416485,-0.256305386556379,0.391345198526513,0.124379364792082,-0.431871306622887,-1.27303593474789,-0.58685897581704,-1.16106187146126,1.42457797243304,-0.0577517045968343,-0.338919759251282,-1.37845297538816,-1.62026722034548,-2.11235991189236,-1.56349534780216,-1.83205975849336,-0.665955098579978,-1.00089576834548,0.338467330842401,-0.488384612856812
"ENTFA_Nd_2 (GE) - TPM",-1.92591643030787,-1.12390917887057,-0.375525409421594,-0.773427610494677,-0.939347553984699,-1.08758336130403,-1.83288818674958,-1.19119031857103,-1.54919903850196,-0.281040972882163,-0.252416315553328,-1.58039029602055,-1.63516020103309,-0.256305386556379,-0.0733019267458184,-0.278982109083469,-0.428262381504867,-1.04433584900549,-0.502691694368655,-1.33384227754671,1.82554866777945,-0.191982223021335,-0.37572672148596,-1.25994419527807,-1.58210766608268,-2.08422141849812,-1.65779205857874,-1.92650863108897,-0.725723953948584,-1.13285468798106,-0.752602341951384,-0.131222700734647
"ENTFA_Nd_3 (GE) - TPM",-1.90584438227998,-1.00024782611789,-0.411539420576308,-0.826960727985392,-0.645540946226396,-1.37792457761141,-1.76026284717388,-1.35979381068243,-1.5350127434059,-0.313451020316115,-0.199980431600988,-1.58174508579466,-1.60536051708256,-0.256305386556379,-0.0659761827987436,-0.309281354121114,-0.348860138422492,-1.07612839896719,-0.648061867892933,-1.07157334641814,0.824176060447593,0.0125370266824775,-0.400594731018757,-1.19629778381786,-1.80705311442513,-2.14389986905827,-1.55817843516107,-1.99399305761943,-0.790357542197784,-0.85047655498361,-0.510829589077344,-0.414877464793128
"ENTFA_Ns_1 (GE) - TPM",-0.389296719927371,-0.79882177163949,-0.370208397912479,-0.155591028219406,-0.878346140910814,-0.555820663161329,-0.684424589840689,-0.725413755123616,-0.467291769469159,-0.313404178276725,-0.256202735045706,-0.0620289014825618,-0.748541481781141,-0.256305386556379,-0.857182112029096,-1.03287313446626,-0.78536122336666,-0.696599540052819,-0.694639225500589,-0.414432093569531,-0.520030949552878,-0.425717929661926,-0.326556758821707,-0.268749766444594,-0.91530873188271,-0.750226955789154,-0.539137965678566,-1.06666099631915,-0.239735311110572,0.0600535050950299,0.100888677219461,-0.867580271792745
"ENTFA_Ns_2 (GE) - TPM",-0.662041599435341,-0.76566005052399,-0.364243080206337,-0.195694854949008,-0.249035528389363,-0.574578163807624,-0.51691025837585,-0.491922933740164,-0.263406241304524,-0.300248271872688,-0.321993416437402,-0.155843386095674,-0.0975281111706234,-0.256305386556379,0.0213228574900639,0.141001651769926,-0.763496714896246,-1.27850720869307,0.318669863907483,-0.464185119664186,-0.353039024451642,-0.218698153546603,-0.227880555318951,-0.566864947886136,0.501455401982649,-0.495199276652623,-0.285975326492544,-0.406658107822077,-0.5666517630786,-0.516751933086115,-0.644160640939327,-0.339733436911832
"ENTFA_Ns_3 (GE) - TPM",-0.467408194177757,-0.268853837666064,-0.337577465763149,-0.243254189834569,-0.650333957122484,-0.618024016836703,-0.577562802997687,-0.768654452005804,-0.350882660586061,-0.313975146237257,-0.305701969436266,-0.0962303673349435,-0.283554098219236,-0.256305386556379,-0.727839812708029,-0.846559806538743,-0.733095820842768,-0.797184265312587,-0.53929414219181,-0.517213049099778,-0.498455147988578,-0.341269430279803,-0.328600155481542,-0.668091731226287,-0.723644220254108,-0.376604922641152,-0.615173629212603,-0.774699978215271,-0.442393743756324,-0.240451615609151,-0.265409196019492,-0.557802403247376
"ENTFA_Oss_1 (GE) - TPM",-0.372465612433038,-0.239607976364391,-0.225940196317499,2.01999256908553,-0.624680046748916,0.292975810377852,0.812043566888274,-0.782650487907944,0.0796457598600001,-0.317642118424905,-0.282348951115968,-0.823562795909406,-0.824769107668398,1.48931995685554,-0.657659998738825,-0.758518665034622,-0.285869209033754,0.346718131983561,-0.962143513355333,-0.949463441654384,-0.761141834969274,-0.497302348181237,-0.380339713820108,-0.0693814535137637,0.744739006177174,-0.309580175053157,0.0977623226158333,1.00868653700073,-0.401773485067168,-0.291892162089931,-0.701914764749604,-0.993828695682552
"ENTFA_Oss_2 (GE) - TPM",-0.590921185982405,-0.27312997302619,-0.280163758902257,1.22768711045072,-0.639118963817307,-0.374595896862802,0.36096686871123,-0.628005183924583,-0.389080046745716,-0.316534960835257,-0.283240670471996,-1.0062530201442,-0.814150608464938,-0.256305386556379,0.620659406792724,0.301244829070042,-0.401373796659137,-0.0240364117857775,-0.718012074346742,-0.704390367308014,-0.724848504300341,-0.410997923568061,-0.3307909111988,-0.174164918629472,0.89052127265187,-0.374069200054699,0.240417601792292,0.605489946804449,-0.575958940832263,-0.520297139860931,-0.94608367185861,-0.840320221853287
"ENTFA_Oss_3 (GE) - TPM",-0.333084727620015,0.808922833140992,-0.219708881796335,1.6884361669242,-1.22914354440234,0.536884887416463,0.333428729287481,-0.951233234121716,-0.417544658436914,-0.291309724130357,-0.28606210097066,-0.71038517369257,-1.0292567544736,-0.256305386556379,-0.560929585332993,-0.612124104376692,-0.243040717097596,0.444320323230398,-1.07047793363689,-1.01323451830718,-0.970991651036106,-0.569462817418799,-0.375992780472101,0.482336996032567,-0.164453021509908,-0.0138225585511258,-0.713910071745869,0.3397307091161,-0.762767655620522,-0.455620490121515,-0.0330482345426154,-1.14909413634228
"ENTFA_Oxs_1 (GE) - TPM",0.630509481789663,-0.80577529586145,-0.383520850225383,-0.316694433792067,1.11826138137495,0.960275546846824,0.229541002208142,0.852132764709651,1.25700191065722,-0.298691819373774,-0.312495581223035,0.0224834269620387,1.80534521162752,-0.256305386556379,-0.93137041454793,-0.982882886845827,-0.640670631863169,-0.752915916757145,-0.434350161030272,-0.650215887099538,-0.172499926987108,-0.239102163112371,-0.374248902988406,0.949496051080787,0.537614159001838,-0.342184822163684,-0.45391130995103,1.11620302422549,-0.555883527614058,-0.157493633473798,-0.403006295293485,-0.690437342227038
"ENTFA_Oxs_2 (GE) - TPM",0.576995940436028,-0.673106787743684,-0.367966310140878,-0.166448762055446,1.22330009577487,1.15854595935259,0.238882363759489,0.330371304813075,1.2030175132627,-0.329485188826292,-0.313314249875617,-0.0310435262852023,1.71160601456623,-0.256305386556379,-0.929137948599546,-0.976661977470869,-0.60913375659725,0.0631060317825751,-0.503244104741049,-0.833341488553064,-0.0534210779388605,-0.341154590859625,-0.302695688955602,0.859407102835324,0.582289332403563,0.330785061969813,-0.476089918716528,1.17154021177844,-0.413355152989706,-0.184689783619887,-0.162661998798678,-0.545700080482332
"ENTFA_Oxs_3 (GE) - TPM",0.790835262057474,-0.606232397357631,-0.293000230104737,-0.0381791023391042,1.52467819650201,1.7163229688838,-0.046119450672513,0.809726477100175,1.20643493568435,-0.315033120722987,-0.34034732041091,-0.073329545813842,2.09368406259366,-0.256305386556379,-0.937897670098748,-0.997344891219947,-0.544085112020757,0.42778304477676,-0.358140483685191,-0.698853603292487,-0.237324491753875,-0.384190712946144,-0.352787899521873,0.596023450231281,0.599370112354985,0.603734852765546,-0.292491834074077,1.31167531725546,-0.258190276883192,0.256902356789901,0.153013946039816,-0.401170698359474
"ENTFA_Sp_1 (GE) - TPM",0.0221933696659274,-0.450691229419002,-0.305246950473475,-0.358429051411108,-0.123851701216199,-0.327360259701815,-0.0962800774366855,0.154363418408755,-0.659277820936856,-0.290136763792751,-0.235232775983676,0.173703737905077,-0.25732182430331,-0.256305386556379,-0.0737269999922551,0.259121505152564,0.894855044898954,0.234027599250578,0.0171815960855739,0.112556207434754,-0.500057983929541,-0.429697967018613,-0.307414611501151,-1.0117172306507,-0.319143115190867,0.123490711710201,-0.00658089993698201,0.594344508241928,0.189649202803155,0.534317704195832,1.07245152706701,-0.000628961663761118
"ENTFA_Sp_2 (GE) - TPM",0.088050439353469,0.670322532287629,-0.271442085381423,-0.294358698193762,-0.598954227729973,-0.448144843500708,-0.432832368233664,0.213628940013604,-0.514566921387275,-0.251755806671308,-0.280405653292069,-0.147652676356107,-0.323556290099589,-0.256305386556379,-0.120203100145289,0.290966974436394,1.03463055340012,0.0681968053681435,0.46137318779194,-0.666627807446338,-0.694192814468054,-0.366724590377734,-0.218459006722273,-0.186221009373039,0.334020341263849,-0.255297140600033,-0.442221718381478,0.892493865524486,-0.251358192966377,0.018369172298583,0.611683626673039,0.292419962536272
"ENTFA_Sp_3 (GE) - TPM",-0.162508421589162,-0.216369674950763,-0.107540527029928,-0.654118255416396,0.0104222555329542,-0.208677875535353,0.204885648038179,0.40667896247184,-0.0982533026894315,-0.230828918762579,-0.332118354449258,0.409531464831486,0.322255736127107,-0.256305386556379,0.192389890992636,0.707183150728842,0.842274608568118,0.209130389602305,0.224043034309369,-0.0213529183886571,-0.394658896371615,-0.206401804167998,-0.227554997184542,-0.486847431812545,0.145563743157016,0.182342537433279,0.172598276140891,0.475431911021835,-0.0420473159351177,-0.774234419217295,0.0886507246912192,0.0473127774287014
"ENTFA_Tm_1 (GE) - TPM",-0.261517912431768,1.40420521673041,-0.125890656795003,-0.456106226985072,-0.474794108228684,-0.355480834289336,0.0201225789829475,-0.414912255520526,0.0659771770085492,-0.273128627083834,-0.223093843156045,0.362586697951088,0.385633168564035,-0.256305386556379,-0.0925182330626646,0.427766505655685,-0.315751551436105,-0.881580066204112,-0.408817336798369,0.0907821334850164,0.219669768492328,-0.0817159369777199,-0.196221818406732,0.718503370741481,-0.124671756038019,0.00271679079205949,0.378176279132726,-0.327922854331065,-0.702593198278629,-0.988917503464108,-1.56613839645486,0.670142403556839
"ENTFA_Tm_2 (GE) - TPM",-0.245304393891221,0.922466942319215,-0.152863357706547,-0.391579933540364,-0.401228203774259,0.0408383387697082,0.130686263078665,-0.19305802203984,-0.096165083797413,-0.26423728364072,-0.19708276693385,0.19401557875387,0.106928851558024,0.653663535207378,-0.275993961708282,0.179801898278402,-0.272782570355131,-0.186836441654358,-0.301059532042665,0.153810573566181,0.138166032873113,-0.161800571504076,-0.289689046741861,0.595693545136972,-0.236416047280112,0.341544015770615,0.0726168373749796,-0.192853442536087,-0.665948661916899,-1.05291905948562,-1.49813983972422,1.02019865694388
"ENTFA_Tm_3 (GE) - TPM",-0.424027732183326,1.00680907954697,-0.159077110196375,-0.410735460446529,-0.59054639447514,-0.091820113696666,-0.0646233366129664,-0.357305290904711,-0.198633216269465,-0.268745670377795,-0.191063516182022,0.311594553766691,0.208515525365487,-0.256305386556379,-0.142611857953424,0.425491783445925,-0.319295386851151,-0.0735082396138552,-0.45915755194077,0.321856340471378,0.236643028129266,-0.119324914100762,-0.258086474757741,0.776607926483685,-0.217655980798864,0.319813706406211,-0.0728542349034083,-0.406336953782976,-0.618568273196141,-0.952031716730974,-1.33261881948411,0.524774975104416
"ENTFA_Vic_1 (GE) - TPM",-0.731441838278053,-0.840086038028239,-0.41711753803572,-0.69021949810482,-1.31131029721299,-0.889596305147694,-0.382901159496543,-0.374432972754309,-0.680954685993087,-0.289597960577288,-0.339251574364331,-1.32354208808612,-0.944260981623829,-0.256305386556379,2.1593910400586,1.47985789728286,0.325956505190118,-0.402442582971969,0.393048874969275,1.3969723404323,-0.47510668467385,-0.306035916568373,-0.209629213564757,-1.17527792326381,-0.497923984692599,-0.592662675258352,-0.56683593586671,-1.0102502256199,-0.625582958837487,-0.0802760946600399,-0.476221538684078,0.916463189976387
"ENTFA_Vic_2 (GE) - TPM",-0.73443219332682,-0.422563766095014,-0.442728947016391,-0.778791161828916,-0.724811599214816,-0.906912377754418,-1.05124250916501,0.012344966107488,-0.853477548086685,-0.31132253537579,-0.242069085937115,-1.39171167335882,-0.81047020346135,-0.256305386556379,1.58215834797473,0.947273606558185,0.170912887134276,-1.08982080441097,0.470402252359769,0.978049239148657,-0.779365713885579,-0.311369425888694,-0.119392705631546,-1.65085943989094,-0.73259626256066,-1.18756312235033,-0.924086592004913,-0.928866182425079,-0.294162417967208,-0.166846399594237,-0.435937947146607,0.926877738051836
"ENTFA_Vic_3 (GE) - TPM",-0.98251948939612,0.0969277074991034,-0.277914218416845,-0.743590752502183,-1.58097856790158,-0.834107554424767,-1.13376770885719,-0.412302049358185,-0.961797084655421,-0.290038372788123,-0.224341270988203,-1.12731122986895,-1.1871094759826,-0.256305386556379,1.25899181351218,1.14957290113878,0.45582042024383,-0.531950761795495,0.266028737721675,1.2784371622501,-0.36904544424162,-0.41048542325306,-0.209413017997077,-1.84713962414082,-0.873247707148946,-0.689330065561812,-0.718048915367079,-1.2209321832059,-0.790357542197784,-0.633347581982804,0.220656320402385,-0.0794387462024998
