"","OG1RF_RS00170","OG1RF_RS00175","OG1RF_RS00215","OG1RF_RS00290","OG1RF_RS00380","OG1RF_RS00490","OG1RF_RS01455","OG1RF_RS01650","OG1RF_RS01845","OG1RF_RS01910","OG1RF_RS02045","OG1RF_RS02065","OG1RF_RS02075","OG1RF_RS02080","OG1RF_RS02110","OG1RF_RS02125","OG1RF_RS02200","OG1RF_RS02815","OG1RF_RS02895","OG1RF_RS02900","OG1RF_RS13340","OG1RF_RS02915","OG1RF_RS03095","OG1RF_RS03115","OG1RF_RS03135","OG1RF_RS03150","OG1RF_RS03300","OG1RF_RS03375","OG1RF_RS03380","OG1RF_RS03535","OG1RF_RS03660","OG1RF_RS03985","OG1RF_RS04680","OG1RF_RS04685","OG1RF_RS04690","OG1RF_RS04695","OG1RF_RS04840","OG1RF_RS05115","OG1RF_RS05865","OG1RF_RS05870","OG1RF_RS06745","OG1RF_RS06750","OG1RF_RS07115","OG1RF_RS07150","OG1RF_RS07155","OG1RF_RS07160","OG1RF_RS07165","OG1RF_RS07250","OG1RF_RS07470","OG1RF_RS07630","OG1RF_RS07640","OG1RF_RS07645","OG1RF_RS08215","OG1RF_RS08230","OG1RF_RS08260","OG1RF_RS08490","OG1RF_RS08495","OG1RF_RS08565","OG1RF_RS08570","OG1RF_RS08575","OG1RF_RS08600","OG1RF_RS08605","OG1RF_RS08610","OG1RF_RS08965","OG1RF_RS09310","OG1RF_RS09470","OG1RF_RS09510","OG1RF_RS10300","OG1RF_RS10305","OG1RF_RS10785","OG1RF_RS10790","OG1RF_RS10795","OG1RF_RS10800","OG1RF_RS11065","OG1RF_RS11270","OG1RF_RS11455","OG1RF_RS11610","OG1RF_RS11615","OG1RF_RS11620","OG1RF_RS11660","OG1RF_RS11665","OG1RF_RS11740","OG1RF_RS11930","OG1RF_RS12560","OG1RF_RS12700","OG1RF_RS12705","OG1RF_RS12755","OG1RF_RS12760","OG1RF_RS12985","OG1RF_RS13175"
"ENTFA_Li_3 (GE) - TPM",-0.227549941837423,-0.439797116900721,0.615821257761358,-0.661675526038435,-0.151056635322879,-0.211185571699555,0.603093221450786,-0.152832393696822,0.122621691487277,0.362544563049675,-0.466221784045759,-0.000583088058130539,0.260251738062915,-0.413640363268149,-0.548337023262227,0.107212219182764,-0.644943635209449,-0.323660302886366,-0.40722300241223,0.0491111932166947,0.294059871666904,-0.200417406943044,-0.182324045981394,0.823881555431944,-0.602474658487848,-0.141823375480888,-0.916553131000342,-0.268003448865162,-0.695356569199945,-0.644933519083567,-0.301134091719076,-0.625386414013061,-0.141148981064924,-0.337013902040866,-0.156587161266896,-0.382087411026046,-0.359822968179904,0.510754783963409,-0.201010701240518,-0.508205853494015,0.0890468073067165,0.140846626139636,0.119023769553812,-0.299743805928324,0.141485504356838,0.393089512285807,-0.491554967136294,0.162663595666272,-0.237033452142283,-0.750119785459933,-0.144047313868233,-0.104902014420989,-0.140651704557952,-0.344629755121779,-0.549949507650621,-0.46235261448625,-0.365228877478042,-0.281213244982265,-0.363004748192728,0.0195937472031361,1.57572096219301,0.90639594376301,1.23642364387918,-0.96211193475844,0.150170378233564,0.263769273667543,-0.934548200421465,-0.283613114126896,-0.274767344429263,-0.712727900569211,-0.72734472832229,-0.827723327008481,-0.58392729368617,-0.181220263666861,-0.311696418873193,-0.465276896044944,-0.505245224631527,-0.491546776101233,-0.481922380446498,-0.801437689751423,-0.741236540900149,-0.69067788716335,-0.159906079514716,-0.341312820056863,-0.384855087446367,0.197635504859534,-0.617556765973165,-0.223285504355506,-0.137920340287972,-0.202584340216123
"ENTFA_Mig_1 (GE) - TPM",-0.0571932775923748,-0.598095647532645,-0.46353384913967,-0.722846251707066,-0.553562502087803,-0.144830278605005,-0.361698312075341,0.396785677003708,0.132843339139936,0.747153448862,-0.923122879563405,-1.25890822801759,-1.23160477761422,-0.407365993094693,-0.906722080780814,1.04888092702149,0.503184532068724,-0.488009676107731,-0.293447494333752,-0.33408578520638,-0.28816682695349,-0.860786172946357,-0.975766029647378,-1.13429607368404,0.227503251918784,0.738242555925088,-0.654122518345702,-0.448315443127328,0.33218368029015,0.872444068854294,0.483239330571825,-1.12153585371286,-0.478691099904283,-0.358456338012745,-0.515082813637925,-0.115716327364746,0.391032682165624,-0.37713742623165,-0.685138456944811,0.484428379581252,0.149009599706905,0.118590000862059,-0.0594873183694387,-0.0502857903215976,-0.103170014629624,0.177546193266679,-0.578516718049367,-0.87470074763148,-0.0426625382545826,0.41449937933008,-0.31112821234349,0.679284331588421,-0.0043060852823709,-0.35526065835793,-0.356970309885495,-0.617255818427159,-0.867611580728964,-0.246438870355279,-0.166576153690499,-0.0164992831315509,0.993236802415125,0.737405761655597,-0.24890912811692,-0.0904700401348028,-0.698909114941873,-0.712102627870592,0.00120770813284525,-0.334883523687351,-0.252926364014069,-0.678104364433771,-0.376050658603081,-0.640270126616896,0.341132535528062,-0.978411089893932,-0.944680718022076,0.487022634768314,-0.358784686538431,-0.58635992939276,0.324872255287985,-0.358209753442994,1.02515825947381,-0.441106664958951,-0.198366074435362,0.00378436358083925,-0.381016704077891,-0.321306055300886,1.85693540201349,-0.223285504355506,-0.00885579648551155,0.796125899565342
"ENTFA_Mig_2 (GE) - TPM",-0.0845649688643526,-0.712171402043769,-0.445039977943409,-0.538540429626009,-0.461590871372837,0.309835360091378,0.35252097065404,1.88826816231516,-0.628311301111273,1.44073540423233,-0.52252243036046,-1.12739368040509,-0.698414616903019,-0.233085150648664,-0.906722080780814,1.23160999149869,0.348343788716521,0.393068374885607,-0.346745647626118,-0.301254241354401,-0.18497502805203,-0.341937232382174,-1.03920572410376,-1.14309232127163,0.0998906416262346,0.827920949299713,-1.15422383268481,-0.319687798715056,0.470201328865405,1.29907710117493,0.176649337460879,-0.190584731344085,-0.6431776537745,-0.586943099468587,-0.391202412119318,-0.242654512031967,1.07848278328226,-0.780060525191172,-0.602834944062119,0.808266102289179,0.212978521825323,1.14149339424517,-0.299388383674661,-0.810173225342509,-0.728335855279864,-0.698097717270402,-0.41223504830763,-0.745467111034633,-0.758637894514509,0.311707821549972,-0.939861670166132,0.203764155632877,-1.55114740944977,0.305028189093216,0.124913668003822,-0.667487635788576,-1.03441186541973,-0.355391515315888,-0.417017215932394,-0.491037218992632,0.485055942711871,0.259839144852417,-0.337165039152289,-0.091952296935045,0.000994519323017363,-0.843699730181503,-0.308469395185569,-0.361383869076909,-0.366118156206614,-0.893991187315782,-1.0784719302394,-0.951339215707657,-0.66621825931987,-0.828954122858472,-0.605337426521604,-1.39337346018952,-0.305045913728869,-0.416928620362001,-0.380438577708048,0.211651247972464,0.299745522180818,-1.17386866579511,-0.712655627901917,-0.848354592511666,-0.486403705120858,-0.31325343015823,1.79945747026701,-0.223285504355506,-0.0194233749105329,-0.390577826498788
"ENTFA_Mig_3 (GE) - TPM",1.11446141626564,-0.630639873185637,-0.132210956200908,-0.269901947588935,0.0473158749790847,0.300879888500619,-1.06340288133959,0.887968373593527,0.126495281672274,1.78928414830404,-0.71160254830393,-0.992939770610727,1.66045677453825,-0.493406948017325,-0.0382809514565916,1.72121971058671,0.449894916392177,0.24722576123471,-0.534438946537694,-0.309619547380367,-0.40548751458561,0.092710067018193,-0.955929742226164,-1.20089838451521,-0.0145909224798612,0.962103119298132,-1.1143328261712,-0.632071436668749,-0.204649501350611,0.357545139128846,0.146488853912224,-1.12153585371286,-0.6431776537745,-0.56478589901992,-0.56870902962747,-0.243169534445972,1.2097883211612,-0.473472783294275,-0.537837545104055,1.21807042640817,-0.204007063643083,-1.28499843431091,-0.102415320305985,-0.814186165140658,-0.950317483447621,-1.05873352926152,-0.808243404011063,-0.518191495779135,0.402347273715261,-0.831488833445725,-0.362541598102296,-0.278386517041275,0.334603137772717,0.68044289103351,2.49448708232708,-0.393383351037335,-0.934976057955387,-0.185653447242803,-0.275441501064725,-0.491037218992632,0.372345526943733,0.478446141903864,-0.255735304535759,0.301492236530273,-1.30181401189144,-0.573755300739057,0.168123371305565,-0.333115675051338,-0.366118156206614,-0.85379425512333,-0.488144404395848,-0.745258570064081,-0.42315933692648,1.10175578111514,-0.484525149379393,-0.66397779761908,-0.534320697584317,0.332647604103507,-0.11257691823078,0.2761780121507,0.619173535096301,-0.568230251172376,-0.894953107455384,-0.222921123204869,-0.869930706798865,-0.279509673556728,1.70905575464528,-0.223285504355506,0.0590062088531052,-0.0317002691874236
"ENTFA_Nd_1 (GE) - TPM",-0.921139171833852,-0.470557441837208,0.445001665133329,1.00167693966491,-0.587166639239273,-0.875454634455088,-0.904704289587844,-0.777633322797999,-1.0903985312324,-1.65007366963511,-0.827122814885164,0.4253177700281,0.650250913623723,-0.000883296292623941,-0.444374070635504,-2.23092923227376,-0.808188849768062,-0.471700057738767,-0.902652970816999,-0.760523781201036,-0.787673184216766,-1.67563861874338,-0.653940276487404,-0.932847927032552,1.59746652451463,-0.496422247423764,0.474613258116384,-1.01141493350637,-0.309647403325836,-0.965333356785532,0.474511534773608,0.54266197883334,-0.182342075039247,-0.0915011381546816,-0.272418677541055,-0.140003874458461,-1.41215149685278,-0.860908352724262,-0.450693363057034,-0.925336129756734,-1.32829384455633,0.0906976740564524,-1.60423096380726,-0.0676107699724896,-0.878564427904299,-0.933886356841506,0.326615223947785,-0.874633800893369,-0.705574961767753,-1.5704588297131,-1.40288461905205,-1.08490709122461,0.0384429000949997,-0.191486598888032,-1.0711150058957,-0.0189926320736099,-1.52925949913191,-0.569296233095112,-0.351744641844188,-0.191601526832028,-0.695713125694624,-0.762556237874505,-0.596002482326747,-1.09553545512879,-0.8079895660489,-0.113485401026124,0.796722184450585,-0.230953487134593,-0.323263420979101,0.250722804716351,0.0417859693345161,0.767589047249873,-0.695077507128576,-1.4046121596519,-0.128075714563854,-0.746170439998669,-0.0201998516890355,-0.260180610356794,-0.419850688316076,-0.154766093368941,-0.0281159532745128,-0.947455458764264,-0.850241630312193,-1.47477670884223,0.834482513927338,-0.300055876648208,-0.295745050662522,-0.223285504355506,-1.09928771425694,-1.00005344355793
"ENTFA_Nd_2 (GE) - TPM",-1.42081263941301,-1.29848158750145,-0.303226551040738,0.358745307452299,-1.2230475720379,-0.888781349778646,-1.53265949361328,-0.923151822288083,-0.571455155489741,-1.71292179480356,-0.999616651981849,0.866833190636042,-0.964953147816862,-0.0661711820186458,-0.906722080780814,-2.2524029762044,-0.967774530225585,-0.0812720102705478,-0.641306344039728,-0.801144470794701,-0.924503008504561,-0.924610707925311,-0.922176522900775,-1.24336130368245,1.08968228877409,-0.509034619878477,0.769457604475904,-1.00060682812812,-0.848445921654251,-0.596796695682826,0.0401759802460481,0.0756551946199993,-0.13843705801475,0.197538608610037,-0.0232331703738038,-0.4714735302239,-1.44013892025953,-1.05437514632856,-0.303033767786463,-1.09289229693745,-1.27313742780997,-0.928620343020631,-1.56567668494767,0.542028050843647,-0.861789799180868,-1.35619941973044,0.275585052382854,-1.22349843945054,-0.228491801832569,-1.20357310311918,-1.14218574610564,-1.08490709122461,1.05688036413235,-0.870385888548806,-1.41570280129034,-0.137713547507793,-1.44209569936509,-0.637083322005911,-0.542445081480295,-0.491037218992632,-0.839077558528913,-0.785737731692464,-0.433960535196526,-0.478703814733174,-1.51178632576476,-0.546968343763121,0.666440965522523,-0.314469348876316,-0.265924393652932,0.374963345429418,1.25178976103686,0.50030818715162,-0.672809628995907,-0.758738981031065,-0.944680718022076,0.220654777728091,0.228935305462434,-0.395709275046296,-0.502279676699572,0.0820653397013572,0.127490085059801,-0.672990402001302,-0.849416528333524,-1.38710598250975,0.564898063623799,-0.975139664884192,-0.524399499743045,-0.223285504355506,-1.28097381657845,-0.748508534107587
"ENTFA_Nd_3 (GE) - TPM",-1.06463550458053,-0.865971414389929,-0.329155378151189,0.10396776981976,-1.23272653817387,-0.888792237378309,-1.14884909643961,-0.973681582733606,-1.12552326842526,-1.71020904048673,-0.754020128019505,0.794611388629233,-1.08805231400635,-0.580999972594832,0.127835681758253,-2.41521324741826,-1.10248506330055,-0.323783620070074,-0.700799054324777,-0.792049279456257,-0.822937834630712,-1.27395942646773,-0.895258049875487,-1.0939974854485,1.13982138208853,-0.476322203884418,0.0302038249896365,-1.28602685905412,-0.538208937281924,-0.444122043645374,0.902201817226842,0.382321534840491,0.673658801063929,-0.296593031735296,-0.267067314066712,0.245344695311425,-1.29008138085165,-1.18444845313669,-0.450156215796823,-1.03708219576399,-1.49245380998421,-1.43891941604619,-1.62346654180778,0.557479352889746,-1.13932369186429,-1.09042523350986,0.293976298867105,-1.1064814950394,-0.690086224008172,-1.25579618238442,-1.31161251754028,-1.08490709122461,0.414504694601815,-0.512163044237305,-1.62118896938303,-0.224036340379091,-1.25318976098743,-0.575031782177576,-0.400954159310986,-0.491037218992632,-0.757618150234218,-0.724771870561033,-0.467581642834184,-0.817994159046031,-1.37027922552546,-0.155624691937534,0.988716012202009,-0.327708495402272,-0.265431048448978,0.592983675509905,0.0801493598523616,1.3726592959072,-0.48878554287539,-1.73347117890542,-0.670593333616756,1.21337299121343,-0.173249887299226,-0.381085570937335,-0.394774998744974,-0.656524584005091,-0.0522847387226503,-0.901897427882063,-0.535800817207218,-1.01528900769699,1.03732985274601,-0.554102341742741,-0.509345801263099,-0.223285504355506,-1.19307579218589,-1.28231421727696
"ENTFA_Ns_1 (GE) - TPM",-0.58486571660061,-0.240017356327628,0.0317453371058535,-0.652622491556847,0.148684888988896,-0.419452914463468,-0.133016985531888,-0.596860108680336,-0.154551484284729,-0.181297935222049,-0.0151887982788079,-0.659766145810513,-0.505941649219076,-0.524921971347169,-0.565652825283277,0.141946769721779,-0.636455727086271,-0.343632472732445,-0.660267240037741,-0.240085008771294,-0.369461185868775,0.0177193765497501,0.36706431667626,0.366613383222743,-0.787912883386544,-1.0193261873872,-0.180709292788541,-0.330142178101642,-0.741539898326209,-0.943718679081738,-0.000879960845867024,0.294996306640643,-0.441043110062823,-0.424506515240523,-0.440062245876347,-0.863960629649568,-0.643166193422543,-0.0407195431250902,-0.108487585570174,-0.325018299713065,0.0645343204799966,-0.469676152158114,-0.417514139727871,-0.409406485704976,-0.359129711274486,0.25989304421396,-0.749129151065695,-0.690434459485714,-0.245031020961107,-0.0721073485047734,-0.0615656964360032,-0.381016554562902,0.608949473816751,-1.29239641419175,-0.29611777098077,-0.465488465796748,-0.325702194269258,-0.377962248293224,-0.443142467726134,-0.4026809969661,-0.999391645273765,-0.842782135035327,-0.775246851008257,-0.14285500863822,0.804278234879443,-0.160269954738161,-0.956735054472017,-0.32437728502861,-0.29498781131002,0.0580616857213819,-0.197693893465924,-0.106171054868778,0.0110036266437466,0.643024566538131,-0.101319448647122,-0.629477702514234,0.0491917492513375,-0.135199216609336,-0.380260309491219,-0.67118442417634,-0.677355834447566,0.448544800438154,0.0296452861112885,-0.173938731807827,-0.391154864656923,-0.340263653556522,-0.754767946946773,-0.223285504355506,-0.140146523920216,-0.0648882976921225
"ENTFA_Ns_2 (GE) - TPM",-0.245703316707575,-0.222510676502731,0.394268294431772,-0.482391937317094,-0.369865054175136,-0.5262215344574,0.0967937817895024,-0.941213868623894,-0.479939602049995,-0.632565936615707,-0.449056007689534,-0.500168645329981,-0.400978457951969,-0.357506343174753,-0.518728923320231,-0.202112218920423,-0.853726861361013,-0.284664360888974,-0.396318318208589,-0.364186110468133,-0.362225169231211,-0.848411064963433,-0.281153138452898,0.00259878901989687,-0.138561024935386,-1.11851571827567,-0.217809103694593,-0.315508916204599,-0.809683902934619,-0.322755397199936,-0.736007089093044,0.0294762654282253,-0.350521687725075,-0.377646465161297,-0.438641563601688,-0.599817169770044,-0.795791057556638,-0.0719899976015638,-0.162023300927725,-0.614241869462116,0.458673985318103,-0.467101502844006,-0.309647619228463,-0.858729054612471,-0.671918483361682,-0.501850390889228,-0.183167456360263,1.2274297001101,0.510534703988465,0.492994029154548,-0.240016922457895,-0.421444297581586,-0.307462616409102,-0.199121598714023,-0.261002053383956,-0.407007958739174,-0.419408891201071,-0.467165407946662,-0.424553734398447,-0.433601695693792,-0.429580779818513,-0.496347114698572,-0.627065154155663,-0.109301167085156,-0.0397383525276759,0.186672604673514,-0.170521644135551,-0.286810436053015,-0.319880228804183,0.141345220188157,0.255724988449559,-0.0675314603093773,0.0810008630925815,0.178051866884777,0.0342885754870999,-0.834735986235873,-0.19239428134836,-0.224654366807382,-0.154821673280628,-0.544762578582795,-0.606596431598066,0.736853584667067,-0.275012522909742,0.281303378004297,-0.513753328252573,-0.693120451933502,-0.651723555853725,-0.223285504355506,-0.24062826716032,-0.466827474970312
"ENTFA_Ns_3 (GE) - TPM",-0.0224838537224423,-0.501020629136086,-0.00581099606596207,-0.356323705645879,0.0310745718375135,-0.389265772546972,0.0454794205349452,-0.522652070513408,-0.171407183948462,-0.237495720408671,-0.457569417318896,-0.616344854478438,-0.190826918699601,-0.337430095597372,-0.648077048816531,0.0517148904957755,-0.623546076741001,-0.275879768163726,-0.791463496950281,-0.353680943592421,-0.478035797198562,-0.542166197001835,0.0257970208616722,0.155465362245716,-0.684781663800976,-1.19471595233769,0.0998665745591547,-0.0844183836455012,-0.705276968924678,-0.517904006362503,-0.510913997714583,0.409209220617306,-0.387120585779595,-0.32628229043255,-0.378871492728532,-0.5205967971949,-0.537651165575376,0.066897263504944,-0.0777715896056964,-0.517758196749363,0.170393328662435,0.148250856511717,-0.337640137760233,-0.433535664278645,-0.300573646444068,-0.569933789148697,-0.594052117049844,0.674524044150978,0.331148207606587,0.710484728609815,0.33870772304848,-0.244195080904456,-0.462995044218902,-0.928008090419251,0.0211255061562684,-0.241328784266637,-0.297790465212703,-0.458681288537866,-0.406622118094283,-0.491037218992632,-0.796170828482738,-0.735987296228327,-0.665905375200673,0.199252291697019,0.429581120431193,0.00377712789761712,-0.525039070008537,-0.331917280132435,-0.312177468166918,0.141701561310305,0.262102392104629,0.300418007482569,0.136867559613141,0.103887998784889,0.014645864625986,-0.280051430443375,-0.180986454653293,-0.12448263860059,-0.2731583790207,-0.39904697377385,-0.472919610585034,1.19664284060616,-0.190300145543206,0.51243940452065,-0.1456763303662,-0.440166408232786,-0.461612386887656,-0.223285504355506,-0.241750304327503,-0.322267777596432
"ENTFA_Oss_1 (GE) - TPM",2.04014540577769,2.90370218989095,-2.39068693232877,2.27784882967741,1.03419455292324,3.56056990579538,2.73438414080367,3.15068995370425,1.68205264149498,2.23707199308465,2.47705343783496,2.14073782446683,3.03501490767884,3.67846301031122,0.75353061746698,1.47394086236829,2.88939451157209,2.3905721215448,3.29198843097241,2.89448990412997,3.47293843943081,1.94081107357351,3.15431299385899,2.57520345207308,2.25008821782649,1.97898335658221,1.94263689092623,2.84084367353086,2.39704559944675,2.09377877308439,2.63403818192018,2.24114149554455,3.49602090320491,3.30546969507026,3.58715791243143,3.66029715357477,3.0154138226125,2.12612489091296,3.66615947206068,2.14403956320573,2.92002866197666,1.6240398730967,2.41419385033039,1.79441123095792,2.53123209223064,2.49215510088831,3.25537894264907,2.49296738947453,2.22517897499061,2.55269360364423,2.19054933776196,1.50600671753308,2.90585022920807,1.77465247087686,1.35155366753866,3.47985087644103,3.01489601388095,2.80229080178886,3.19703897852841,2.31933781238094,1.45589058653887,2.4425322280326,2.67682239815141,2.52252300087208,2.245195802557,3.00861833382363,2.13515695489799,3.23204279969417,3.03121718114847,2.71457973598112,2.21807424189593,2.72768447569987,2.7469200148743,2.91043707001336,2.33313502740101,2.12135639446712,3.89606342704245,3.27044843793249,3.10688775630592,3.53736550543443,3.22140854302769,2.31234982105368,2.9235972550293,1.67574809164774,3.32618518542449,2.89413198580413,2.2293729842233,0.92119066806782,2.7555665530641,1.66785408997723
"ENTFA_Oss_2 (GE) - TPM",2.82207024895568,2.24719214586677,-2.49863233224792,2.17088580495369,2.1385686379666,2.01986491975248,3.33957212271864,1.51686030141124,2.24264857231108,1.13359326690869,2.9353731157945,1.50842909955994,2.93211386846362,2.92010764663257,2.47491830192428,0.74440691191596,1.80147560627004,3.92158848211671,2.97495497032342,2.5433876764918,2.77344828903986,2.09031406351052,2.55993859249275,1.99335440901161,2.85753074641615,1.16064436500204,1.71245250954537,2.58803692998176,2.34616004815225,2.44569707075744,2.64533907825004,4.33489598816371,3.77972481214289,3.30847565160882,3.33378959440356,3.11328986933672,1.46972860236531,2.08656873733015,2.63976895834118,2.68255058526241,2.70103875615015,2.01438235453741,1.89550395802261,1.77078511449431,1.40237276780233,2.17198138166954,2.30299288672787,2.78251811547027,2.9641134211737,2.39305838491004,2.09402348516477,1.27349609097686,0.833205188949643,3.29040652449951,1.44739770328129,2.48595224451923,1.57842842286379,2.39366127849589,2.76200919180645,2.07665469535299,2.91106312162628,2.87089483796395,3.07443479412575,2.23191222184661,0.866883564561664,3.64874689269567,3.44239116286849,3.4570483323141,3.7270025423599,2.88065361588983,3.22037462561067,2.71126510610686,1.59847540435586,2.62039806007955,2.39179125820063,1.8712339431535,2.88704457826156,2.65283749762767,2.66682811401539,2.07880337473586,2.47836020044058,1.99815364897576,1.84000188996758,1.95956444803064,1.99782684323138,2.24786120756168,2.36243942939934,5.64464340828848,2.22938151031271,1.97348853122936
