"","KPN_RS01410","KPN_RS01415","KPN_RS01475","KPN_RS30055","KPN_RS03235","KPN_RS03400","KPN_RS03480","KPN_RS03490","KPN_RS04170","KPN_RS04175","KPN_RS04630","KPN_RS04710","KPN_RS04810","KPN_RS05090","KPN_RS05710","KPN_RS05925","KPN_RS06075","KPN_RS06740","KPN_RS06960","KPN_RS06965","KPN_RS07000","KPN_RS07090","KPN_RS07145","KPN_RS07270","KPN_RS08445","KPN_RS28865","KPN_RS08995","KPN_RS10430","KPN_RS10645","KPN_RS10835","KPN_RS10920","KPN_RS10995","KPN_RS11005","KPN_RS11010","KPN_RS12135","KPN_RS12160","KPN_RS12170","KPN_RS12315","KPN_RS12405","KPN_RS29025","KPN_RS12435","KPN_RS14050","KPN_RS14415","KPN_RS14655","KPN_RS15780","KPN_RS15925","KPN_RS16040","KPN_RS16525","KPN_RS16620","KPN_RS16790","KPN_RS17050","KPN_RS17370","KPN_RS18415","KPN_RS19155","KPN_RS20905","KPN_RS21175","KPN_RS21510","KPN_RS23725","KPN_RS23965","KPN_RS23975","KPN_RS23980","KPN_RS24185","KPN_RS24475","KPN_RS24855","KPN_RS25225","KPN_RS26485","KPN_RS26780","KPN_RS29670","KPN_RS26925","KPN_RS27600"
"KLEBS_Nd_3 (GE) - TPM",-0.786687868648428,-0.376789990792526,-0.0308186726884873,-0.0694879043237025,1.96766740389635,0.228386170472124,1.07232314805495,-0.367061161442553,-0.236615764313533,-0.663841629098843,-0.572292981363733,-0.339515630854558,0.373761443350659,-1.02987875441766,-0.562216394082193,0.0244261947053999,1.27515942968517,-0.939404189925227,-1.16463764116727,-0.328319654737555,-0.118984727230429,-0.590868843141404,-0.551578773484714,-0.761069941700029,-0.434659792197824,-0.511118721608508,-0.574863919967312,0.0539553793474517,-0.782070960270866,-0.511335842004673,0.214161587251488,0.627294737276645,-0.656375427081308,1.72288779761779,-0.714879893306736,0.348062003529605,0.0350826411854979,-0.135530033898247,-0.890077046734741,-0.726312812969014,0.542309160701396,0.375805594786729,-0.0701258587938615,0.153757591514922,-0.397246727528146,0.431878006903023,0.441452207458946,-0.250404641024597,-0.614989536961842,-0.786177217207044,0.305619507298427,-0.337753134298932,-0.459044412451219,0.179688165696307,-0.473518479061855,0.889631841169407,-0.352561955894799,-0.379016730371485,-0.583151305310982,-0.399599961689622,-0.218182403625292,-0.413415072142356,-1.40534379995872,-0.553206347448467,-0.679901594086855,0.417403095137955,-0.296411751966726,0.887167054371064,0.546027132565336,-0.418326876085122
"KLEBS_Ns_1 (GE) - TPM",-0.582027644678743,-1.01757905574012,-0.649759013079702,0.209682955098094,-0.350541079384091,-0.93498135025966,-0.933760442365916,-0.718503456152339,-0.305070941754448,0.259923560927724,-0.764156172964187,-1.45005152890102,0.886044805113752,-1.03188707108325,-1.09396940671196,-0.164956959594453,0.608057711877208,0.178749537503777,-0.694370282606003,-0.677953734604836,-0.0664488286330787,-0.734841148048959,-1.12907160587977,-0.754405225403569,-0.883372970371048,-0.511118721608508,0.0213540903134213,-1.49018081138621,-0.939853746644998,-0.721472337438758,-1.08874107407758,0.264372720812826,-0.743594072721058,-0.409207528181342,0.5166757783858,-0.675975319247557,-1.33937272211806,-0.98405639630397,-0.890077046734741,-0.726312812969014,-0.364914045354116,-1.20142476815566,-1.16344235213545,-0.364534764496763,0.68589130021017,-1.18336581256365,0.740498040516506,-0.75320550243119,-0.703734803346323,-1.21927981325212,-0.47631992246433,0.15076656996064,-0.445876809908278,-1.13914703623066,0.326055773116909,0.464382113498844,-0.712277149350323,-0.020468056532696,-0.583151305310982,-0.59748631064757,-0.224924905565448,0.4970203283764,0.747040728533225,-0.635874827702373,-0.679901594086855,-1.26536117699858,-0.860317578238679,-0.545463602561411,-0.0220327448647224,-0.964192812024787
"KLEBS_Ns_2 (GE) - TPM",-0.920910322094402,-0.913422756674906,1.73177142398541,1.04239644346499,-0.993709892538247,-0.93498135025966,-0.106683107793498,-1.10849532559059,-0.211839885406373,0.202580049975798,-0.754569088955453,-1.49642389437761,0.147816997189868,-1.31283161360232,-1.40423724735478,-0.557839862759897,0.283431475987624,-0.450000761413589,0.587165616377351,0.505059061591952,-0.544642094943231,0.958037908440384,-1.12907160587977,0.636075720973708,-0.00413894402291177,-0.511118721608508,-0.881311185010527,-0.840864692627796,-0.871522856448602,-0.966788493067197,0.278508786993118,-1.28709761643797,-0.743594072721058,-0.757059195936162,-0.27790231736693,-0.891877296469311,-1.33937272211806,-0.898586168245497,1.89413406475751,-0.726312812969014,-0.0546210740821883,-1.30132915561119,-0.545765283946563,-0.259947647916343,0.312987956532724,-0.340500929451263,-1.43308669898687,-0.800039092267128,-1.17523096916984,-1.15658077303691,-0.781209822231252,0.920932776722518,0.0768597914371919,-1.13914703623066,0.470609397720793,0.139416402255476,-0.82615532840091,-0.977565760692973,-0.583151305310982,-0.632652835752917,-0.294157480069861,1.29648757355059,-0.324807404490523,0.000301195839652811,-0.679901594086855,-1.3707568939999,-0.276148424304257,-0.545463602561411,-1.67719072195033,-0.214690779568362
"KLEBS_Ns_3 (GE) - TPM",-0.368298298865003,-0.900460462604783,0.199661394885362,-0.264833128060695,-0.993709892538247,-0.0479921504309781,-0.513088084361854,-0.695124455030342,-0.430916107693904,0.0307575483065425,-0.822090197328158,-1.17896293715481,-0.293684330586421,-0.967949361804918,-1.58102578783997,-0.232998196147398,-0.0944275204457207,-1.17845784737734,-0.968666482363562,-0.535300380651441,-0.602037448257305,0.608014062969938,-0.495040613339286,-0.280067898327429,-0.739833997899099,-0.511118721608508,-0.565889959482644,-1.10514247476298,-0.912629844616234,-0.966788493067197,-0.479169852413904,0.75633529213117,-0.743594072721058,-0.757059195936162,-0.0309039929087371,-0.657164741874076,-0.98163129633998,-1.03368299695712,-0.890077046734741,-0.726312812969014,0.00481500517213419,-1.24169154797633,-1.30446751713489,-0.953350135378916,0.788039594585775,-0.221976692760192,-0.575561075922366,-0.720283922080574,-1.17523096916984,-0.236976426465542,-0.284029425119475,-0.0307538070175914,-0.726315069005654,-0.294507875049697,-0.0245965529975843,0.782318778424777,-0.82615532840091,0.706377655897938,-0.583151305310982,-0.659982106697406,-0.269203236860829,0.789088925143779,0.586685410706133,-0.635874827702373,0.562307892376676,-1.34735921916341,-0.860317578238679,-0.545463602561411,-0.21031747366097,-0.706049680866624
"KLEBS_Oss_1 (GE) - TPM",1.17154060580031,0.346150766061725,2.20918151143031,0.837544953041732,0.660991559097665,2.19967589540389,0.947438204905992,1.24602057540196,2.07386772018724,2.90241282892911,2.99037353345892,1.51231793439906,1.81479877942523,1.38013066121876,0.491803252533765,0.816601691555679,1.49233651432136,1.66361212435139,0.208220310907545,1.53802312033791,2.82240791380293,-0.242230348253343,0.604797413828365,1.96311649513994,0.99655707885929,-0.511118721608508,-0.0850883879987846,1.65904283839699,1.78823838830633,0.716232575569857,2.39909292304967,1.45579202258371,3.18439512904534,0.31685604595802,2.5167265479368,0.638718306117225,1.12349732026794,1.54976137663563,0.363301954518056,0.9633308679111,2.3486366780439,1.96828810356918,1.80344963600241,2.57427540250395,1.04892144581378,0.568067364611587,0.418904909877711,2.44328996622895,1.73604970462914,0.857680616178011,1.51969749338339,2.19927952298714,1.59677029687865,1.90676155904761,2.0592639629679,1.30858844103457,2.18175334342446,2.02910122250448,2.69642158097617,1.39337034498659,2.08804614945106,1.48821659557622,1.2380831754727,-0.206290124603926,-0.679901594086855,1.08866919287653,-0.0338163300458594,0.163548739698138,1.82817525279705,0.985283024146932
"KLEBS_Oss_2 (GE) - TPM",1.11473997081978,1.32510596023669,1.53192891065998,1.60569138808119,-0.674706874755349,-0.431383395555317,0.794803658518022,0.935422231604323,1.81481156729887,1.40504709570415,1.02728936338158,0.467321485693735,0.314640741396921,0.403228910860552,0.774651253910076,0.903102707417068,0.285576591867713,1.03434113546003,2.08017848638613,2.69232427011015,0.980722539236177,1.34431908505874,0.927946266815799,1.85931146204835,1.08039437029618,0.303502016546297,0.930847315607583,0.82526362224398,1.39394655236974,1.30444998027749,1.53166085977253,-0.0637767804448614,1.12528654444334,2.75104499873808,1.59289084029491,0.642999901308924,2.68329330944405,2.02412719736905,2.13034457766898,-0.0282998453870421,0.567880558924438,2.44657593716841,2.10386007065231,0.802305688838891,1.24939610941616,1.37007181410066,2.64734492779985,1.80720724241522,1.16332613519581,0.480217509851156,0.176524821055313,0.320056453960758,1.70622815265801,1.25861921932673,1.92153841544949,-0.321613910801475,0.877719362505368,1.48758192974122,1.39264628938643,2.62525753244058,1.65791053553546,1.42473334865255,-0.327300956525575,1.04348713023216,0.327638708824928,2.20960602290226,0.0932946631109516,-0.545463602561411,2.03486740787901,0.800064084647437
"KLEBS_Oss_3 (GE) - TPM",3.18800378969833,3.84864403461161,1.73356753542361,2.90373156840845,1.21337003245719,1.7528557663839,3.98861951590268,4.29817639551769,1.93568028130383,2.98842883427287,2.14435805857351,1.82007441579952,2.48455823075701,2.44905022908112,2.57853336537982,1.12473671443909,2.88095169043154,1.38919061032547,1.50079973530407,2.40071510778078,1.59619968383618,2.28980401506581,3.14048316459536,2.33326089054133,1.83508426416352,2.87054159691294,3.01276506248275,1.45693055089916,2.11745428285171,3.87367643682516,1.10050855556465,1.00630991537671,1.27150011246281,3.06271025693675,1.28038661389152,3.45463703332506,2.82167072946903,2.38318220594107,2.8714426925005,3.13715009694838,1.23079304661086,2.18305750910275,0.896471257609633,2.97897507913172,0.896300386318747,0.549286333440334,2.03165176591011,3.14568786738074,1.41352570261159,1.808094420814,2.56679518200214,2.25692186501245,0.815075743629174,1.29847591086437,3.61603059666384,2.60561228636553,3.62874968078496,2.89450936444011,1.0572381455572,2.52734844518971,3.06352962357502,1.65758799877842,1.16226125859087,3.08856170164695,3.76401486507135,1.57545013271313,2.9981066052732,4.65587225172147,0.693505630910957,2.39666570913954
"KLEBS_Oxs_1 (GE) - TPM",-0.143864445632179,-0.470421174622019,-0.649759013079702,-0.0652863708676341,-0.668394498905983,1.82358596203343,-0.787491194259407,-0.461488245066746,-0.87253344417874,-0.601070253872388,-0.683498336461621,0.536335857196826,-1.4423748347778,-1.17808196636916,-0.441911061567003,-0.628895107237475,-0.489034897917249,0.681214594394443,0.355158789636351,0.255560476366571,-0.93150606657306,-0.480661300228489,-0.709527248983817,-0.136015139538706,-0.778601585862911,-0.511118721608508,-0.707380156683594,0.39519940447829,-0.939641299931971,-0.685537901341092,-0.470257131617942,1.06308359050191,-0.169360417447515,0.0874705755857657,-0.671801136376566,-0.785100614985562,-0.0912079007666503,0.0767078502397222,0.506275390680494,-0.441582762485676,-0.631035491307259,0.00460649896739213,0.660873102337112,-0.462822550574654,-0.269397824806936,-0.89728710654433,-0.0428761287833965,-0.898026197044337,-0.79365783892854,0.109034373366935,-0.369973557075217,-0.0475855236839731,0.191022628587153,0.238156520049198,-0.737001388532534,-0.432822402547059,-0.0811993302464336,-0.325303463659672,-0.583151305310982,-0.562997895415072,-0.322068796476846,-0.0594595183441597,-0.849633999444583,-0.466961557426191,-0.679901594086855,-0.551034046159202,-0.702750849547637,-0.0808226264992688,0.14762004073065,-0.476939495109831
"KLEBS_Oxs_2 (GE) - TPM",-0.399187024650255,-0.010798307070983,-0.0588548811566471,-0.175818774459879,0.432936574435752,-0.141645396869348,-0.397323555037721,-0.425926319635126,-0.739370777955896,-0.652235597891551,-0.755145515142306,0.450912381720856,0.766852714686119,-1.34466457274258,0.137885400855313,-0.422113604845981,-0.565583548589535,0.253397564472571,0.314328792062033,0.710531148209804,-0.918457814422004,-0.385376365963238,-0.609242332721147,-0.601264970114778,-0.642607387616425,-0.511118721608508,-0.881311185010527,0.887793986812594,-0.932528999692898,-0.251195777894042,-0.45872143093825,-0.518313303834472,-0.493790393657047,-0.0805984636236521,-0.0622856638273457,-0.340810260207057,0.37682517376802,-0.302015295564053,-0.371964253324711,0.214460275439615,0.215109688698336,0.165595519344608,0.515745965781106,-0.406409082193521,-0.0673987338837142,-0.71149960923724,0.177578241956752,-0.903234991437129,0.77320259136649,0.333568318640822,0.18227505821623,0.338472625978688,1.8562733284584,0.551638724382432,-0.683605083607961,0.198719689145567,-0.106420736494043,-0.977565760692973,-0.00214291592075119,-0.436499397459113,-0.420911507062993,-0.193273186268903,-0.148395086459115,-0.289173685871836,-0.355845311648663,-0.0533940558971256,-0.780450610629967,0.12444821564056,0.168345569015409,-0.429821716244358
"KLEBS_Oxs_3 (GE) - TPM",-0.204534051532607,-0.598213557716711,-0.649759013079702,0.49822455251372,-0.325621900531216,0.349672745783322,-0.352239646446598,-0.524295795565987,-0.797441105134189,-0.693650770919258,-0.676032814806905,0.5338232410996,0.0386481428696406,-1.169287980837,-0.470503866116253,0.376854553852595,-0.0210823601046316,1.35804950731319,0.573097756503874,1.06974270921494,-0.971323331772917,0.249501247772316,-0.321319290762193,-0.4187771386796,-0.729404756459526,-0.203258245060371,-0.76851257041594,0.528986878359184,-0.966871845867835,-0.457146935707218,-0.35847333777207,0.983470085019549,-0.0694128550773774,-0.490816799959039,-0.161630249330165,-0.522033527730757,0.248157679926871,-0.405683129634957,0.907744596577991,1.19717205151965,-0.305919001114504,0.488815702540566,0.999510888619766,-0.233878512192668,-0.492958336798586,-0.859897598225663,0.207554975313707,-0.833069934163667,0.422946274155227,-0.330164060384313,-0.581187082971936,0.07293148350453,0.682993048440761,0.576086097631927,-0.619031711993874,-0.651862685414525,-0.352994053352069,-0.162393351264473,-0.583151305310982,-0.452275663812323,-0.166352381102589,-0.430969924232466,-0.0619339239435669,-0.514158746258134,0.236322376783797,-0.257984363081096,-0.860317578238679,-0.24413232828085,0.195532757876377,-0.680543688343411
"KLEBS_Sp_1 (GE) - TPM",-0.255958440612883,-0.204626338841529,-0.649759013079702,-1.25998015682248,-0.993709892538247,1.62654874587194,-1.17671919774975,-0.764138325146757,-0.891860972816068,-0.704164338889679,-0.831200959879877,0.0177981241067347,-1.15484470925634,-0.905552493011259,-0.815828806970225,-1.17623773965358,-1.69899793072138,-1.91765242287846,0.264485849753823,-0.864570050769836,-1.15524736497419,0.121295014908962,-0.556879791785486,-0.683976828746733,0.0809068047702537,-0.511118721608508,-0.881311185010527,-0.672797165860988,-0.979727867669341,-0.605770985937598,-1.08874107407758,-1.28709761643797,-0.743594072721058,-0.757059195936162,-0.243032323466038,-0.891877296469311,-0.400173596232142,-1.02764284126198,-0.890077046734741,-0.726312812969014,-1.32247426629884,-1.23847287579583,-0.62041561853611,-1.07408939443504,-1.70568457454982,-0.936946567666321,-0.401235684880149,-0.991358919872896,-1.17523096916984,-1.26063711275332,-0.781209822231252,-1.50730703419859,-2.10260843881926,-1.13914703623066,-0.73359323626598,-1.27381610310079,-0.82615532840091,-0.977565760692973,-0.583151305310982,-0.716406720896842,-0.816543671316488,-1.17142045784623,-1.60496536937417,-0.635874827702373,-0.679901594086855,-1.87516590737408,-0.860317578238679,-0.545463602561411,-0.829956060302386,0.207859692627912
"KLEBS_Sp_2 (GE) - TPM",-0.920910322094402,0.171613976308282,-0.649759013079702,-1.81668339607603,0.519279172581788,-0.93498135025966,-0.783374404563042,-1.10849532559059,-0.774538368910819,-0.895161057940336,-0.761104948196077,-1.32913486335479,-0.0110700240981428,-1.02564035458993,-0.535878409419395,-1.04905875829927,-1.301522581916,-1.99028408346443,-1.69090638418333,-1.17709433984942,-1.44508412473374,-0.0996825425934149,-1.12907160587977,-0.723506043337477,-0.703033344149465,-0.511118721608508,-0.881311185010527,-0.989300086496598,-0.999446781093909,-0.774428077243947,-1.08874107407758,-0.53844616966982,2.4796252944107,-0.757059195936162,-1.43927496911754,-0.891877296469311,-0.463616619179111,-1.15573399948543,-0.890077046734741,-0.726312812969014,-1.13211284789983,-1.25754584126676,-1.42309716168083,-1.22277174215428,-1.93643340809996,-0.602149901294796,0.106352251702758,-1.00609822690629,-1.17523096916984,-1.48749133804473,-0.781209822231252,-1.08364023022052,-1.71042808551725,-1.13914703623066,-0.374442638731108,-0.98436010513678,-0.82615532840091,-0.977565760692973,-0.583151305310982,-0.51721923397104,-1.02692852869515,-1.17142045784623,-1.60496536937417,-0.635874827702373,-0.679901594086855,-1.86840047659088,-0.0587986927790256,-0.545463602561411,-1.67719072195033,-0.478904396390817
"KLEBS_Sp_3 (GE) - TPM",-0.584064852896317,-1.0381924904916,-0.649759013079702,-1.70830329369632,-0.993709892538247,-0.93498135025966,-1.12811750377273,-0.992201100778421,-0.944274958721354,-0.817758308975864,-0.831200959879877,-1.16947625115262,-0.43592105028816,-1.26951527693648,-1.20808496353689,-1.72249491404565,-1.67870536959226,-1.18485468729334,-1.52581548757633,-1.28355450928763,-1.44508412473374,-0.852659899258875,-1.12907160587977,-1.26463811098339,-0.961949020873593,-0.511118721608508,-0.496780243734081,-0.111623209568595,-0.886840762176318,1.13634381146004,-1.08874107407758,-1.28709761643797,-0.743594072721058,-0.757059195936162,-1.13628393587883,-0.0334610047789485,-1.1014871103986,-0.811798055377303,-0.890077046734741,-0.726312812969014,-0.564597570335819,-1.28657715322776,0.646719859710074,-1.22680825203494,-1.7853457545874,-0.827164127780717,-1.22400429842619,-0.983698701783729,-1.17523096916984,-2.21054756424378,-0.781209822231252,-1.40708477578509,-0.0519110904370811,-1.13914703623066,-0.858837923375842,-1.5935318616964,-0.82615532840091,0.224132010539969,-0.583151305310982,-0.384739811782508,-1.07236478930021,-1.17142045784623,-0.937003395501111,-0.635874827702373,-0.679901594086855,-1.82637855795074,-0.860317578238679,-0.545463602561411,-1.67719072195033,-1.05622443674761
"KLEBS_Tm_1 (GE) - TPM",1.29263234885152,1.43470285783514,3.27613134624829,0.489853572098385,3.85371861918328,1.68871626966527,0.322999754798591,0.802041201072838,2.36665201637398,1.3252638315323,2.29746371025681,1.74448928558656,0.700430390379628,1.19048894793127,2.07698027306328,2.35044270483278,1.3139554961373,1.45264417995376,1.60544923484831,0.807100957640431,1.53599556050127,-0.083519709017005,1.80132203482502,1.55162200510007,3.11463662320693,1.61092970036472,-0.00661417734073175,3.29902703851202,1.86140639808067,0.650995889429168,2.02912000062499,1.95099346645578,2.0778334041104,1.01257824510849,2.1216807178943,3.23038282160892,1.66685599876727,2.26543115878914,0.486832614623115,2.72086331486537,1.07027794287449,1.962126224221,1.62283145814999,1.15562948436122,2.16019426688516,2.80749067848871,1.79043912021503,1.56605746425897,2.02298001519566,1.61181288091722,3.35499443902157,0.917011867157867,1.60798427539299,2.31849746104874,1.54776139856336,1.07705028117453,1.96324154754509,1.14850216663064,2.11894972821445,1.82463175894194,2.03105083584874,1.97225165268562,0.505341403782718,1.09451228361429,0.755423658566562,1.27078601434849,0.680462426832087,1.79121016450475,2.03806423664203,2.41189087733271
"KLEBS_Tm_2 (GE) - TPM",1.05510993733449,1.03864711473243,1.2035346604975,2.16589089523448,1.38996079935838,2.22594741901179,0.892268741017255,1.55097197715123,2.04615775310115,2.02162292211891,1.77283859362684,1.47565955740433,2.77694353631344,0.921651684985904,1.41725364406392,1.83807957125272,0.49138236620216,0.900236703397765,0.804121396556985,1.51600578275233,1.75681220789359,2.25670715263255,-0.0915591882874109,1.55263110792549,1.83288293748142,3.1411117672279,2.40673881630185,0.770225676622483,2.62910295919632,1.94257113239144,1.33478304638093,2.81748857442916,1.3021504618516,2.02758120796328,1.75405879010802,1.22055026776258,0.245344029573178,2.12710495066455,2.17935444506546,-0.100425422088081,2.14120826404354,0.946621547940234,1.07863817810227,1.00270884064154,1.90253867592441,2.06627333574542,0.89524135580216,0.979025729009636,1.34106624445366,2.15013493329001,1.93070196017311,1.08745624896523,1.2524194186042,1.669023312823,1.13917240922955,1.69608330971724,1.77366002989109,2.09910596092188,1.54281516052079,2.61201942708857,1.70865495742775,1.41836119190446,0.121801701817168,2.89148912819916,1.3528188599782,1.40920994661753,0.914776133684972,1.49726372901683,0.285765929010201,2.67293505041749
"KLEBS_Tm_3 (GE) - TPM",1.0633841446297,1.58207988491061,-0.054625218112399,0.71542556804454,0.797442277828743,0.463294225094541,0.563331548488701,0.445438967360307,2.05582127623036,1.41524849587817,1.29923225692832,1.70452264721343,0.640514520857607,1.00613216103848,2.48630363392986,2.16447605808032,0.973919951649918,0.846388166896091,1.46385358879962,1.8877610100227,1.19182719286904,1.9784703536481,2.3275495065965,1.98462707403683,2.18325200053148,2.65547474443043,2.70986077990144,0.515367583083809,1.36597930778679,0.925088102794283,2.54149863514812,0.502528538290523,0.954650319548646,0.584255703643089,2.36988650784787,1.3590028697755,1.0873383849814,1.60131084291523,0.80584256788528,-0.274093516399824,1.45562984313245,1.31034445271795,1.5089597084672,1.87856328096032,1.75274524488881,2.50364886985457,1.97652477157395,1.30573438272762,1.2488859402468,1.95746598708316,-0.781209822231252,1.59120876583732,1.44647587903753,1.01663711935759,1.48647265006799,1.5342063057577,0.393605470934141,1.15907750115983,-0.583151305310982,1.70922476017718,1.86796745131078,-0.456586875038685,2.5937975296757,2.83679082073837,2.42066908967558,0.720197907416688,2.51810578643204,0.635273674009026,0.0494174492439253,1.90105594425988
"KLEBS_Vic_1 (GE) - TPM",-0.408335667892257,1.05858980504272,0.240886738546358,-0.673981166676733,-0.295816890667311,-0.677432396914814,1.05959498087187,-0.377557672196215,-0.809742146857583,-0.550773657095786,0.446321020205531,-0.733471521442436,0.601185896229427,0.611430202394988,0.559112728161532,-0.737463327460709,-1.11850579679632,-0.196450917885951,0.0676147170095522,-0.378490774057124,-0.331226387858683,0.661280541435124,1.13381462647222,-0.746867401435028,0.610381386247297,0.322104355036423,0.530650316184362,0.669489373163029,-0.315195602010778,-0.258967887651838,-0.351253559863403,0.113838290027709,0.183221730269504,-0.0364752778900783,0.640500553403636,0.485358415503933,1.11585260076245,0.143762699802161,0.16117531970237,1.14781249925645,0.0540642350545951,-0.255215084704404,-0.199722509521271,-0.263933098893492,0.703925011737996,0.194112727825364,-0.72760421572934,-0.0359063788711736,0.778202554473297,-0.382237914847708,0.60226751569398,-0.436617223357978,0.419715015113574,0.43747337731828,-0.640826830689965,-0.732259391341492,0.190468473922841,-0.381279091433075,2.89450845368148,0.0540951763532385,-0.327869528246833,0.416310472492078,-0.621678282222857,-0.121149735362385,1.4241340536298,0.02818693375227,0.515309496822496,0.949714731019662,-0.747252513862477,0.741294442234711
"KLEBS_Vic_2 (GE) - TPM",-0.658597693269609,0.805721525737565,0.156642914165189,-0.434818916057806,-0.200268221777695,-0.93498135025966,0.455802259270645,-0.587763066804125,-0.819891827581342,-0.522202921002809,0.628377266564476,-0.0776435254714101,-0.179982584327531,-0.107392938861405,-0.245463383540745,-0.653497930553471,-1.13127633880289,-0.66589722447325,-0.790974464080337,-0.362884093691732,-0.682845086454664,0.937613295058838,-0.056900174204638,-0.0866532496615313,1.27176163271093,-0.511118721608508,-0.357279159255086,-1.54887051429306,-0.481444686731456,0.884612941283579,-0.567911267058689,-0.524976661548766,0.364347150309022,0.252647387174589,0.300849406006874,-0.160730625188401,1.18464950773943,0.193055138288722,0.52405134555854,-0.726312812969014,-1.17094562310839,-0.267723548083329,0.138646233237348,-0.637603472144824,0.313639023077785,-0.0805585180186119,-1.351677033186,-0.151379182071242,-0.49092667112621,0.064563156151231,0.811793348255336,-0.872857244486018,-0.832310985706645,-0.537749918035467,-0.737695348635447,-0.61961061319413,-0.528657279919997,0.104454744454218,0.11063382401874,0.110532433908308,-0.412197831005699,1.79133845788047,-0.369576047824522,-0.0704146499063217,-0.45878314546058,0.395870501178025,0.368890083211682,-0.545463602561411,-0.131422292375349,-0.0589034565296897
"KLEBS_Vic_3 (GE) - TPM",-0.920910322094402,-0.531683317690133,-0.649759013079702,-0.349501771878857,-0.430999333367424,0.0802527063319767,1.67949950843221,-0.562567007057209,-0.70919306982642,-0.54694366957838,1.0914684134812,-1.49068817445723,-0.345117885907002,0.89724220278679,-0.331630123235195,-0.814031448866171,-1.25045875202348,-0.655352569778895,0.117422363772386,-0.971887320621682,0.928969999219256,0.624771547616765,0.231619687482895,-0.971343061392216,0.0233982485351686,-0.511118721608508,-0.881311185010527,0.241712998814676,-0.494525300936501,-0.787931884680335,-0.623603907584057,-0.451782773579333,-0.743594072721058,-0.351277069571893,-0.66883401339941,-0.640019474591491,0.19612207009171,-0.336697419085088,-0.890077046734741,1.32580605681883,-0.859037586861504,-0.536668591049807,-1.25846320562853,-0.543072940747482,0.727588616032302,-0.645477229816065,0.120971600883735,-0.345979240476725,0.749832414764368,-0.274331398004641,-0.0698786243336475,-0.840304980179871,-0.534617411831338,-0.103331827890234,-0.214227174579162,-0.0078511403165041,-0.294782517595056,0.785314244288037,0.113896752436652,-0.338535351756315,-0.548506824849187,0.545902435052925,-0.821049921744542,-0.0677552443041209,0.653048729218965,0.965439717034514,1.14121587402555,-0.545463602561411,-1.0056065899984,-0.268929716286537
