"","lmo0278","lmo0361","lmo0362","lmo0365","lmo0366","lmo0367","lmo0484","lmo0486","lmo0541","lmo0679","lmo0847","lmo0848","lmo0971","lmo0972","lmo0981","lmo1007","lmo1131","lmo1132","lmo1211","lmo1641","lmo1691","lmo1692","lmo1734","lmo1914","lmo1936","lmo1957","lmo1958","lmo1959","lmo1960","lmo1961","lmo2002","lmo2003","lmo2004","lmo2063","lmo2104","lmo2105","lmo2104a","lmo2150","lmo2180","lmo2181","lmo2182","lmo2183","lmo2184","lmo2185","lmo2186","lmo2261","lmo2429","lmo2430","lmo2431","lmo2720","lmo2744","lmo2783","lmo2840"
"Listeria_Nd_3 (GE) - TPM",-0.295000434910063,-0.62949690047217,-0.289866275093886,-0.649295404560214,-0.390241287733027,-0.280364257541367,0.171579436550509,-0.284547352136682,-0.854167074460984,-0.997550753521289,-0.363715168266338,0.238061311226323,-0.719542832016955,-0.753187852427207,-0.463906609641637,-0.797641264421281,-0.874825344687236,-0.801346091647099,-1.45886299690317,-0.629642653698084,-1.74752868885743,-1.72160070826072,-0.956142661221451,-1.49338026278477,-0.105850024075728,-0.897784703349634,-0.847445256651504,-0.775747670291329,-0.815427920128117,-0.571521883373919,1.04870047781663,-0.570747357602896,-0.579091417150166,-1.07009503312237,-0.933311766786513,-0.740407434234968,-0.682018756722711,-1.24895340594042,0.0926921487382645,0.637705672549568,0.777410278118166,0.823626943593478,0.380397711509716,0.208255377835026,-0.466797069612938,-1.11479182140358,-1.09986057750479,-1.2144855975949,-1.38630698540805,-1.44305857189199,-1.64165505006894,-0.715040606727311,-1.0829978429286
"Listeria_Ns_1 (GE) - TPM",2.42062077514203,1.74035343851098,1.62105347193862,2.2524699287069,1.87435305247704,1.83710409691184,-0.176538921517909,0.0864512235206294,2.01806905644388,0.336819683809288,0.912448176120218,0.754101494999369,0.752926046923969,0.850304370996756,0.741519618097407,1.86062461485705,2.15066135058791,2.72448091708498,0.226209599574452,0.0158303047047868,0.875590888307831,0.591753620308623,-1.03787915149264,2.0302149016973,0.740051388079902,1.73012739759411,1.94537784367198,1.87337749359778,1.69086618767923,1.76311473442658,1.74025921940852,1.44805535329262,1.37610626675908,2.23335342631889,2.80968082252689,2.43190619977423,3.32040086733457,0.0741985444721185,1.14860040931886,1.33872342981776,0.892247678945004,1.1265653111731,1.27360765884694,1.89693407239914,1.95843147173977,0.907067088910886,1.57434845557101,1.77874654444216,1.44075582323481,2.85372722020076,0.923017733866049,2.00857012641803,1.23855793126454
"Listeria_Ns_2 (GE) - TPM",1.71062541212893,1.49394705984719,2.03194547033256,2.36556839501339,1.93971646214144,2.09486616537076,0.169844841848524,0.20714214310314,2.0002966201252,0.0834587620498223,0.480610001882979,0.216430899191878,0.705355464472856,0.376014815178408,0.600701503379941,1.87618133598113,2.4138847855226,2.57045079743108,0.563092728829649,-0.318939548133865,1.34436996628856,1.30518283104,-1.00823949612518,1.263971419851,0.794432645122907,1.60022975619747,1.92593851921935,2.66953219446956,1.58143191433965,1.82582504619848,2.18144870701438,1.55815918058371,0.754213281981259,2.35545732660359,2.1307949167376,3.12504485810603,3.11589189814595,1.00772262839334,0.996104947427641,1.07638752889079,1.33444050601876,1.46218458487384,1.53305539900392,2.20826249819375,2.0995285834143,0.916159534287167,1.50411552738726,1.30752781888233,1.71702226596103,1.18905663012575,0.564569342550145,2.8994446143035,2.46320688612944
"Listeria_Ns_3 (GE) - TPM",2.06535859645192,1.65013474922932,2.08392968957512,1.92506104333106,1.82610595918916,1.79115201140925,0.301439844472302,0.174588678907407,2.225918503793,1.63417413328993,0.535005172521552,0.640145948520131,0.741462422787347,0.511106127457692,0.731406573847355,1.60010572133522,1.99876264684716,2.50791513025394,0.280211365985102,-0.296038776998059,1.546826921712,1.47331053726905,-1.2545705858448,2.05530075334267,1.08131040782478,1.74284287165555,1.99522580476159,1.99651672432777,2.14460576265437,1.83010002782212,2.12221328713806,1.92341046287664,2.08313362981545,1.10955488082943,1.78982509869179,2.59133398099686,2.15490440680619,3.99521707401909,1.1360050325345,0.92573079044885,1.08205189442995,1.19286780829946,1.3068066542626,1.85610544651648,1.91129854362774,0.801756779808992,1.42209987557544,1.55490280789316,1.44062449906432,2.4780677043694,1.0035962765364,1.80108502511306,3.29529784353876
"Listeria_Oss_1 (GE) - TPM",-0.769306422679945,0.967607335691236,0.833160841052261,0.202060822530761,0.355646522792421,0.381466296267991,1.02870852333188,1.34106117846322,-0.256798039577192,0.298143250132836,-0.22553562531323,-0.290673310403068,0.879147053843557,0.609981203753339,-0.332008583573119,0.740811634343309,0.289313295329207,0.373588195498477,0.499702606113687,0.37680231558377,0.162022682025764,0.188563226806155,0.914487496487627,0.474474908945611,0.095509274229571,0.483480403474458,0.371823488177735,0.419403019283391,0.373236266736675,0.246002732291915,-0.664231164581916,-0.480672635754977,-0.470370509607821,0.982832156330244,0.184996778882264,0.263026866713693,0.220773282665916,0.790082495057882,0.611905847985136,0.245966013304398,0.261461000671432,0.160099647085585,0.0785913805271876,-0.163857145889496,-0.263808967952261,0.131104195228055,0.519710929329544,0.469332632793193,0.50417623927826,0.628777487448494,0.44263946457462,0.233839652770612,-0.415067179064217
"Listeria_Oss_2 (GE) - TPM",-0.726746268443806,0.975084789098303,-0.00904027722291597,0.239985614187018,0.283469531802651,0.53270257996635,1.39227277871371,1.11028095190893,-0.344199184728828,-0.0705589648997075,-0.156752697606597,-0.271530373220157,1.12433201931595,0.217843974599263,-0.527364930803272,0.392078505349656,0.246559598721305,0.424995067340443,0.596870114819478,0.481929995131786,0.717304380879414,-0.287218953522288,1.3807275576778,0.20491676101377,0.114325570892518,0.441407413979516,0.193072601490962,0.336052138541643,0.397578148877218,0.439998419103656,-0.628001887072263,-0.533996699168741,-0.464961168812212,0.398651940878271,0.0417894770902306,0.0459663096196614,0.298684677536023,1.07323168893873,0.23188786617305,0.143470505232348,0.270828898229068,0.227524204105637,0.131691381931345,-0.175211617684568,-0.310940289618078,-0.299574403781427,0.589260499016158,0.328698512685017,0.668955019758028,0.787517809505236,0.37339145853418,0.213071835896199,-0.903798633944421
"Listeria_Oss_3 (GE) - TPM",-0.790219226926407,0.904881299559369,0.833926568869299,0.220558487578426,0.351812118215773,0.398534927435283,1.24398138264245,1.41135719831404,-0.25744770731139,0.0867729085353835,-0.144822034498384,-0.259418513265093,0.756654043086694,0.138637475451083,-0.497043594334919,0.717402839718361,0.307899304427942,0.597214933332565,0.785466180847847,0.333901581777172,0.122249381540112,0.264761190283211,0.469883715965151,0.847933030886081,0.102068449670482,0.517491188089951,0.459354855037989,0.55394081682175,0.240407719978751,0.316479451167109,-0.64461912067614,-0.488047100086218,-0.464940349085978,0.647932155908903,0.400310978783046,0.238757536628273,0.156060015704057,0.924097339027341,0.66046318151483,0.148422339796981,0.764225127551962,0.23625410139433,0.108336531520841,-0.181490936210038,-0.301392480066625,0.149382277013362,0.388241574964986,0.507225681975864,0.4947267670444,0.622655561325132,0.384178778363209,0.580122407262696,-0.412234818870803
"Listeria_Oxs_1 (GE) - TPM",2.76818372961009,1.00390811377452,0.858304582546515,1.87374443456963,1.58803119921913,1.77490867881089,1.92435611906056,2.38290930135849,1.24236705992222,2.87293929351683,1.41025573351804,1.18825250027956,0.559689730927601,0.269651419781248,0.90418341746872,1.05636099620138,2.0320439562167,1.25488393932415,2.0258301953812,2.73618402952027,1.42537675467799,1.1248918507377,-0.495000551887994,0.687067944919602,1.07766214802163,1.28806736327831,1.77838691998172,1.77086249425241,0.779223656629542,0.888790568649466,3.06408611690818,4.15189077765203,4.40535557753096,0.109230521013584,1.2830512831021,1.09772590837074,0.955368176772099,0.242719303938379,1.57818037462722,2.21371618799164,1.724495421791,2.3142902808578,2.17356031785338,1.46624548387997,2.07932942437691,1.49874539933104,1.24207855758535,2.41246544293581,1.44802142516547,-0.50505710673638,2.3603096733004,0.313964369434575,0.758761076534094
"Listeria_Oxs_2 (GE) - TPM",1.49489163159578,0.864158016221728,0.537392945353458,1.79071945142115,1.74190720182935,1.22472491718302,1.93920236426562,0.180006602527339,1.26339726244031,2.79881407999203,1.78020269976699,1.6040490312584,1.31147814481313,2.97177029437638,1.34978619102326,2.18703660968779,0.87153987723379,0.514763734783668,3.39373579814848,2.48767714220852,0.630737061680699,0.758186641940074,-1.01454334119893,0.448796655543952,0.783970887643384,1.08612637014115,1.1916666740157,1.49469455485347,0.886662827313048,0.610005541002156,0.545083369677444,1.5585064629189,1.15255278285896,1.37351789110362,1.88254040973231,0.201178177687228,0.220315954750649,0.633270373118997,1.77442936666249,1.90647679864426,2.21112716038393,1.26244732537953,1.45862153838782,1.66715272473357,1.78629636444221,2.17686645261904,2.7155604280798,1.55962550481857,1.38513860082647,-0.25317521076842,1.01289326967067,0.149777926311308,1.85254304497241
"Listeria_Oxs_3 (GE) - TPM",0.964781055452366,1.66612072705558,1.48505666492628,1.6086310761372,1.61440005631645,1.60459859934172,3.02916735678598,1.65404690213922,1.87480309476236,1.64426368644437,1.47585856922351,0.973012030188463,1.55153236208678,0.789494064148511,1.37999779631874,1.6327239166978,0.317451228338149,0.0451400619692808,2.2776159261579,2.39115925776861,0.849708380755407,1.85638672608621,-0.726545723911601,0.789577854722505,1.1433539150876,0.925180385906958,0.959193536383069,1.31759431789265,1.18643549822751,0.923123249178895,0.13773324762403,0.768712344338454,1.11124536105769,0.269345341071467,0.662786199745399,-0.152813872968555,-0.161660386960164,-0.366560531482564,1.67567297734638,1.37829966770351,1.50406610078199,1.42938453885204,1.95698702167173,1.72655024852213,1.73124720860944,0.466409104753522,1.56165300395635,1.4116889326604,1.00887022578258,0.178875715787494,0.957977422646214,0.199901018382015,0.278858326726078
"Listeria_Sp_1 (GE) - TPM",0.158580107772953,-0.918102078586222,-1.04275751542196,-0.811058611557295,-0.92150244253544,-0.9722568617574,-0.779562747683927,-0.790154737052775,-0.862546576565482,0.866127315182705,-0.846959756777552,-0.91147472954492,-0.409957774752525,-0.433527171015627,-0.845294646616096,-0.935948671976161,-0.91039379519823,-0.88754869929472,-0.0352861272428347,-0.790139093618752,-0.483553424186513,-0.513431410127408,0.900297822405914,-0.0976347799486593,-0.608757021666118,-0.902777005289968,-0.990386674689737,-0.853005441232572,-0.97608935806803,-1.08634267438131,-0.482656299412452,-0.402839320520225,-0.461901446513056,-0.922452327105587,-0.872991763440098,-0.74967532020664,-0.701527275219241,-0.509749598004084,-1.01412118165031,-1.04225759408531,-0.999200378485609,-1.05547679952487,-0.990118984948478,-0.878806280552922,-0.772735393671471,-0.8794220900307,-0.865190577376149,-0.979642354929114,-0.883747622778908,-0.127455907426203,-0.707412211635773,0.489602419217024,-0.0742348845656094
"Listeria_Sp_2 (GE) - TPM",-0.0891100339173485,-0.890206138904945,-1.04624640110295,-0.792471682205588,-0.906926912124057,-0.9699747290129,-0.655889441904007,-1.07619445135429,-0.841817399372776,-0.376304107038764,-0.821544904618399,-0.813500316388707,-0.602952066709343,-0.856807434601226,-1.26088761842758,-0.97882192595018,-0.887518785381619,-0.871379740907079,-0.616934747752579,-0.673627709956053,-0.250676299082237,-0.549416816975201,1.28414975700201,-0.81076305601283,-0.341733248085369,-0.887978842469642,-0.854058430964328,-0.839881508495253,-0.94007666315863,-1.04133518753639,-0.536533314494934,-0.472781044069382,-0.379955893743507,-0.577936341136414,-0.531165060918172,-0.737270842595843,-0.68131252002866,-1.24895340594042,-1.00529063931628,-1.05594417715396,-1.00356573965693,-0.999503869530929,-0.985947283309051,-0.843874901493008,-0.774812427469865,-0.874986709539988,-0.852881154707094,-0.588569431675924,-0.900831792255092,-0.260469316572438,0.0178772098780595,-0.429239175960637,0.198013519437588
"Listeria_Sp_3 (GE) - TPM",0.0763102405362505,-0.912141782580398,-1.06378866685725,-0.814574117947136,-0.863498795488715,-0.928929035734052,-0.810834441576483,-1.0578968220014,-0.845990102778176,-0.532377953237166,-0.857232449488941,-0.920603916147048,-0.462683292199169,0.999604840046019,-0.978217094887044,-0.94824725299276,-0.909468834603495,-0.877279875417708,0.203135586743956,-0.801611236988485,-0.368264840048111,-1.13598442394378,0.569164856665316,-0.172307907354431,-0.57805181325387,-0.85075981942853,-0.945084807571264,-0.81223271982818,-0.940329107954084,-1.05770148766413,-0.602028587289297,-0.405140393210984,-0.367037630599407,0.0354505896253932,-0.832939550014559,-0.718268719690711,-0.731846891559157,-1.05473785183816,-1.01211622855715,-1.02691751320488,-1.01994803334047,-1.0528564854905,-0.999228621860401,-0.877457038865394,-0.767764361520231,-0.812147713963359,-0.929079757682915,-0.601048149262044,-0.853066331544637,-0.541705330248692,-0.942529737725123,0.322059948420642,0.115985776781847
"Listeria_Tm_1 (GE) - TPM",-0.791542897280124,-0.900585938603902,-1.00719025725919,-0.794769424120069,-0.910115332336783,-0.953029681033071,-0.953925509421192,-0.9810575643749,-0.865650492988179,-0.699480031847351,-0.323092934956257,-0.468769038790187,-0.976301349079859,-0.950143666588856,-0.17728331566594,-0.954332599554804,-0.89160403891388,-0.859327139013444,-0.403077950236087,-0.833690164998981,-0.812622858913127,-0.686806244944289,0.468486036128144,-0.326774640874569,-0.411876905701951,-0.93503189746656,-0.98982643398075,-0.842724084147215,-0.980249610614851,-1.06712370566153,-0.555227455014996,-0.455756220130354,-0.500782939450909,0.110580123871399,-0.796640425546448,-0.758571268332689,-0.701539249948109,-0.440039370169304,-1.00475912343084,-1.00778856276349,-0.981753278685274,-1.0204048839997,-0.968974470498017,-0.871677452805735,-0.771291787335953,-1.08071898164041,-0.721581630752241,-0.804139743573799,-0.869576844278736,-1.21905325361935,-0.991730511041904,0.217364403531318,-0.0458228799415211
"Listeria_Tm_2 (GE) - TPM",-0.762699260190234,-0.913027919633689,-1.06891281265919,-0.794765117178744,-0.910891182015604,-0.966978715742607,-0.937850964374777,-1.12976851725626,-0.863040901720429,-0.997550753521289,-0.315023036441824,-0.520334729942392,-1.13538123248566,-1.00355194727587,-0.601646696983483,-0.923665568350763,-0.877585241497874,-0.86131142038852,-0.8385403164845,-0.842137420015366,-0.924294012566158,-0.674862317475357,0.523982832103096,-0.681668107864665,-0.463276827966279,-0.908181995515639,-1.0157192820405,-0.832535405284414,-0.932267103147914,-1.05851003559343,-0.59102937505037,-0.514490749061446,-0.542979544717747,-0.239098549867948,-0.865410395985776,-0.761686135682961,-0.720470104437297,0.0649064228003792,-1.00493517117491,-1.03736618050334,-0.97379106467249,-1.02919679581114,-0.974174349654368,-0.874019711709344,-0.765812191914437,-0.983181784288116,-0.711018668676109,-0.90680391921735,-0.540288627353466,-1.26200579120401,-0.835639440932106,-0.785403672437042,-0.758554948540011
"Listeria_Tm_3 (GE) - TPM",-0.899136904222443,-0.90617043771848,-1.08837024506153,-0.80093450084883,-0.903107138834493,-0.942438117949731,-0.908266793941963,-1.13787350451877,-0.849854097090938,-0.0116704851046702,-0.308003918081583,-0.586176588509602,-1.14983864572196,-0.798668605520548,-0.443203512365744,-0.930222297869151,-0.882801876314936,-0.848994620037312,-0.517527976289442,-0.822944595309484,-0.799067406010971,-1.02425737985129,0.52065752659869,-0.326252766716782,-0.0883056641241569,-0.872957034572444,-0.968439183742222,-0.788147536314665,-1.00256185900498,-1.0968434338108,-0.65540508093457,-0.561415103097127,-0.555750381346787,-0.874838629763319,-0.800357158355941,-0.764664925550642,-0.685066507839579,-0.631527099497771,-0.978565195871283,-1.00577058283676,-0.963325138159865,-1.0254089866363,-0.955261418341105,-0.863481809030501,-0.761311072468588,-1.11136545703727,-0.69272049509987,-0.834258895865063,-0.344566184027898,-1.2693117941577,-0.665509708148837,-1.30879392457349,-0.320665463136396
"Listeria_Vic_1 (GE) - TPM",-0.315878615139384,-0.887094617868308,-0.935904115041676,-0.746514712721487,-0.848831813022565,-0.907614427727928,-0.795312763393683,-1.16280562899529,-0.790506725004103,-0.560378779448322,-0.80384215792209,-0.819804158677175,0.140449789117667,-0.05450847978887,-0.824628573159057,-0.854306855685061,-0.851599554912526,-0.827063500226819,-0.327791791316084,-0.584998015478224,-0.73709732644743,-0.810367366280181,0.488065792028367,-0.850744264148626,-0.790281310873358,3.16280001960987,-1.01873730982726,-0.809223981202668,-1.01194631354135,-1.08838016993192,-0.465386228943799,-0.330452925550482,-0.415261895886592,1.81601024264423,-0.634598943548523,-0.714263086643345,-0.625163606878449,-0.458012374430637,-0.95598416660646,-0.937575140761771,-0.927246897171142,-1.0051438008883,-0.930190968174173,-0.810900494110444,-0.714498141705254,-1.00002393649161,-0.416314269198416,-0.908005822180028,-1.23165441608379,-0.977746595054984,-1.07331820411692,-0.625655555566379,0.194055129898663
"Listeria_Vic_2 (GE) - TPM",-0.310565664094647,-0.900056572495826,-1.11607279427374,-0.78617129657996,-0.887432269369719,-0.937223585066985,-0.895998004887649,-1.24917358975189,-0.860706108281309,-0.997550753521289,-0.889641962965088,-0.923776558017711,-0.348849025130741,-0.891867610391159,-0.439364290242406,-0.97882192595018,-0.893399907141718,-0.827532762597268,-1.0931347337591,-0.586749045156672,-1.20956158664418,-1.06440423496072,1.17156081635547,-1.87730335255879,-0.315033090917073,-0.95570592687443,-1.030622784518,-0.783789046471888,-1.04523944598198,-1.10028366677167,-0.438176806656716,-0.256845524166865,-0.382296830168279,-0.129416403249822,-0.933311766786513,-0.749703840102283,-0.683552912277065,-0.505316165506444,-1.01947740859455,-0.971224637934398,-1.02539689396912,-1.03346903144051,-0.994035647926168,-0.858278775224685,-0.76694582191575,-1.00837493456511,-0.576858212305561,-0.527933315957585,-1.41215067640317,-0.959531184505589,-1.01470581726377,-0.477882657737998,-0.164833616081707
"Listeria_Vic_3 (GE) - TPM",-0.385754897376801,-0.924344815865303,-1.01643849092949,-0.809193939243917,-0.895429701888759,-0.961420785987298,-0.715511475713185,-0.950706988509801,-0.87005251518187,0.775345540792977,-0.69527648718217,-0.761240039454631,-0.802639741871997,-0.386464129964115,-0.780559906774281,-0.949689889223267,-0.887555754556991,-0.875531857917244,-0.748982847247741,-0.747337378331313,-0.9523620683115,-0.0967960062677138,1.64801682820451,-1.06372464702999,0.353359520310412,-0.786341913169075,-0.983535481166761,-0.873058107879964,-1.04546623095291,-1.04740376236095,-0.625831129564536,-0.489599358436837,-0.436932766962546,-0.718967857657354,-0.455130510560077,-0.68129088782845,-0.599651114264648,-0.138643314616246,-1.01307611386066,-0.911429019883302,-1.00203396751095,-1.04792767881813,-0.980558886679768,-0.849648874705232,-0.770546418662706,-0.770265592320891,-0.484783847721166,-0.791783192675552,-1.08462819264362,-0.0443554830640811,-0.559446573491671,-0.939348885012188,-1.0829978429286
