"","SAR_RS00310","SAR_RS00455","SAR_RS00460","SAR_RS00505","SAR_RS00535","SAR_RS00870","SAR_RS00875","SAR_RS01155","SAR_RS01160","SAR_RS01185","SAR_RS01255","SAR_RS01260","SAR_RS01265","SAR_RS14860","SAR_RS02030","SAR_RS02320","SAR_RS02525","SAR_RS02705","SAR_RS02885","SAR_RS03180","SAR_RS03185","SAR_RS03365","SAR_RS03430","SAR_RS14700","SAR_RS14975","SAR_RS03715","SAR_RS03785","SAR_RS04040","SAR_RS04620","SAR_RS04940","SAR_RS04945","SAR_RS05045","SAR_RS05690","SAR_RS05695","SAR_RS05790","SAR_RS05975","SAR_RS06110","SAR_RS06175","SAR_RS06380","SAR_RS07120","SAR_RS07570","SAR_RS07655","SAR_RS08040","SAR_RS08045","SAR_RS08100","SAR_RS08245","SAR_RS08305","SAR_RS08345","SAR_RS08585","SAR_RS08630","SAR_RS08635","SAR_RS09025","SAR_RS09030","SAR_RS09120","SAR_RS09555","SAR_RS09685","SAR_RS15250","SAR_RS09770","SAR_RS09775","SAR_RS15265","SAR_RS09905","SAR_RS10540","SAR_RS10545","SAR_RS10550","SAR_RS10600","SAR_RS11060","SAR_RS12565","SAR_RS12645","SAR_RS12690","SAR_RS12695","SAR_RS12780","SAR_RS12790","SAR_RS12805","SAR_RS12850","SAR_RS12860","SAR_RS12885","SAR_RS13060","SAR_RS13535","SAR_RS13690","SAR_RS14205","SAR_RS14210","SAR_RS14340","SAR_RS14440"
"MRSA_Li_3 (GE) - TPM",0.221507243747899,-0.540240361020397,-0.307139028077201,0.149133955511312,-0.143537006418144,-0.445878666037984,-0.200921288313679,-0.0663067799220805,-0.101648685901979,-0.418500529546769,-0.090236809910692,-0.115259386459971,-0.0302730661235049,0.561853919938423,0.334639055110294,1.67691613387217,-0.137477407112941,-0.108325839144645,-0.308075815122433,-0.718042794779384,-0.257999911097684,-0.366688387671816,-0.368035867856065,-0.924934649675626,-1.259319545215,0.30319973688807,-0.269585209234513,-0.556952095439374,-1.09536499177519,0.588570932909643,-0.262055868763842,-0.195790086339945,-0.725983613637339,-0.483604750049987,-0.810154790306578,-0.594049834222368,0.129592726465386,-0.486248731424749,-0.902168940873945,0.458449054686528,-0.815622445711834,-0.679441491405374,-0.176559064631103,-0.0233111777606841,-1.29094763262394,0.668171045088741,-1.06674269391655,-0.667765700392194,-0.342138128559819,-0.373992054432587,-0.228325508750873,0.557884975641793,0.581817770650588,-0.2902380538343,-0.38239686197563,-0.264840301344759,-1.00376614382168,-0.889780072657619,-0.97198194593057,-0.244464712740479,0.0935368440972924,0.220860681506821,0.509646332710884,-0.174951668970844,-0.705421027231954,-0.301563091934607,-0.45011003379226,0.197367987034976,0.165117067302257,0.292473986367617,-1.1159670888338,-1.3663041591366,-0.180017814767451,-0.146090806682964,-0.827741847614838,1.7000486456436,-0.544787973505424,0.694675023414298,0.783787606034996,-0.484727618239098,-1.04263754794321,0.367464450616262,-0.911323414735652
"MRSA_Mig_1 (GE) - TPM",-0.888872633275481,-0.442698693259098,-0.481557680260323,-1.08300753312237,-0.605288423090274,-0.412683566144132,-0.559417666860427,-0.232643372601858,-0.182749032745646,-0.258146167140341,-1.28690588116682,-1.572182150758,-2.0084589283382,-0.0710030503901208,-0.0311560641127789,0.189263311957709,1.51816812560191,0.0756521303486076,0.121808860356248,-0.92648081798348,-0.482760976970642,-0.755780974829703,-0.341358002527735,-0.189618715703431,0.287803787660796,0.458803848369842,0.986523382429752,-0.266442751001732,-1.11481462888529,-0.730683988706873,0.649289388440377,-0.594365379423708,0.72829845950641,0.408204120989764,-0.65010578821774,-0.729830611165827,0.7705268003532,-0.0288822552472746,0.692145558840418,-0.397473424835666,0.284806021205689,0.300718419893276,0.228508191383258,1.26387133603742,0.0239812481544154,-0.575340354642476,-0.0521945815063182,-0.698365667664991,-0.698225391025795,-0.731764365432489,-0.536136461183372,-0.583409253126349,-0.94302627776166,-0.441130572611712,0.530734486109028,0.272465706532458,-0.478554640431889,-0.18633398202424,0.180572632387611,-0.135262489840657,-0.274215940285772,-1.18435160267462,-0.442986949183804,-1.07260706606254,1.5009410875316,-0.144524307157034,-0.0907492192863323,-0.419074694189346,-1.01122373863528,-0.747458043164826,0.154365967422457,0.617606404018482,0.0194241213129085,-1.19794547648818,-0.661383131149899,-0.464460746581175,0.298330838103525,0.168048112781654,-1.5404921654503,-0.751299764456134,-0.848410723074342,0.17023755438743,0.29659931028396
"MRSA_Mig_2 (GE) - TPM",-1.40806167098402,-0.55185188233223,-0.679681059331457,-1.54158481690177,-0.832959108791278,-0.705656359335364,-0.76219890655579,-0.418151920674358,-0.390773147745618,-0.697166077859689,-1.50210923094171,-1.94627273238856,-2.23127415837028,-1.0453470343905,-0.016750816009569,-0.823136873173081,1.46655838595354,-0.152316544571477,-0.860252173206401,-0.913744992696139,-1.04557438358544,-0.715705332095664,0.165433596990025,-0.29370265231012,-0.714399402127675,1.17840764588687,0.0647009824237745,-0.691696272547386,-1.06001209002983,-0.745989464231218,0.430156857287409,-0.793821682212222,0.373989702062637,0.0508182662788209,-0.640801011102429,-0.235044935118008,0.63587237701361,0.0678102530367301,1.57884724013621,-0.62447729330163,-0.261068411175806,0.334316764148686,0.691744855812237,0.527242796021712,-0.425618183913535,-1.1323197976781,-0.259301340737732,-0.933544020228655,-0.968174534149215,-1.0579291152947,-0.693348607705427,-0.828640702883077,-1.30289896630777,-0.607954600549326,0.212491648676299,-0.0556221059087946,1.19638474014269,-0.457060748565551,-0.37115749216262,-0.306760837875908,-0.606927683815254,-1.29580809762836,-0.989732871933894,-1.27031780070486,0.356169905602874,-0.365018064868928,-0.189023545259322,-0.637018878983734,-1.25064648051367,-1.22411902577418,0.229982618350078,0.901419504236024,-0.281508593963142,-1.67383980297697,-0.414425659394981,-0.198790477226615,-0.0338326026537224,0.210246225448468,-1.49299537656036,-0.990115893514345,-0.889657360357141,0.0321558034536194,-0.0542965804617917
"MRSA_Mig_3 (GE) - TPM",-1.39156242532293,-0.800524794749929,-0.567136480089763,-1.15148185323439,-0.418096295712947,-0.6432472936554,-0.702958683840678,-0.411435250377308,-0.435263062493902,-0.720661869785169,-1.7547499400873,-2.21722335087756,-2.2816536537114,-0.80215349075874,-0.0582391477713221,-0.895701515678273,1.19840770810037,-0.436258122108671,-0.954603019069667,-1.02473975162914,-1.18443964154893,-0.437281525731394,-0.672490761922531,-0.274009468887577,-0.706362843565329,-0.00763397628093251,0.326764408589474,-1.00562511250362,-1.10908908529788,-0.938607843628334,-0.0606953836896282,-0.725125750739722,0.0488115153968994,0.370986027249393,-0.368854104264381,-0.357707470631175,0.059455580136571,-0.327099169054514,0.665448471826862,-0.797186079253546,-0.300865772956162,0.709931639344713,-0.199143060899647,-0.149487967025291,-0.633542018803955,-1.00994166390383,-0.0517993570143572,-1.29196317938215,-0.256409826014111,-0.805483445442985,-1.13883660756806,-1.19296018007544,-1.92409241482834,-0.0813828903420723,1.04735562642691,1.50515426058496,0.930573327332426,-0.237834045520446,-0.178501918637581,-0.893291326512259,-1.14652745971115,-1.66538037359063,-0.793993102887852,-1.50763996339121,0.14830966399823,-0.600032196037463,0.009950922377267,-0.378569019051172,-1.25597419327549,-1.39478133140141,-0.194734381343299,0.322628802551189,-0.788933376190547,-1.44030379548001,-1.40798864780955,0.284998097175918,-0.488605786881481,0.172441957927709,-1.36449137992045,-0.697715008465488,-1.21526341242196,-0.143342251775656,-0.193075655793604
"MRSA_Nd_1 (GE) - TPM",1.33314267894029,2.0725785982503,1.2585793167414,1.78745447871679,1.00163486114081,1.59605359704969,1.88295985634611,-0.863539352759098,-0.897960462477566,1.15762153702627,2.28870136749588,1.87296209854377,1.2231539036461,0.563193781200382,1.39938107047316,1.4340252517851,0.782926711132069,1.13284837755133,0.492678300483842,0.729441177293454,1.29777788397818,2.16207530528274,0.56650521223904,1.60250816468997,1.5056990078726,1.31436346034311,2.17776554399777,1.26647242804016,1.56295986839067,2.09640010195135,2.89161809222749,2.31892841722396,1.64223847302266,2.07761004023431,1.98124043587981,0.331999806317499,1.18871411575224,0.799909817201764,1.31323133447551,0.116807835557381,1.75806934836246,2.1412713139417,0.19298368166732,1.11733537690381,0.638027352694668,1.91907153674615,0.572305806432632,1.22818018841337,1.48753489210295,2.08822330341443,1.76890968787235,1.13812715052979,1.22116616855384,0.112348126782126,1.43247253540424,0.720127805641432,2.02769371413737,0.664429199567433,1.58086367214305,1.45218185444831,1.72542173959985,1.84767399682956,1.95771724795452,1.56870896215671,1.18646937329378,0.709485786753021,2.04687862989949,1.78257409825157,3.00913266891207,2.21084438509689,1.24372677304022,0.855525779474105,1.01078681477758,1.21784181764524,0.880788381179889,-1.25913698480318,0.845106045770519,1.25688477512613,2.3406922450662,1.73209440188044,0.913489615351931,-1.3241303543537,1.15222501058384
"MRSA_Nd_2 (GE) - TPM",0.48652113698478,2.20126795897074,1.0626989156912,1.14801329619902,0.553155642845232,2.1562176716128,1.68798847541262,-0.923420621712515,-0.906311254171685,1.05515117191304,2.13158755272966,1.9142829240829,1.36754105507008,1.51990799334187,1.49924231738872,1.09529179073648,0.956127234842376,0.481211583503966,0.179382965977193,0.990248555512523,1.1534152131197,1.47436206860645,1.3408608296562,2.13967750701656,2.68775421823456,2.28800643740669,2.18057776104332,2.15549405927834,1.01024983716525,2.61477246854812,2.70630473341109,2.32519608968011,1.57034626938265,1.71995273756615,1.67123805759276,0.286647414878975,1.20721827801425,1.39157892720155,1.9410705840157,1.00558792768572,1.14838345287002,1.99553495392661,0.268958795511494,0.590394974441475,1.00938765854647,2.31424803322396,1.61911551626144,1.30006773091021,1.11791236270681,1.20655768812048,1.50915612699175,1.37161866775303,1.74969350378048,0.616259476173595,1.11464273913321,1.91269801371752,1.07543614050561,0.774379655512706,1.43364039986408,2.92425808942502,1.48109245984,1.37477617612227,2.23091080486078,1.74735038689188,0.0219085366277523,0.531723976727736,2.16008107629961,1.19273685720047,2.17980933484326,2.44420552056769,0.946000798360339,0.717470270370942,1.65112179625518,1.44144549473301,1.0187318269893,-1.06850577446677,-0.203238483201684,1.3174956872741,1.09641312855577,2.11822354747593,1.62315302931696,-1.24480172004403,1.39995547709562
"MRSA_Nd_3 (GE) - TPM",1.70781692867678,2.71533447541059,0.687826797373333,2.20713005354095,0.68134127736644,2.09914947243684,3.01812549343457,-0.873530800579664,-0.840916071719866,1.58340430298687,1.58960659787731,1.7533630653644,0.520504186226167,1.4542590215097,1.85164073897664,2.29051910544798,1.03001152556065,1.46528804244047,0.44102911450527,0.581057848743258,0.0565357178065719,0.817443454242675,1.4463410956552,1.82222640896772,2.17360572251074,1.82921494682803,2.35547559222781,2.35091804571263,1.97701890532919,2.42663813530904,2.34200301183535,2.99105563726365,2.09957789513636,2.1496932585989,1.74372346686773,2.27413870598635,1.12639661061513,1.09823732841246,1.78278348772413,3.58869552935616,1.9229579686141,2.58636205030039,1.12561960504424,0.626993012466153,0.870771228679735,1.77703313294796,1.42353902704461,1.44585886935861,1.13549194555607,0.896372534222341,0.640739972526863,0.638008934968961,1.55718366532041,1.25873305244073,0.314174342941783,1.39710912973224,1.71590620262874,1.08413745496434,2.43897961227262,1.22032165897536,1.66403421003912,0.94433960395098,2.43837959640048,1.74365472214437,1.33163718751351,1.37361585761742,2.5399066450004,2.88544732072596,1.60634099486311,2.5011166018694,1.59735592208264,1.60389042862652,1.57716597830571,1.88014879539619,0.857435664718302,-1.00656934664038,-0.549697836907851,1.39708515749985,0.91128511153189,1.40599732898952,2.48562119152128,-1.07452558447657,1.1563845364817
"MRSA_Ns_1 (GE) - TPM",-1.39088702644661,-0.888406437046128,-0.806477894717263,-1.15500096584602,-1.16322367155995,-0.839549651986044,-0.712306257058256,2.52055261711953,3.16651284827725,-1.4063208258952,-1.07037086683919,-1.60718281645443,-1.55925356285012,-1.16076853442024,-1.38262809474797,-1.20448396071883,-1.79323330531463,-1.13085441007821,-1.72648972000512,-1.42345763915136,-1.075522582618,-1.9230506775473,-0.994856057016282,-0.825439476227963,-0.838492542107394,-1.47469562219039,-1.35940259588601,-1.5555863629354,-1.23451155685822,-1.24188449555912,-1.09566527147829,-0.530411341569302,-1.06792190929079,-1.21393982843321,-0.830759140535151,-0.581049728107127,-1.85604709687098,-0.987983613498973,-1.35371404581029,-1.09257241411619,-1.6781413031215,-1.02406633726153,-1.74749295962161,-1.16012734371787,-1.1189739385641,-0.226882629345318,-1.45618907664931,-1.76632444895097,-1.21484953459606,-1.1311652828308,-0.843342132598664,-0.205644229778639,0.227702843980612,-0.631704857553491,-1.63477832220309,-1.04674796071469,-0.889504525808957,-0.716838510318138,-1.42216987542085,-1.10756405314418,-1.75365171302657,-1.66347335236148,-1.72173630209379,-1.79479361583653,-0.912233732488089,-0.747768482096984,-0.669308876365302,-1.11079518337438,-1.57920592850759,-1.28867910378633,-1.27894474272581,-1.26021505073194,-0.929993657056136,-0.291754602838438,-1.4258641147873,-0.453860393621047,-1.03929569974483,-2.00626302410867,-1.0834315314006,-1.50355590353124,-1.02205123274359,1.67267396772439,-1.25025807770782
"MRSA_Ns_2 (GE) - TPM",-1.28731790227748,-0.812713849903167,-0.609221397027143,-1.70400141552976,-0.90131418664095,-0.721501032417404,-0.635902167827009,3.21863082112927,2.8661591504311,-1.39595799356741,-1.13906449447385,-1.32036648733058,-1.42747343604607,-1.70424938754472,-1.286688426319,-1.35220049682591,-1.85325004046112,-1.06229359328414,-1.60284165146013,-1.65685305350307,-1.28581635585354,-1.86990622371257,-1.92943363150839,-0.992182667061976,-1.09916945329936,-1.8113218388748,-0.771342141081622,-1.55346236980081,-1.34660218472345,-1.16200769119354,-1.54155462683808,-0.723105045428631,-1.06622880702397,-1.39961123228237,-0.00589721341956609,-1.40882254605795,-2.1237351658797,-1.24256939832417,-1.39903103028655,-1.01156906433508,-1.65037255553327,-1.1053875236823,-1.71860411922392,-0.935259971916624,-1.32453821125852,-0.955305138985008,-1.59989743951033,-2.10527094567403,-0.979787860299048,-1.2505384359042,-1.02241206794678,-0.156023430238905,-1.05273405758283,-1.65399241359296,-1.19793601785864,-0.798811620093622,-0.861941180482439,-0.850271925776647,-1.11887778569039,-1.51128954254287,-2.22359696909156,-2.2920110044041,-1.88407771356054,-2.31053671617439,-1.03393519154572,-1.60119032254652,-0.930480237093628,-1.57249712635521,-1.42390892484227,-1.58610606156489,-1.41335071618393,-1.06299915302597,-1.02908489101365,-0.365776293391541,-1.47789307329321,-0.214123486692749,-0.985527752189917,-2.54669003419132,-1.40084831318207,-0.958077171784322,-0.381159205117055,1.72392777707702,-1.35318789046295
"MRSA_Ns_3 (GE) - TPM",-1.36953740654977,-0.851624777897367,-1.32749926153475,-1.79863195085995,-1.08089406810262,-0.781800940874617,-0.310870819077142,2.81922567315961,2.66136563125532,-1.53720152496391,-1.14130387677168,-1.34751700946391,-1.32820313881321,-1.35833397914868,-1.29192863739824,-1.59870047918148,-1.81558894814638,-1.19676845991796,-2.01614517799632,-1.43047634823319,-1.15285701292534,-1.8822243469928,-2.10976040397819,-1.02698845374387,-1.43501519083,-1.97996999219209,-0.980487193764187,-1.51501316818224,-0.882452391737929,-1.60751260156296,-1.4664319589351,-0.759203854804408,-1.21943504064884,-1.48937738341095,0.114266856161993,-1.63081053190756,-2.19903337642903,-1.37153281485434,-1.72940913958225,-1.16342623632868,-1.56252910528257,-1.2947379217814,-2.02380388877971,-1.53206500883041,-1.73016853603128,-1.26578547050077,-1.58472579615493,-2.09222317289027,-1.22237536178658,-1.17826703216357,-0.970406850125252,0.107617962016918,-0.160985004560878,-2.01185417027255,-1.30175850273183,-0.362703608971492,-0.864863857016369,-0.679543434292696,-0.879035366070629,-0.696914269238514,-2.07861933426782,-2.31182765754449,-2.0782061699431,-1.99629925228413,-0.352407582504777,-1.47028555697889,-0.768677163848919,-1.3435194861101,-1.5027274605031,-1.55172470211012,-1.12932323282808,-0.979351911126502,-0.977942439285198,-0.478232122385298,-1.87761080357352,-0.221574846237181,-1.26312525554158,-2.3708711086214,-1.16709036187785,-1.3894307343554,-0.741137490571569,1.76120664331853,-1.30050283650775
"MRSA_Oss_1 (GE) - TPM",-0.498418750894342,-0.546691577596636,0.13661335987595,-0.471363472991182,0.112199013573427,-0.781195300977138,-0.656924134695696,0.267535744360895,0.328618258755588,-0.738132875291763,-0.373103148067448,-0.111425137332909,0.371947243495684,-0.439161428917057,-0.276915337059804,-0.308358307534975,-0.21523796771124,-0.960737066453245,-0.473409601095394,0.209670437862649,0.317517965015375,-0.744487893074538,-0.508013509894743,-0.162655704680744,-0.278997239070061,-0.837922159369547,-0.0403452557928964,-0.591331320251923,-0.383725798266321,0.239608538707423,-0.141820312413484,0.464507982833745,-0.664329845716258,-0.971542072092298,-0.342383119540861,-0.832621042089884,-0.0278431371940115,-0.196816388546128,-0.254947996235514,-0.503672818640902,-0.292880065872109,-0.918200542553447,-0.130173970623129,-0.274211019715931,-0.684423674712463,-0.768713524802491,-0.334004383424666,-0.294785759907878,-0.778892674474115,-0.0862921088812343,-0.353354904451946,0.343504584120631,0.290646292694407,-0.489544279192223,0.354768485081184,-0.239088607681979,1.35508347816189,-1.00698255010476,0.00148648060630965,-0.340489859164082,0.381840466904522,0.374627584707662,0.489245656511782,0.118570702610333,-0.911337428476237,0.204051939822161,-0.44308513943922,0.0211118632361208,-0.73385007031105,-0.659800071727051,-0.567126695063649,-0.0387963374392409,-0.690765436500622,0.729332740315757,0.542951257048635,0.67247098416202,-1.26202434397749,-0.10893388052643,0.0659911438123076,-0.337181081421363,-0.0613801624664378,0.818514855614472,0.153238381438011
"MRSA_Oss_2 (GE) - TPM",0.823265525984912,-0.385742877171013,-0.97075454945875,-0.441723477604078,-0.190844823891093,-0.764286565112826,-1.09325345988297,-0.289595622908401,0.12327564610019,-1.36623932669944,-1.46741973139161,-0.0118882191356875,0.265594255559469,1.86949019739728,-0.0737942149491072,-1.22999184039377,-0.521050418080554,-0.809545583650921,-0.626294893159307,0.237589933760871,-0.574967699008245,0.202694368354524,-0.565998022495346,-0.00889718628981765,-1.26040280820334,0.285973753837183,-0.206093904890136,-1.25199903642395,0.19963834419331,0.123803060014063,0.0862659127176111,0.353148868407271,-0.919671721045331,-1.61796285218275,-0.512061877491722,-1.39205520534173,-1.12425965994638,-0.32183251043477,-0.240369549902423,-0.403381717284642,-0.000490707783807374,-0.338594053003379,-1.66564716697093,-0.77812989768898,0.202494537416199,-1.4132826247905,-1.96397255930347,-0.4202415122602,1.20653096275654,-0.0560426817263028,-0.136105154092174,1.14936914841616,-0.0058221901900011,-0.726064331516319,-0.999932781827309,-1.46346518743284,1.97709708057654,3.6219286841375,0.479490863224853,-1.09371078358564,-0.653328389800973,-0.886028041153813,-0.495415327987154,-0.348500909040806,2.0815322550406,0.0609945088553359,-0.528329594010233,0.680833647024993,-0.418083317102727,-0.745142382249127,2.40964220463546,1.58549416730692,-0.644233946599526,1.05096138419108,0.562701716623178,0.865307721106838,0.453725844002606,-0.453817726294632,-0.919253270030313,0.28188951709183,-0.835494800859044,1.23608297934474,-0.0630545169238703
