"","SAR_RS01360","SAR_RS01395","SAR_RS01470","SAR_RS02020","SAR_RS02285","SAR_RS02440","SAR_RS02445","SAR_RS02450","SAR_RS02505","SAR_RS02605","SAR_RS02610","SAR_RS02725","SAR_RS14925","SAR_RS02930","SAR_RS03495","SAR_RS06070","SAR_RS07155","SAR_RS07465","SAR_RS07620","SAR_RS15200","SAR_RS15205","SAR_RS09715","SAR_RS15275","SAR_RS09795","SAR_RS09800","SAR_RS09805","SAR_RS09810","SAR_RS09815","SAR_RS10435","SAR_RS12930"
"MRSA_As_1 (GE) - TPM",0.549926925694089,0.640550054663478,0.465832010424773,-0.398168498043559,-0.0762254273601939,-0.0734446473208448,1.23726857291588,0.498564775341105,0.980183681646811,0.742496254997445,0.610014098107029,0.816781999769793,0.205953078205839,-0.381118212746628,0.259037290867926,-0.0568968717993697,-0.379446393231831,0.837063771080035,1.36702822412725,0.651539246938512,-0.0552035439426301,0.393587072284327,1.03112580957034,0.570154149547088,1.09272401695734,1.10133910993207,1.16980564818415,1.35709655989,0.514548425424585,0.119508269486855
"MRSA_As_2 (GE) - TPM",-0.100486773380426,0.356006024550431,0.849720934606658,-0.39494515614653,-0.271964581158559,0.242359151945931,0.877466534713265,0.10711120755775,0.368498062316908,1.00900801105902,0.303090411120333,0.975228104178012,-0.478806453555602,-0.325469416966287,0.55735740229645,-0.672621579097863,0.031934785034683,0.963500080072422,1.38509616970513,0.279366691223259,-0.333642494812085,0.171103799814186,1.27161713752038,0.963453506656469,1.30748536724799,1.10936685107797,1.20601623835451,1.43608142265876,0.363937859921291,0.316241418292394
"MRSA_As_3 (GE) - TPM",-0.364597797237058,0.276368004439271,0.5118226512508,-0.220385837375817,0.242754639144182,-0.27173286794455,0.487868021902601,0.588462571213573,0.954411649943436,0.58745039125154,1.19688491327539,1.34212973474243,0.363058497647889,-0.376042721910341,0.276573004567237,-0.645799925188238,0.0803000204768231,0.962189439976925,1.7825366205172,1.35454612687018,-0.674843412652279,-0.164051583663404,0.400898127675764,1.03155305296914,1.17319201933104,1.3674345262704,1.61020298317643,1.36964591907669,0.880270363656096,-0.00492629491377412
"MRSA_Bs_1 (GE) - TPM",0.766050409569032,0.428254049977454,-0.0138606454149122,-0.528652005248473,-0.201448365371906,-0.280675467341269,-0.357892499615559,-0.16338522600982,1.2796012787834,0.371700010423793,0.518193439367886,0.111002737270534,-0.274599523641595,0.695899192205975,0.424342861859749,0.238643085706815,0.45642130860717,0.114740121774948,1.01627760116843,0.193602178229609,-0.455836432555599,0.377949447177021,-0.0394132437443395,0.710672923607451,0.424978379694409,0.439056895641381,0.0684432505146242,0.168986428578381,0.070051198508607,0.305029149684522
"MRSA_Bs_2 (GE) - TPM",1.19177314735131,0.563388906591673,-0.590081792279074,-0.411538598377454,-0.278968529655932,-0.179784467449412,-0.22896513632649,-0.302427913207436,1.11117266148322,-0.160222452714715,-0.184420587484666,0.365732313639576,-0.478806453555602,1.95955700212084,0.271385486809771,0.137851163871959,0.825886534018969,0.728686412096226,0.807662387598572,0.454646302464444,-0.528454525853654,1.18699073784866,0.12599778215344,0.725199005091832,0.385919190711794,0.516830762214561,0.120937449052491,-0.140421641965997,0.604886217156271,0.304839060245505
"MRSA_Bs_3 (GE) - TPM",0.985985411697548,0.436346693154515,1.02266838499712,-0.467535097458291,-0.253201682302128,-0.255467789599191,-0.122813071268685,0.257573009163266,1.11184641580176,-0.153237843310888,0.461932843882933,0.529121756714813,0.483053192726673,0.181981255570983,0.842012835106545,0.0310553896400489,0.84955775077536,0.789559005969928,1.19271993168835,0.456517163636195,0.31988590622014,0.684839917914333,0.565700944649907,0.87398171525926,0.964028648425795,0.752754439650336,0.334291407465335,0.249494766499708,0.530179997302777,0.495414269010926
"MRSA_Ctrl_1 (GE) - TPM",-0.241215528089968,-0.249301583727742,-0.848080328939551,-0.549440587730763,-0.300619473201853,-0.385291022574778,0.131433502963939,0.294155841939254,0.326857198484486,-0.391015782323316,0.146728019113888,-0.154245348094722,-0.478806453555602,-0.548218527778693,-0.682466707173083,-0.188036125455656,-0.296684705911134,-0.0761415504562893,-0.510461418544575,-1.13784830042199,-0.674843412652279,0.337739718775888,-0.221201073641819,-0.54326354374961,-0.365082774632322,-0.351599193887658,-0.334892764275912,-0.628709943956292,0.411159987677866,-0.835007992180744
"MRSA_Ctrl_2 (GE) - TPM",0.699080756182671,-0.101379248114469,0.76010562491601,-0.579546237881316,-0.518322395005777,0.307995292462371,0.666943753273382,0.630690197838809,0.866664207026304,-0.0928347227135514,-0.0374372090417057,-0.361842948494269,-0.478806453555602,-0.483914799024513,-0.291763292389195,0.346627272680252,-0.0079987838341407,-0.583926454407085,-0.325222919941069,-0.354884986839685,-0.125745420752244,-0.635758837054786,-0.31824415604811,-0.391179975392854,-0.363981423524577,-0.374631178156252,-0.374056388666459,-0.404026957009692,-0.0205708096104511,-0.453957067763873
"MRSA_Ctrl_3 (GE) - TPM",0.205333865723764,-0.211157945123508,0.210232121268692,-0.343828513071357,-0.28654547892785,0.637739307554456,0.797964464582682,0.801945739394338,0.293514481830505,-0.0406914195114605,0.267555609968543,-0.0379615330302322,-0.275904381611794,-0.442583279988208,-0.336992591739053,-0.216296394048701,0.283827550487913,-0.316654299716451,-0.318233150508639,-0.679528279243629,0.467596233005968,-0.315872215579358,-0.242393679878658,-0.42584602893097,-0.239835183247749,-0.487757349055805,-0.51257883220544,-0.517357852993212,0.342300398537154,-0.0970563870540687
"MRSA_Li_1 (GE) - TPM",1.38838477826771,1.67707849979751,1.43486374099517,2.74498793789588,1.39701902347164,0.837204943192117,0.933989787214441,1.2137803085827,0.445536867181663,1.44535631556463,1.04691934801329,1.3584194335635,1.0144080037905,2.79134969976249,0.951339773519487,2.22251214602658,2.50628423833381,0.651691074915432,1.02704260157418,1.81426724937997,3.07852290628443,1.92278925436776,2.27210887966547,2.15802780903302,1.83594067814453,1.82370242518593,0.930517019120685,1.40612692671262,0.973763585843609,1.07753978964201
"MRSA_Li_2 (GE) - TPM",1.48403128901507,1.6289929319222,1.34987500745723,2.93924598653286,0.838073017282767,1.86952279143374,0.757805200453834,1.2338516948618,0.49731263800779,0.92716579881764,0.913670323164428,1.62016618622933,4.27250984070393,3.21004466008976,1.57259976300501,2.1284555807013,1.93543490304021,1.26366474465549,1.41729997894493,2.71921306669717,1.38302392727371,3.06350223672697,3.42773911296125,2.63540744140122,2.43823843670776,2.16309840890313,1.93402124652771,1.04179198040883,1.75928272237842,0.823523010474055
"MRSA_Li_3 (GE) - TPM",1.49628900109796,1.83617629546598,1.86167407453526,2.5796306463376,1.82174515229151,1.67308055286019,1.13308462122526,1.59440456105303,1.00999875994779,1.86072855174573,1.89536982250387,1.92231304847754,0.561116895066657,2.62847987437981,1.78938176143675,2.06350316232416,2.29410253105618,1.03883407755849,1.13031432557129,1.86081124602633,3.92573845324318,1.64466193375324,1.80845691569837,2.18234953578227,1.70765884073244,1.77321990693025,1.43488471913478,1.15134956950795,0.837909535393002,1.56396510308892
"MRSA_Mig_1 (GE) - TPM",-1.19974125899846,-1.32702842863969,-1.6985643596295,-0.978624618058798,-1.30010775106939,-0.611489844917598,-0.690255756976093,-0.73496246683817,-1.36013924018114,-0.827610044848601,-1.19377085023605,-1.30617012927973,-0.234067083966854,0.0241637811088082,-1.26277728359453,-0.890997017383582,-0.0230176992463882,-1.14220678348679,-1.23449906537397,-0.371914206503435,-0.674843412652279,0.616728554470071,-0.837937529874517,-0.830379043514249,-1.00740228545884,-1.00995104271011,-1.02559587583204,-1.01094571987666,-1.7693111250309,-1.54350163023727
"MRSA_Mig_2 (GE) - TPM",-1.36972908171775,-1.54875673504612,-0.878978217899641,-0.930035382821678,-1.31356896296178,-0.843842499012953,-0.881439563590521,-0.95649445057714,-1.78484403400889,-1.38506999979884,-1.21200283807311,-1.35437092326973,-0.478806453555602,-0.0356034544546635,-1.67732416805491,-0.803691888920431,-0.54575738208516,-1.28157778318806,-1.31603451230653,-1.07543643684296,-0.674843412652279,0.422817168358297,-0.521820122837768,-0.960427174526539,-1.12324409670919,-1.01375431042072,-1.08848034056991,-0.918767856450556,-1.7825764998787,-1.64560401737865
"MRSA_Mig_3 (GE) - TPM",-1.1673407322079,-1.59365565497282,-1.18560585989837,-0.757231555809868,-1.26320132192346,-0.992038262234317,-0.818209626838876,-0.727597969960597,-1.84374420453892,-1.49263957411454,-1.52796099615008,-1.3114619768688,-0.478806453555602,0.0941001651617033,-1.74536330068378,-0.833373695914362,-0.0359730134057206,-1.32513354650834,-1.45454343771303,-0.463484530721208,-0.674843412652279,-0.0988933889564096,-0.693189120088413,-0.861331778586497,-0.958229792030381,-1.06286777105513,-1.11465788433683,-1.04539146386415,-1.74974232969982,-1.55278157331932
"MRSA_Nd_1 (GE) - TPM",-1.33223753297931,0.24658216211145,-1.16730922783032,-0.4797024083612,-0.456159874037713,-0.387357478114199,-1.14371681325404,-1.1920542464462,-1.63333760867152,-0.814628281444514,-0.99416747818266,-0.998979587621197,-0.478806453555602,-0.661672877237736,-1.38071387827277,-0.0285794492783318,-1.17671792293733,-1.8137379952388,-1.36185340569263,-1.09411271616915,-0.337175016712628,-0.899740640958056,-0.895337127791849,-0.982193828256072,-0.944402124183197,-1.04268405480202,-1.0883823222928,-0.884193471060274,-0.876111459341513,-0.792292126343223
"MRSA_Nd_2 (GE) - TPM",-1.49235918660804,-0.0206674407546264,-0.0491632092703951,-0.634856964435241,-1.11638326145849,-0.431427441020372,-0.879515783946156,-1.25728283791531,-1.43863776060819,-1.16116514144167,-0.868160947296124,-1.09715021318079,-0.478806453555602,-0.633885957172805,-1.78231150503191,-0.409882624749923,-1.36131116900211,-2.05562044809084,-1.36126292762966,-0.844880612278598,-0.196264461285269,-1.02600045600426,-0.830707451986257,-0.998818376705339,-0.946198731801899,-1.07092242082712,-1.10512385819918,-1.00649616375091,-1.01426295855113,-0.779200405684508
"MRSA_Nd_3 (GE) - TPM",-1.24101869689,-0.195659628328995,-0.949426422098343,-0.657028024316314,-0.370887985286896,0.569224931420131,-0.954536064949435,-1.16988740079556,-1.61478201640403,-0.710871617461884,-1.13515265726514,-0.884022659827397,-0.478806453555602,-0.599232697797623,-1.3767306023051,-0.289658747865128,-0.58946618279922,-1.9320258686422,-1.33220482549036,-0.430527728956289,0.00809222199587621,-0.640120511418645,-0.585099644272105,-0.799509057741045,-0.971157735833202,-1.01935212355185,-1.00855212711857,-0.722677767451704,-1.02341437366022,-0.765127683099587
"MRSA_Ns_1 (GE) - TPM",-1.15027836439845,-1.64138327399886,-1.29615599986631,-0.852759397671087,-0.553096164670769,-1.61251057501424,-1.24173245153863,-1.25617026510925,-1.21992795225396,-1.63254388716511,-0.854000811054238,-1.38584603370301,-0.478806453555602,-0.63666944037049,-1.35667803919294,-1.39885285383254,-1.27951268098541,-1.3024444322729,-1.16138130200719,-1.09612525822851,-0.674843412652279,-1.16948003265112,-0.921673553612381,-1.04066664381638,-1.05047604508819,-1.04021129020102,-1.05880172447798,-1.17498133612403,-0.987053090949591,-1.62764525898143
"MRSA_Ns_2 (GE) - TPM",-0.8450785044957,-1.77735959635044,-1.18645831404024,-0.532609145933922,-0.246636187969643,-1.96110178144581,-1.68978305637507,-1.5580115575124,-1.27543238003272,-1.41747864600591,-1.59039655125582,-1.5406867647012,-0.478806453555602,-0.634581688987045,-0.895707586725356,-1.80168944222812,-1.71044123266069,-1.03277084825394,-1.2928379304102,-0.933137891802168,-0.674843412652279,-1.38725777994658,-1.11323283217173,-0.973680148988141,-1.05779219327005,-1.07554004111978,-1.10586831079691,-1.23496302578711,-1.2515243280246,-1.72164931574138
"MRSA_Ns_3 (GE) - TPM",-1.06590115513812,-1.72547942750612,-1.11053810178887,-0.467405845506821,-0.277830365145664,-1.70265828525219,-1.79834337555557,-1.69123156890126,-1.27845132560958,-1.39260941877691,-1.26948225027418,-1.49664698871355,-0.478806453555602,-0.658206063925677,-1.05371378215381,-1.53465692729691,-0.754268479170804,-0.673447524158851,-1.23946992672049,-1.02185333497481,-0.674843412652279,-1.42761731835762,-0.592353362457956,-1.05474653333775,-1.0757397629169,-1.04409907933136,-1.09376987927987,-1.24808240788846,-1.26578033533634,-1.67111154345191
"MRSA_Oss_1 (GE) - TPM",-0.687562100919566,-0.578464483837988,-0.624616060012223,-0.873771518196043,0.0745740590518624,-0.215368085023953,0.00100575586235474,0.0927007383344451,-0.315253418898451,-0.524771484912523,-0.293632340206069,-0.0932666979676097,-0.478806453555602,-0.519023776241081,-0.156822015748731,-0.952841024390426,-0.733711182974967,0.0351688850861277,-0.250748144326982,-0.898711964066724,0.217741694240141,-0.436988366511785,-0.721968204076535,-0.798763302942131,-0.690474395211643,-0.730851932263783,-0.574138962352039,-0.656619392830166,0.391281970778707,-0.496406089964195
"MRSA_Oss_2 (GE) - TPM",-1.4270996194991,-0.833648185675537,-0.701491567526755,-0.541323339451096,-0.398775928496528,1.43312632986627,0.150872014340383,-0.321416032910425,-0.572601799553252,-0.748910856586731,-1.39287424529843,-0.0568338813395042,-0.478806453555602,-0.519491580451408,-0.164386464550445,-0.570205184428369,-0.729867669420378,-0.316958844493808,0.325458821974282,2.47206099711267,-0.674843412652279,-1.08036624016684,-0.26393747093813,-0.43100311761367,-0.776510050219127,-0.450719552153608,-0.718910476546959,-0.699773633327394,0.357449896056957,-0.26315206861646
"MRSA_Oss_3 (GE) - TPM",-0.72298424939647,-0.633516410560267,0.802987343502144,-0.587975691180558,-1.06095006435875,-0.127609473486596,0.650659959909259,0.607256282816977,-0.137159419094168,0.186812413553,-0.696369315825701,-0.219855570098485,-0.478806453555602,-0.497014286572451,-0.598567393462354,-1.10742828500798,0.798615156107762,0.708943928270805,0.265516154486433,-0.820348096020071,-0.674843412652279,-1.27709782145232,-0.847753419985238,-0.531424352387105,-0.672622201042447,-0.692353489143054,-0.649405598752942,-0.799500166506154,-0.103349987906768,0.251170925525886
"MRSA_Oxs_1 (GE) - TPM",0.799864458592849,0.817298540858361,-0.911108357048138,0.263028858851196,0.396772823540386,0.325649611118523,0.705615742834714,0.819743762348201,0.861550292663871,1.3922210662641,0.880536933909629,1.35357498717462,-0.0904176572771793,-0.0975254543710675,0.673092765648613,0.564884656393291,1.28077909826548,1.61292180299509,0.703472209637418,0.230751874475434,0.418567697083481,-0.317424366227838,0.677786501131785,0.913268572721861,0.657050113276945,0.838964714223416,0.964294107984351,1.25085985140773,0.302579894403945,1.09651383589443
"MRSA_Oxs_2 (GE) - TPM",1.19591233980122,0.65465479757033,0.610995709979596,0.37362094574983,0.61536716277903,0.456357362549011,1.19841030266507,1.24566940701769,1.32356771409453,1.68577350950832,1.20272875282018,1.51624632780525,1.53244420392407,-0.229157244903546,1.23374454553166,0.322376772544031,1.02543277212716,0.859811268596906,0.843097662900968,0.373289223256315,-0.233635275833557,-1.0635467379454,0.420803073474996,0.663476271478982,1.06422528167338,1.09103878986479,1.41548182853197,1.39909905274669,1.24297948258044,0.823550875242338
"MRSA_Oxs_3 (GE) - TPM",1.17829291853986,0.0560481420199521,0.494813246267055,0.141580293272899,1.17667145669152,0.231727463263401,0.868759632661019,0.985693881851331,0.873192081882773,1.45624338148667,1.95660212876139,1.27013797610749,2.67701281492181,-0.0237660441372066,1.26000741470963,0.774447094240764,0.372835889238425,1.65061071243735,0.91775230097474,-0.158857854012128,0.171291496872149,-0.0974372801369891,0.751796205747101,0.606008486529866,0.754322436155149,0.724900195758838,1.12612011531651,0.95719053714699,1.02698298180777,0.943621491749909
"MRSA_Sp_1 (GE) - TPM",0.132863617130089,1.38200274306315,0.696936322609755,0.909893139427622,-0.908138361721389,-1.20977819767686,-1.66569801326976,-1.41624321526873,0.399132257507367,0.00316534671702956,0.275273304050995,-0.526893974030426,-0.478806453555602,-0.388540701309122,0.168608332506737,-0.814358728224184,-1.17142311044228,0.493478656970342,-0.731721921139231,-0.127499504906017,-0.30540698420331,-0.490989935871709,-0.781220793971036,-0.918401495616214,-0.950159436549781,-1.01181339853161,-0.901993707793764,-0.907844641235477,-1.05243208510975,0.135079622240738
"MRSA_Sp_2 (GE) - TPM",-0.422120635829851,1.04012773006377,0.381874129671784,0.930548873868106,-1.15654659272977,-1.23886853583121,-1.45659021126257,-1.5160730953766,1.03397331297084,0.0458729150426127,0.153317765142826,-0.552374989136234,-0.478806453555602,-0.388642023222285,-0.326698365644165,-0.447678856022393,-0.602840665442485,0.0970671029407773,-0.736973190649614,-0.86492221104785,-0.674843412652279,-0.577823160471274,-0.789022508982323,-0.899459084071396,-1.00259928627078,-0.992747375389142,-0.999204766016933,-0.942929366932675,-1.26118579523036,0.445853599744591
"MRSA_Sp_3 (GE) - TPM",0.0920758744736581,0.186694760334209,1.54191899544637,1.03217656343407,-1.49381458059472,-1.07464790098122,-1.73251804171305,-1.50550057028038,0.136566211274162,-0.38041032126265,-0.202282492587919,-0.312306455053627,-0.478806453555602,-0.429490162060236,0.493866489457222,-0.633766263664231,-0.451934667313104,0.188016333310839,-0.751876177783871,-0.47715280400108,-0.409438794847068,-0.917387929528903,-1.01373961489132,-0.993811643081899,-0.996408317727537,-0.972524698604277,-1.05382378704635,-0.985432839647331,-1.08447184423642,0.360350013974975
"MRSA_Tm_1 (GE) - TPM",-0.00118536527261199,-0.498611017577718,-1.05332672763027,-0.425282511294116,0.512796723747953,2.14143851386537,0.972692921101487,0.581567816832586,-0.234654061570105,-0.776495508747833,-0.449486999384344,-0.486190860954,-0.478806453555602,-0.381849370306972,0.691503686762141,1.34489656394722,-0.672022492377379,0.145338281158905,0.0840957003775759,-0.20617728096992,0.274115926162321,-0.091757911854871,-0.561540192158306,-0.0706833472577426,0.126801634656977,0.0396391041787625,0.453787839594746,0.264035708103934,0.448721663613809,0.23776597871185
"MRSA_Tm_2 (GE) - TPM",-0.509756725690095,-0.881908256422354,-0.291774665591659,-0.469221321204207,0.5859956146798,1.50818885259881,1.40583414474586,0.991536588207553,-0.373339162280057,-0.55148973683432,-0.848389738500652,-0.448725988777927,0.446711118160203,-0.369598149660639,0.441848747177829,0.870035994387866,-1.16735715860161,-0.454741139642317,-0.151817072702221,-0.339656978367238,-0.488731821651972,0.973190959497826,-0.542369992121833,-0.276641835629413,-0.122674509005508,-0.180389619289796,-0.0208425056299576,0.133949942573873,0.391762375965592,0.308548273804674
"MRSA_Tm_3 (GE) - TPM",-0.285510636803581,-0.790709316301715,-0.56738505417435,-0.320336974922577,0.385651903527706,0.933303272916717,0.850864038916104,0.474417288194738,0.172690992878348,-0.222600526342273,-0.47332776763908,-0.287402740751233,-0.478806453555602,-0.400794289203642,0.719639050839551,0.50344716728697,-0.0276780470695077,-0.400519678486388,-0.0813998932694114,0.19550224254874,-0.674843412652279,0.533479292303358,-0.182907928684985,-0.169068478134468,-0.24880207301095,-0.220326847182669,0.103514919627682,-0.227064970173965,1.00798360797388,-0.0590745459364068
"MRSA_Vic_1 (GE) - TPM",1.0665443004386,0.724660526604022,2.09216026481498,0.674555447371416,2.64139593937895,0.589149864183712,0.855057677467176,0.968166151346667,0.728719660935967,1.30850365034184,1.27275128788691,0.681685682449411,-0.147537020426903,-0.32014261256153,1.43081996740537,0.922486788678716,0.0633260363388764,0.959442636464626,0.653952059345145,0.516289344757022,0.302172281560887,0.254423067473123,0.478912806513391,0.354630186341324,0.735288752955666,0.922858576546844,1.41191004353083,1.54540888305082,1.71859641798514,1.44565246332622
"MRSA_Vic_2 (GE) - TPM",1.50085908540937,0.871649120749502,0.323701791668844,0.319103323704203,1.8672527604476,0.398610154145227,0.502250197248993,0.834739356168158,-0.1566764453017,0.763192882842996,1.30774642645955,0.653815462593495,-0.478806453555602,-0.324670105838523,0.638514628356719,1.12533625706491,0.305407586867143,0.539451794679035,0.536884212217265,-0.385465292126658,0.209404988090183,0.583251926203763,0.234670179403122,0.358857801181737,0.453896430327699,0.646733450288586,0.903928256523685,1.16265823076978,0.672398516063498,2.12285446303649
"MRSA_Vic_3 (GE) - TPM",0.89293576656763,0.785806649001712,-0.288257443473326,0.493833214051395,1.54732305937427,-0.299583773134419,0.476162619482808,0.946707637045295,0.46399040234473,1.09160676670188,0.814000648206895,0.396880514177879,-0.478806453555602,-0.278670691199944,0.39334116885774,0.700752789301861,0.607284478135681,0.067727066032365,0.156334259400516,0.210123314884259,0.791501992244885,0.948557427789347,0.0494495480503082,0.204258332677956,0.442042190735364,0.534158611009497,0.640923039550369,1.26240483969945,0.392759923537124,1.13147238748952
