"","SAS_RS00005","SAS_RS00040","SAS_RS00355","SAS_RS14320","SAS_RS00640","SAS_RS00655","SAS_RS00665","SAS_RS00670","SAS_RS00705","SAS_RS00770","SAS_RS00825","SAS_RS00830","SAS_RS00920","SAS_RS00925","SAS_RS01070","SAS_RS01075","SAS_RS01090","SAS_RS01130","SAS_RS01170","SAS_RS01175","SAS_RS01180","SAS_RS01200","SAS_RS01205","SAS_RS01530","SAS_RS01625","SAS_RS01630","SAS_RS01635","SAS_RS01645","SAS_RS01715","SAS_RS01735","SAS_RS01870","SAS_RS02070","SAS_RS02205","SAS_RS02220","SAS_RS02310","SAS_RS02830","SAS_RS02985","SAS_RS03045","SAS_RS03055","SAS_RS03280","SAS_RS03385","SAS_RS03415","SAS_RS03455","SAS_RS03905","SAS_RS03910","SAS_RS04025","SAS_RS04120","SAS_RS04145","SAS_RS04150","SAS_RS04285","SAS_RS04415","SAS_RS04425","SAS_RS04430","SAS_RS14545","SAS_RS05730","SAS_RS05735","SAS_RS05740","SAS_RS05915","SAS_RS05920","SAS_RS06295","SAS_RS06555","SAS_RS06565","SAS_RS06665","SAS_RS06735","SAS_RS06740","SAS_RS06910","SAS_RS07130","SAS_RS07135","SAS_RS07140","SAS_RS07180","SAS_RS07185","SAS_RS07525","SAS_RS07545","SAS_RS07555","SAS_RS07650","SAS_RS07735","SAS_RS07740","SAS_RS07745","SAS_RS07910","SAS_RS07980","SAS_RS08455","SAS_RS08605","SAS_RS08685","SAS_RS08695","SAS_RS08840","SAS_RS08845","SAS_RS08915","SAS_RS09030","SAS_RS09410","SAS_RS09480","SAS_RS10445","SAS_RS10515","SAS_RS10885","SAS_RS10910","SAS_RS10955","SAS_RS10960","SAS_RS10965","SAS_RS10970","SAS_RS11025","SAS_RS11075","SAS_RS11205","SAS_RS12015","SAS_RS12060","SAS_RS12070","SAS_RS12615","SAS_RS12635","SAS_RS12640","SAS_RS12665","SAS_RS12800","SAS_RS13050","SAS_RS13180","SAS_RS13280","SAS_RS13335","SAS_RS13710","SAS_RS14050","SAS_RS14170"
"MSSA_Oss_3 (GE) - TPM",-1.00283673697559,-0.741029586729966,-0.992016418204507,-0.571193728557154,-0.0725246575613475,-0.547418350694066,1.15559374613733,0.462123547387506,-0.0182270135682561,-0.936328725377947,-0.18234819775454,-0.497901876005917,-0.532177476388044,-1.21554458098826,-0.410741634988438,-0.353991429481934,-0.0345329015833704,-0.721515854830697,-0.521837527194888,-0.511987323620042,-0.515636881581533,-0.0735499379788754,0.129525463537404,-0.493638113505126,-0.654744496941623,-0.462825343548126,-0.369732591490886,0.0692269362704038,-0.392557198811381,-0.0429340840849851,-1.01181953652114,-1.12921684275281,-0.435966979424212,-0.731761147665349,-1.16517983166576,-0.267546130446267,-0.781327187054993,-0.702764940434904,0.195145967243692,-0.71968281805465,-0.636805315040351,-0.703918428521803,0.249365240028758,-0.159505043821544,-0.0123796326200561,-0.763125236957466,-1.44088162936562,0.0135536989827094,0.11213571798509,0.128956448156685,-0.626921868557124,-0.438609825974709,-0.264785910439144,-1.32087560854426,-0.411049794054922,0.278375201255622,0.10651810203863,-0.1716605903961,-0.130288758361716,-0.0886587617569309,-0.317532987440222,-0.386182554532513,-0.620293851109975,-0.528236370256158,-1.59380750300795,-0.589919264318939,-0.607049713662968,-0.490801152998093,-0.204698574866732,-0.173783645785573,-0.317502687424326,-0.257918024452792,0.402906861563283,-0.237021332325951,1.76150921811882,0.989087870489825,0.852309968860407,1.59942079424936,-0.216483289071853,-1.0885164579232,-0.775918585414131,-0.247083321245762,-0.117608632592772,-0.0388343542638414,-0.431462699270927,-0.568905058387314,-0.662426544313339,0.524991492839651,-1.0549000415459,-0.221487840816299,1.32308300839863,-0.62365498211137,-0.510814983727248,0.962847902065786,-0.0767605415634202,0.0554816440260512,0.0118254981661106,-0.271671423280962,0.505896275604112,-0.440811952411402,-0.290151149238159,-1.48483098511289,0.276263508449705,-0.357421628131814,-0.536802135770672,-0.4474496615871,-0.426938097624258,-0.673450928687295,-0.339074116626194,-0.198816481506447,-0.578550793491445,-0.293878002539418,0.232698656993938,-0.802236580011432,0.72466683921611,-0.320976235063846
"MSSA_Oxs_1 (GE) - TPM",0.634825135690544,-0.623126761532172,-0.257066670754009,-0.468575098249171,-0.636232156477154,-0.662700704755297,0.658698975069773,-1.48751871829839,-1.21838296027967,-0.421338868478242,0.345434376347449,0.240025465248151,-0.685155802075657,-0.103109275603172,-0.453777205415017,-0.452849988153242,0.116287367606243,0.0308662489843739,-0.574508778800384,-0.551557930269851,-0.66888938591551,0.308933982691654,0.668318280033541,-0.417125258677281,-0.126391209950099,-0.474622697303928,-0.294735985565941,-1.30278349602599,-0.535185301234875,-0.527104039533316,-0.13173858144459,-0.673015734373498,0.8078467715672,-0.346927207374765,0.32457484648092,-0.946639483954437,-1.17117023506829,-0.872966992646832,-0.0464098404653167,0.0983457964439023,-0.52257157646205,-0.839021246714196,-0.863354478032675,-0.663319035739889,-0.218987943861041,-0.898338079873067,0.0604323022430089,0.203787101524883,-0.0459197551683002,-0.356693005732242,-0.506698203942676,-0.523578884837152,-0.553846163088223,1.53357703663039,-0.88969546671908,-1.01957214729785,-0.879361096564066,-0.89275035931183,-0.88368626955549,-0.8670055921825,0.0935907459189295,-0.923753454363093,-0.875009792140196,-0.0879090821204279,-0.266619484864928,-1.09496102927141,-0.283556191072113,-0.446532969536468,0.0304692031549489,-0.508640141519486,-0.583695235589942,-0.905599686551255,2.10020753646582,-0.669228571060133,0.41623944512396,-0.282389449286039,-0.414417518771845,-0.143846330664998,-0.616429555562107,-0.78734883640555,-0.307092060625221,-0.625000111342199,-0.585872193789965,-0.71419558904975,-0.581175816096014,-0.546577710591857,-0.775540512364306,-0.79976979346893,-1.04332176099866,-0.491063903077467,-1.23961235934815,-0.682524491620663,-0.784933654862227,-0.404043122978488,-0.861735252484333,-0.411003014822669,-0.752433299006131,-0.383901652320936,-0.208618956448174,-0.633829874087586,0.0663088097042191,-0.270519608794616,-0.817600636614269,-0.812133791691712,1.30550950428882,-1.06813758956321,-0.823581842399193,0.118902668656923,-0.239381310256342,0.0845557948503936,-0.646388802160088,-0.566136930846052,0.698404599955433,1.20749918201788,-0.882306331991387,-0.648386662331611
"MSSA_Oxs_2 (GE) - TPM",0.0616961960126586,-0.599095890965912,-0.700686675126592,-0.6546546568359,-0.0399621596072824,-1.40526816797348,-0.55678143967783,-0.745514907857688,-0.517471203811649,-0.57566795221489,-0.42392504557513,-0.270805267063585,-1.31374179405393,-0.262038689430975,-0.401627718181948,-0.398792374200528,-0.0212893893749416,-0.127394647725162,-0.659325612564409,-0.611989493439107,-0.679252329940726,-0.54821431749676,-0.212200296606722,-0.685617624319651,-0.44772953396855,-0.589144350867192,-0.788563307990992,-0.263462326725297,-0.551232227769388,-1.35561562081945,-0.425574347254509,-0.522859920642223,0.713972849608499,-0.339571596070308,-0.0745183765671783,-1.14295893593128,-0.961313598247295,-0.325370873807404,-0.506863051489537,0.214233247282688,-1.00301997623178,-0.83883416166649,-0.763362528853282,-0.728041423072002,-0.0584316141668843,-0.999274940462504,-0.459302170368819,0.0436030165951648,0.0915176935066656,-0.292017573291514,-0.242028798256367,-0.504063666458041,-0.497634516941118,-0.898493937969062,-0.828256739564203,-0.945492350523501,-0.880577142590078,-0.66932262573328,-0.880708850530762,-0.889400382395399,-0.498898875304051,-0.918715806341045,-0.431328088475198,0.0647195553839881,-0.406698317276543,-0.700211354665427,-0.812163989269857,-0.77370279965878,-0.737120479935057,-0.61352134483944,-0.583375274047996,-0.997857298885824,1.05786404258708,-1.0371609041833,-0.190240439812413,-0.157142054919574,-0.36164871099227,0.171068125212776,-0.486100123864714,-1.01774129131237,-0.463054465593175,-0.807716410549765,-0.819058398492816,-0.684218655337235,-0.389514929306901,-0.518810241641657,-0.865922479119486,-0.917681364233799,-0.586012012263189,-0.425726160392938,-1.27444248411029,-0.845799762853169,-0.790269965981312,-0.0197280220663835,-0.886227742332452,-0.765248911987317,-0.770085658041494,-0.587698774577821,-0.328557105650648,-0.636610946187783,-0.272459351762198,0.395017940847804,-0.776019587892537,-0.728290678407115,1.03538362318454,-1.22467698554239,-1.14979277232821,0.041505998951105,-0.232151633540128,0.334780066217972,-0.625316560562835,-0.56642552390501,0.903028886108221,-0.0113120381675754,-1.29867711656013,0.851616088252626
"MSSA_Oxs_3 (GE) - TPM",0.485896223013547,-0.493485991984708,-0.245776287611327,-0.602481209431808,-1.20456990728435,-1.43151771441721,-1.45997706312211,-0.241841650186335,-1.08886300453921,-0.48609060370253,0.107274494651873,0.0217495106313738,-0.8662183535177,-0.92180767372698,-0.44087169210883,-0.379663837213734,-0.380605121368822,-0.254322915353016,-0.616080636843649,-0.592610608335637,-0.608021189856668,-0.389300999655556,0.501011611434418,-0.943728013984788,-0.0929476097663095,-0.470894080636976,0.38401841409477,-1.09190888804061,-0.055096975522647,-1.35800267140053,-0.42420907359137,-0.430715713007339,0.0278620177170621,-0.211981630826708,-0.162878276181372,-0.804136894234747,-0.70152450704752,-0.211788469516732,-0.199553958984601,0.56740462608255,-0.93542079258239,-0.748668477774229,-0.647269684411744,-0.837182334589355,-0.183331050258537,-1.04400344070709,0.153699702076838,-0.217692036836344,-0.0655438641296458,-0.544248773345733,-0.450088387754667,-0.524735242948181,-0.57360265467862,-0.527820225633627,-0.839292761619078,-0.859446096184662,-0.953138820361833,-1.09897874272321,-0.863958377118935,-0.803511812271425,-0.31087793029188,-1.01072718002872,-0.433873157108589,0.0404466154328961,-0.0423215057274705,-1.04544349317339,-0.793632101057488,-0.842793703798033,-0.660440694407891,-0.566325872528698,-0.582677429504833,-0.992120359212358,1.09573727437604,-0.946253283690717,-0.451121246307736,-0.318921871028518,-0.0251338287970439,0.0819940289286864,-0.709134644001893,-1.34092384220031,-0.552783757074835,-1.02943388129771,-0.935150069091868,-0.663422257210445,-0.455024332255129,-0.558283913606418,-0.86331578532243,-0.796756109612486,-0.704079191060813,-0.535636960152966,-1.4040618642191,-0.945469652544996,-0.878490450511357,-0.1658405882253,-0.399217287231438,-0.513198141599455,-0.61070163598585,-0.750041250156609,-0.282523361235317,-0.683261530338513,-0.320820348937736,1.20445368795472,-0.920590521923469,-0.741538035333861,0.77063930220774,-0.761960796949376,-0.905232262060304,-0.16441402417026,-0.447805795275054,-0.00696192698757582,-0.612513387330934,-0.598080675988432,0.553989769338627,0.525763897024138,-0.957747738654433,-0.0829406102662018
"MSSA_Sp_1 (GE) - TPM",0.869979329315953,1.16638339468722,1.64895664188877,1.94112634017401,2.88676927309151,1.35405555632114,0.938832025799911,-0.620346619681921,1.28756465551063,0.392302641392867,2.45352183753845,2.55410620406567,-0.529914052973983,1.98424854185357,0.434334872341758,0.332012704587507,-1.45692638773408,3.50536732384005,1.58367580561628,1.59506399347924,1.70989862780608,1.1666325266194,0.243828295989413,1.35278523050294,2.05932522850758,2.03169809093937,2.27154904201634,3.50675435166805,-0.0208515058223126,1.16244584321621,0.368803770180226,0.215386772405175,0.446392478203234,0.882644821988834,0.796011377773943,0.802246315773363,2.10467290322835,0.706544228426011,2.3951894202767,1.86541138393594,1.27271639104267,1.27361372971164,1.56567949479372,2.68069401795853,2.75667629868674,2.31107603174467,1.25296825050113,2.04448271645142,1.33607213501731,0.940684412030363,2.51727693433625,1.27062679632602,1.09860039431623,1.9248118345419,2.44886388522484,1.550011057694,1.25776410361067,1.53364663414396,0.98408431610562,1.80926177624368,1.49822870471736,1.66626578321945,0.647032833868609,1.33485847567302,0.797569013125586,1.65880705319632,1.74742055346153,1.01373026003527,1.13895617477414,2.3276212165687,2.62612973611656,2.53589560682662,-1.30956284473414,2.17621976443168,1.64883928122979,-1.7003664762318,-1.6401918831064,-1.55136344111402,1.4835507041906,1.08816361027762,2.66061163145657,0.981914319166875,2.5949589779018,1.57564136595457,2.28911782299962,2.20091726654253,0.423635057619,0.512951235418623,2.0182714677014,1.17171944910241,1.57487243446491,0.735835938020152,1.13727347093621,-0.781764130525145,1.2576762944816,1.45824927316649,1.2398746238761,1.07341665399726,-1.54751736959547,1.50093597325467,1.83077363049675,2.11555353711738,1.73496219483004,1.07392815766056,2.9724291885947,2.37572708800159,2.89540091500028,1.85618538216227,0.0512696070778104,0.250559311216752,1.1324640201278,1.20305686780568,1.82743458797754,1.56473397157942,0.866365181856754,-0.397431606826844
"MSSA_Sp_2 (GE) - TPM",0.751127911179018,0.797152180305872,1.21038832943358,2.86150234474533,1.29120140110291,1.83231493544228,0.325777910215506,2.91502772464202,0.503781841411465,2.10645943993608,1.78160532732267,2.98078060609463,1.42161889453463,0.135992064127709,3.62434607779185,3.03107442034451,-1.6980586844989,1.00885338769092,1.53668088932237,1.60006379931965,1.80862883192228,0.732768924221277,1.49407514280398,3.19584333845197,2.86695065307141,3.04112042847195,2.60340011275303,0.373010106102347,1.67208455977144,1.77277286899837,2.23068333042278,2.98447794373137,1.33417518106793,1.96691634679271,0.030127786964852,1.39549478310006,1.6924416395321,-0.978418099679526,1.33463262209932,1.48436706495713,2.74545046652505,1.84310809273394,2.18139697447927,2.38092259817887,1.16797692627593,2.72604687870994,0.803682368575121,2.65407054182815,2.07778977481898,0.0650648331808142,2.41104746151496,1.95863152485554,1.6134821395173,-0.0553102984211407,1.71073253266813,3.04289032285802,2.19032945747092,0.936587426541869,1.09942596410802,1.1496897748435,1.45040650589249,1.62592251201909,1.58813409697261,2.78190264684398,-0.240320304492989,2.03304088392954,2.98732994173431,1.83802692603239,1.95599921472204,2.77007928768256,2.4630139123887,1.75763836153866,-2.05824282334953,2.57132337541942,0.0851155096714859,-2.27204470691812,-2.22583562731676,-2.18572576055355,1.58041987928088,1.73922063022828,1.77540009489344,0.788476248406716,1.40003046272942,1.75382803130257,2.22303651914738,2.54353019577144,0.646697029033844,2.01598971000197,1.46168158328827,1.43065212484085,1.96871094252429,1.84227591639121,1.84711548339059,-0.556554675898744,2.01306040109681,1.66186875701886,2.22958264754061,2.42349281316544,-1.69963160881709,0.715464819879611,2.05788143318248,0.939803954708252,2.0268582507718,1.84349345974159,1.07887964914999,2.90303231161251,2.85598219048466,1.70383981100813,0.365081146086485,1.50185240333354,1.35591265672586,1.64211382637014,2.07069298470986,0.164448084606096,1.45195563861144,-0.444797778323948
"MSSA_Sp_3 (GE) - TPM",0.90526949210292,1.12210682128239,1.94697373425329,3.25513762079344,2.91325202593414,1.9727656426412,3.27386559580629,0.673578927038636,1.17721004880388,1.72521279433407,1.71211467116228,2.123230875636,0.0466331241146705,0.112436802971774,0.922732449898957,0.902096555405888,-1.54235730322972,3.23489388378812,1.86104289975253,1.61424051549433,2.03872308257059,1.57736228788837,0.697247471117296,2.2316791945921,2.2164855056107,1.79683516470552,2.3490255088198,0.995432411634135,1.80427886189647,1.37325731133586,1.89451704922818,1.00581619365354,-0.761836125019793,0.848793669968747,1.97174263430478,1.50207464216464,1.82893789570645,1.77353321357211,2.63776100302126,2.16181082990864,2.93463367663864,1.3564761316646,0.597770687597337,2.02681938254498,2.79893742534809,2.39862242090386,2.22646665965583,1.87086417088867,1.39210351658125,1.75616094366218,2.60623089187154,1.36864328841785,1.01081259785241,0.17527948724245,2.86129056209862,1.28605980168441,1.71678400070834,1.52177836689029,1.20825931690322,2.75077926132025,3.11124917264291,1.03740213645994,0.852608037187271,2.31667925283993,1.069130544717,0.783052213543376,1.81331346041324,1.7304616248479,1.60444388263359,2.35794615186427,2.73799086138515,2.91013717492753,-1.38516580619333,2.07645131792891,2.1019618327118,-1.75461752818036,-1.30532518221907,-1.65951771723175,1.22755515604521,2.01433571339352,2.24347958030279,0.728284647862062,2.34772780438668,1.749400791288,3.3443690234576,2.50338524846993,0.58511733306613,0.620422469630067,2.68932663368194,1.70582790095662,1.78173921609475,0.917689216856316,1.44170142455172,-0.893423216276797,1.32866843033858,1.69769645529969,1.38287292665949,1.82165241945994,-1.43556804965806,1.16157181485474,2.34465242039527,1.60884912213446,2.39280418390253,2.47566475317615,0.591744071270837,0.978270442897593,1.79173152855002,2.23156983319913,0.229425181133407,0.664069497817893,1.27066694476411,1.24604674957152,1.56968423959767,1.15404948866447,1.47943692134186,0.839486412266844
"MSSA_Tm_1 (GE) - TPM",0.604553720560747,-0.508358375920366,-0.0752094022705191,-0.476868171028006,-0.281763312599041,-0.446213121123422,0.264008995516887,0.540060713248084,1.74366372733913,-0.436557245094901,-0.458951965717152,-0.262126061412999,0.673132605431915,-0.777763113512224,-0.327686479141179,-0.505175864412666,1.79425966410452,-0.388405905943744,-0.262241332479828,-0.261776420466268,-0.210150995933884,0.283990457309921,0.336468236283547,-0.623910016111788,0.509710085173173,0.397293078428937,-0.356554397890942,0.490482346971362,0.360156447451528,-0.784285346757021,0.033980190824195,-0.712981638356306,-0.833254354147282,0.323643348160284,-0.310285534641404,-0.0670419316640209,-0.283880756567872,-0.0349395312894323,0.226446003288689,-0.107836870806388,0.481402102543646,-0.183157791767528,-0.6724192786593,-0.16965535404491,-0.432735737903507,0.166596314090586,-0.326447006412957,-0.843453102673354,-0.606126910719329,-0.491001844234768,0.0694237268215907,-0.218955275164543,-0.264881639163743,-0.338410889811883,0.360341915087933,-0.0710601549287501,-0.234981113235749,-0.182030732605382,-0.800531854816101,-0.0301379996852276,0.137482883341965,-0.0118691628938181,-0.891189582479068,-0.673966897356723,0.0629014990614058,-0.64775809483432,-0.24796531640637,0.419491798648047,0.328657941793713,0.0472017567209282,-0.08472044606958,0.378551658482952,0.46444951643635,0.498623886285166,-0.681410484037642,0.182893508432137,-0.241104675834433,0.254284739052981,-0.728071112874539,1.10676576301556,0.696085315609145,0.691718106127385,0.132197383103282,0.717969212256493,-0.536522383484353,-0.521740437867811,-0.157841861502901,-0.487639027395268,-0.0815727885992196,-0.613085418275374,-0.104650697781148,-0.23955549875284,-0.322148389519163,-0.595346876155566,-0.0864419833285516,-0.242984660726574,0.0941788882744227,-0.280370143736607,-0.127566565242192,-0.225601563217031,-0.0387913395869187,-0.6942360983717,0.572093086792948,-0.736356322370135,-0.595089266940518,0.450066629582662,0.446399313347347,-0.377347511522572,0.0209259019842932,-0.715684537269432,-0.0817775587511038,-0.146227823135977,-1.35026069363978,-0.54237529616483,0.148931475490494,-1.09154823781824
"MSSA_Tm_2 (GE) - TPM",0.178137446293499,-0.187649689018869,0.325960483742329,-0.152449140716955,0.0532086636157185,0.851330787623,1.01044510617411,0.95483990791661,2.0524397293709,-0.267681607888716,-0.282751802412525,-0.417670333980881,0.701041239965715,-0.833744188057315,-0.436456569689162,-0.488091495930723,0.978295055842711,-0.48541060144211,-0.332770017186468,-0.284712455305438,-0.200852790078228,0.0734872609386975,0.364556997275689,0.0557662240689858,-0.194197265082288,0.235975895983906,0.224558879465301,-0.138071542258926,0.750629090858405,1.41970299090578,0.0236778519831437,1.42495563599739,0.994393721591111,0.226814670146115,-0.424225306388362,-0.33623268141317,-0.168929164063006,0.830513417554563,0.201043185614279,0.203998587506034,0.0874945118113044,-0.147636361352725,-0.301141226727265,0.0225798580736514,-0.101947466938774,0.765874106094628,-0.394514005506403,-0.780916141062432,-0.252101889010797,-0.712030409238808,-0.165484802858837,-0.243669240738734,-0.221323115377277,-0.899818291984855,-0.29630808183262,0.116052677808676,-0.0428084831422666,0.225116148382582,-0.542949821057592,-0.301475452251077,-0.774404199077816,0.588406156202612,0.259251943088706,-0.259421742998439,-0.448651740541982,-0.182154598090943,0.106587822441769,-0.0235774483652342,-0.000568285199612849,-0.121141094452924,-0.216084739872372,0.232575258605157,1.14906932301819,0.112759690045814,-0.206558376020067,-0.179764933510819,0.281855771225545,0.555355913183804,-0.109913543734617,-0.407443212902723,-0.186316336716234,0.732750025005436,-0.0621057130714048,0.519777022708088,-0.446850995292449,-0.486704119858121,0.0812988792788107,-0.776011976831589,-1.15199685904153,-0.413228992812624,0.275355412589829,0.0540199226299471,-0.276432637472636,-0.328821091878804,-0.038819727394599,-0.659857015938425,-0.0433962465050136,-0.266117660454301,-0.29587253838839,-0.305441513752217,-0.0672155032240123,-1.10471600603044,-0.83760375809282,-0.600779807111872,-0.956743573886564,0.580424621207935,-0.0119528464023372,-0.53113887024104,-0.327989979087089,-0.767667286471634,0.00649687337470359,-0.201629131750466,-0.785105509209503,-1.34709937989096,0.0436062784368473,0.0157891018018844
"MSSA_Tm_3 (GE) - TPM",0.159988904898486,-0.14185138678965,0.720218202835665,-0.672686119352566,-0.0250988078441151,-0.221924145471508,0.518885895134053,0.774213279309153,0.849043890727689,-0.564111303981539,-0.489740739649255,-0.403075933678301,0.747869884339299,-0.137643826367463,-0.246772128849163,-0.29247231747551,0.670440353292904,-0.396030154629576,-0.424435318589616,-0.213637009757849,-0.1962273297059,0.0358947590747603,0.0203125242600704,0.0429941536677008,-0.219079620835572,0.0733116792311487,-0.478307113362354,1.29998790157921,0.395885827909674,0.917155184188141,-0.244577948599953,-0.378696083915907,0.521345697519354,0.122491270893627,-0.232253631415256,-0.406115194808794,-0.670803033564017,0.732951197348931,0.119120460927888,0.159777537054932,0.0661779364382513,-0.303829125669939,-0.807491770514602,-0.796229504463016,-0.293788840459133,0.561110957771107,-0.0301097779725167,-0.973596953681213,-0.467781058723643,-0.546342743441575,-0.440725825076995,-0.207049333554183,-0.214523571651035,0.473092341642485,-0.225881458904371,-0.0512420044429851,-0.0430791676495342,0.606248313486722,-0.779897561568498,-0.242993315128915,-0.0972476497183817,0.332518703617947,-0.969861751440021,-0.535630948380631,1.18795340832766,-0.0284616247824513,0.598429494299689,0.0704422902276176,0.472359937280581,-0.113549429110468,-0.259015290710075,0.244699292981302,0.698803483090132,0.00463711466618379,-0.588254956538361,-0.661082244867177,0.214723481244231,-0.274115703734587,-0.506628330341288,-0.470066514753022,0.283921706268499,0.0262253429688698,-0.105886274065378,0.80335127349349,-0.404318651185564,-0.365726792856979,-0.157058617051237,-0.647903389279005,-0.479986705765804,-0.442621110269872,0.295773168703026,-0.0691225742080761,-0.42470539641357,-0.618455751161745,-0.0941954181222412,-0.181390987121222,-0.358265068026401,-0.217531248955905,-0.14920724886224,-0.0492604421445994,-0.0955719467591942,-1.13098250499947,-0.120248278311034,0.482151344171828,-0.463264097192799,0.375522815621964,0.0988803126086191,-0.432288107736707,-0.0945321352042566,-0.579428699773446,0.048625215169466,-0.187266865095271,-0.763597456287778,-0.141768914531072,-0.607746412696814,1.8047653455131
"MSSA_Vic_1 (GE) - TPM",0.57234570391224,-0.468157756391646,-0.601524918511117,-0.556347569415938,-0.0449870992426983,-1.14306830936867,-0.200932175335962,-0.757405266041259,0.294409599854234,-0.899865161266056,-0.453202563918019,-0.611575062098971,0.369698157780177,-0.00820199958484702,-0.336425192929727,-0.377770283052309,1.30245319040901,0.36242067495338,0.0464057406861368,0.0134054905015061,-0.0534158726858032,-0.848744412697529,-0.715895221899541,-0.826269121384827,1.36273794774855,0.799125331166212,-0.0739364826410716,-0.299224938412037,-0.712826711603418,-0.974015360754815,-0.969131918486966,-0.122362302118888,-0.209171805672627,-0.33345418216943,0.0705277080232247,-0.0159768166357845,0.0418357200723326,-0.682701303412797,-0.353660563152355,-0.19866664631792,0.0233692571603549,0.148703894414365,0.105419159356299,-0.463306302708063,-0.0418167070883733,-0.0118421940735978,0.739774615993748,-0.657854381108041,-0.870907715067213,0.0516749445739276,0.483348366910544,-0.489142663318836,-0.691026017498759,-0.611599338984899,-0.595944722697164,-0.822110626824165,-1.07334342741414,-0.644666650934729,-0.739999573213206,0.292561767403173,-0.264114839629311,-0.165959638159461,-0.156616103119829,-0.572738297870014,1.43702568155824,0.732704737805215,0.158777894727443,-0.139139909551184,0.0575947666392917,-0.842184135211967,-0.678360580775943,0.0319717130615417,0.425136130036466,-0.00328323101136674,-0.732185139564739,0.568579555093639,0.648865176714397,1.47701579750557,-0.0929185296247398,0.562421832342213,-0.56903770600139,0.456337623796511,-0.559808757628809,-0.839479062857739,-0.555911549132336,-0.531488233443385,-0.225700509859179,0.9586987024494,-0.151423833083373,-0.686400599143189,-0.384391264134606,-0.310982970660054,-0.259236121767525,-0.773258823209358,-0.307306044590563,0.1204304440248,0.424846737519291,0.444147274322958,1.10040946892188,-0.471883433654869,-0.722270089546182,0.244415634120745,-0.322973347131758,-0.552201369956226,1.15910085536876,0.396721048283178,-0.0765590907271345,-0.566821078174904,-0.582979042375057,-1.19761375394771,-0.249792890446621,-0.537433403653954,-0.923586696471942,-1.16473819150996,-0.159148763386626,0.97425376175466
"MSSA_Vic_2 (GE) - TPM",0.57887281670682,-0.357755712204481,-0.332913017741759,-0.18843000432564,-0.567129207731251,-0.3386624189017,-1.52149237190542,0.927895570950644,-0.678659077414228,-0.555500923997207,-0.81261992917646,-0.632593326283011,-0.160652451824008,-0.761780806250999,-0.452642000269774,-0.388929129874581,1.84705440929059,0.213679838338086,-0.115637720796746,-0.167522586835237,-0.182314194881774,-0.499008878407911,-0.641021217181033,-1.08540068237719,0.924068328941078,-0.521526939943937,-0.0626578155802628,-1.28157038380503,-0.99310629133514,-1.00517173717782,-0.753811394811431,0.22370818557008,-0.555361293829933,-0.457105855447563,0.377922910292183,-0.172090164089361,-0.00309448083504617,-0.880681429862068,-0.223282390719898,-1.01183060088905,0.258517001088234,-0.214414649001895,-0.393178763471199,-0.474469555803235,-0.367519552660637,-0.224845858138642,-0.356665931695118,-0.805475181653063,-1.20630136545851,0.016191463466132,-0.0285766323683372,-0.523148456736717,-0.80083928260572,-0.659367347767381,-1.04377887102,-0.96891203796464,-1.09189597680176,-0.773411615939461,-0.618722404384248,-0.0855903137882346,-0.31496436117052,-0.439309610323652,-0.452173554561355,-0.695844625758622,-0.744278809287076,-0.715066646652593,-0.670574050556825,-0.40063715443051,-0.214570182625298,-0.93037830854936,-0.752803654674251,-0.241498926120674,0.183587753110422,0.0644193016477452,-1.13627196679785,0.200858361062504,0.950559639775076,0.580187468432957,0.37778047927052,-0.904816583661073,-0.296504946738193,0.199948158418911,-0.316294690293386,-0.864316143307638,-0.477814075603385,-0.499807992195342,-0.457934099016124,0.223540759510674,-1.01402505801925,-0.697560957689548,-0.675092196885866,-0.645761063108081,-0.639932170091525,-0.319745739100807,-0.248148876001113,-0.617892057012371,-0.301249127759917,-0.0888517489288808,1.30402224400296,-0.726666072362549,-0.934310767783482,-0.909762842865569,-0.352766533479379,-1.04850775646129,0.530086919997344,0.865558278322309,0.589928082304044,-0.717398469895232,-0.937169867842076,-1.23580970541412,-0.556243341360208,-0.581630099049787,-0.624330389967274,-0.987278075905446,-0.324875748134823,-1.46358421225818
"MSSA_Vic_3 (GE) - TPM",0.386341839461031,-0.49138946077464,1.34672214403906,-0.712668980038151,-0.340730254873982,0.327619422494003,0.141583005064875,-0.582966740107282,-0.158469407194389,-0.739505504590274,-0.781936471890124,-0.665603167569399,-0.276686080385469,-0.343656025039661,-0.454497757683712,-0.420518391561372,0.653715861896971,-0.170666011945284,-0.150495112834769,-0.228430482212557,-0.173932339492225,-0.52857615609976,-0.951446283102986,-0.44196382160129,0.445032236126442,-0.261738900691564,-0.505384052266636,-0.694333200146267,-0.857908311609391,-0.49078512864152,-1.0571847165502,-0.468063341520392,-1.19255506738905,-0.442275612128391,-0.497920485661779,-0.211613217646231,0.358166090040234,0.0909824618682369,-0.414085903665309,-0.840152120996642,-0.0654311695412033,-0.429710690387344,0.306310834851993,-0.355629473836463,-0.343847807678293,0.0527162809269352,-0.605192340264369,-0.786854756153528,-1.12867163980716,-0.325814866221404,-0.453236970293281,-0.552717549119024,-0.797236404050733,-0.418296149199847,-1.12168417646437,-1.05684052454127,-1.19268108721933,-0.861400343217599,-0.52333028394806,-0.398439893413782,0.318156353975666,-0.534601639301383,-0.794077600448071,-0.553327344712023,-1.0555165134301,-0.727617564318102,-0.0202379799296818,-0.62500437413333,-0.455766096789207,-0.931344544866415,-0.794905329879687,-0.420561052937208,-0.498627041575551,-0.180960278202946,-0.774487636747102,-0.0925667641492901,0.360017158438076,0.467411311877211,0.0318372092907734,-0.165943477989508,-0.687848892011823,-0.0314570572455318,-0.623653039106394,-0.938610551009331,-0.587328734602246,-0.523474470115128,-0.66967279709707,-0.0748867272446097,-1.4031880222577,-0.849330981412484,-0.494410053776748,-0.676107761206989,-0.382804362247609,-0.350713700797902,-0.319626727453459,-0.62385799983212,-0.252198375076819,-0.0357265246836081,0.78261968450481,-0.633166410148316,-0.638322992556761,-1.57020042200888,-0.567896735434214,-0.631006521896227,0.920114546091003,0.357517653651433,0.245592738196265,-0.772171359107261,-1.01951393694346,-1.25920646311361,-0.564107831928984,-0.598086572785219,-0.740711551981333,-0.319079045715799,-0.374441497747043,-0.975935607510515
