"","SAS_RS00015","SAS_RS00020","SAS_RS00025","SAS_RS00030","SAS_RS00085","SAS_RS00740","SAS_RS01445","SAS_RS01450","SAS_RS02055","SAS_RS02060","SAS_RS03970","SAS_RS03975","SAS_RS03980","SAS_RS03985","SAS_RS03990","SAS_RS03995","SAS_RS06090","SAS_RS07045","SAS_RS07750","SAS_RS07755","SAS_RS07760","SAS_RS08630","SAS_RS08635","SAS_RS09135","SAS_RS10415","SAS_RS10565","SAS_RS14875","SAS_RS12995","SAS_RS13000","SAS_RS13105","SAS_RS13210","SAS_RS13935","SAS_RS14005"
"MSSA_As_1 (GE) - TPM",-0.43036023040861,-0.532255964548065,-0.58995774331275,-0.561275926464716,0.327378455937426,-1.20184649405607,-0.188302656159141,-0.730478628284614,1.36223938840303,1.41807009766184,-0.46064444494271,-0.721194449983498,-0.694817196397849,-0.710281183015531,-0.638817677268492,-1.03939359122682,-0.378454018443215,-0.260161950409611,0.237447515287098,0.126052522659588,0.0207106432850412,-1.09167783494421,-0.643090724290104,-0.471585754626515,-0.166666666666667,-0.780203418153756,0.50782455267968,1.37218816585785,1.12433508845345,-1.13470461312276,0.173784078970364,-0.37320822588024,-1.24871367159248
"MSSA_As_2 (GE) - TPM",-0.510893157859756,-0.286188914770194,-0.394884936283331,-0.335147060684069,0.378141359359029,-0.420374485722416,-0.154398396097715,-0.445387449931379,0.874122792539907,1.00937953530525,-0.47796552486335,-0.865521596273663,-0.879700750118346,-0.859961688857038,-0.828756411633357,-1.12175296838636,-0.260542940326675,-0.405260832643715,0.523207340526178,-0.0378961761452203,0.410756047573644,-0.999023528330172,-0.395312257569897,0.256973493342635,-0.166666666666667,-0.679710273537091,0.0867685390324591,0.69378623586265,0.801944260870048,-0.940074335266531,1.09994751666001,-0.137624619811029,-1.11395899605494
"MSSA_As_3 (GE) - TPM",0.06919956204788,-0.0335869727389788,-0.357959893349988,-0.388956158689473,0.529873684833922,-0.668975880715665,-0.568418050362221,-0.645416624346557,0.533436824902635,0.261192151418582,-0.124568385198847,-0.736797699134652,-0.750475275903008,-0.776273800895726,-0.702012134957846,-1.1083129637715,-0.268029722312779,0.355142673507559,0.663568181774346,0.0534077721648372,0.58986308102637,-0.635682950558325,0.0883335735197301,0.240778258687808,-0.166666666666667,-0.357361685155835,0.239512582994453,-0.403263937808147,0.144497211616206,-0.240621311055143,1.01772736426211,-0.0656518711492761,-1.26399967199247
"MSSA_Bs_1 (GE) - TPM",0.138965997778999,-0.314357429288675,-0.346378159990318,-0.437115257806319,0.0478737084425,-0.919503813815554,-0.595015699108172,-0.892629041551144,1.10164606415245,1.29611311362972,-0.431998970108962,-0.728222990666378,-0.708416390487338,-0.588346352404795,-0.553861407586134,-0.99647524514455,-0.212070401115703,-0.7477053083257,-0.24882174546291,-0.694593678162849,0.0909385878421476,-1.09900075370904,-0.232389840113496,-0.575306306014279,-0.166666666666667,-0.406671137459472,1.07546743486441,1.06340014007392,0.902162723363758,-0.166523344248897,0.632039264770874,-0.412910689231135,-1.23184622481989
"MSSA_Bs_2 (GE) - TPM",1.59242438137459,0.0861481397129132,-0.264658375037097,-0.337385892757028,0.18024904163608,-0.886724226437704,-0.488278041628765,-0.725731948524796,0.716425756176947,0.999159465965686,-0.421384855683407,-0.782315837832075,-0.804518328823922,-0.790470272948553,-0.782910077483749,-1.06216935402364,-0.370852043684071,0.321676792431548,-0.391674420235863,-0.821741816132469,-0.175949822322358,-0.88702956202588,-0.468714444501454,-0.34894184938431,-0.166666666666667,-0.343564552847071,0.665394010405171,-0.187880753370119,0.367557618758844,-0.160455065594231,0.318879172443307,-0.591652268659756,-1.1922691957459
"MSSA_Bs_3 (GE) - TPM",0.290295825838838,0.212583450191059,-0.18697632186156,-0.146349608697352,0.392429422379442,-0.895881170977663,-0.424091070731787,-0.428825652071573,0.676057877003719,0.689519616151213,-0.345864338697707,-0.674141816116676,-0.632623181456414,-0.665706004085061,-0.678128845768215,-1.10530038278482,-0.188029260112014,-0.488553318085884,0.00960929959287365,-0.595867783716398,0.128000948694731,-0.26985371052721,0.49749339710702,-0.288366926853838,-0.166666666666667,-0.667897904446787,0.303601645974617,-0.576610418038593,-0.0657466069213632,-1.06207942555196,0.514849331522032,-1.93908181151143,-1.22980069439665
"MSSA_Ctrl_1 (GE) - TPM",-0.604895365523318,-0.436679457841313,-0.641751000779957,-0.207960231592615,-0.142891348872093,-0.248895606792026,0.846199389810759,0.182667403146944,-0.534949546206329,-0.549533360215071,0.19447000289704,0.552514708100801,0.165433968423075,0.0735978311047349,0.00129605374182499,-0.027757333671096,-0.298005037530973,0.994695854292379,-0.894478111867075,-1.03792831223257,-1.11896418723961,-0.0683539561700784,-0.632446278997913,-0.724160978861892,-0.166666666666667,0.224111671463846,-0.926273065711009,-0.855359527887698,-0.754298061412232,-0.655066379945102,-0.162586305505267,-0.10419643573776,0.263701718007288
"MSSA_Ctrl_2 (GE) - TPM",-0.374361970263072,-0.877177151902895,-0.812556965086104,0.141980163661998,-0.0148885114345643,-0.317340375781566,0.729264128352738,0.621800900250323,-0.588342878773188,-0.580604314304384,0.0171577463675307,0.575340860635566,0.0294131019700895,0.0452188639714746,-0.0429650690201435,0.134187504984873,-0.327264809399409,-0.117364094980633,-1.01305784666913,-1.09332944764413,-1.25054611962629,0.174577567563992,-0.55205557225612,-1.09335794466673,-0.166666666666667,0.110130450412714,-0.926273065711009,-0.977995480654286,-0.721481696678355,-0.659523268046067,-0.417921301190509,-1.15470588639013,0.0706572465277245
"MSSA_Ctrl_3 (GE) - TPM",-0.700082755153658,-0.678150134904927,-0.630218817145445,0.133668114756985,-0.0517698468360664,0.536761342038171,0.0329875088121351,0.435087916915469,-0.576148000070008,-0.5504729723918,0.130921588564558,0.492278376313291,0.0311010242070184,0.152330867648153,-0.160230421561582,-0.0978048984001245,-0.0706534384121859,0.449284231166971,-0.462573470330969,-0.913329109896561,-1.45561271620082,0.0665857149890197,-0.400911769555602,-0.735459363362818,-0.166666666666667,0.468013061315073,-0.926273065711009,-0.713201694376413,-0.719236361963725,-0.824776310106411,-0.39055127962705,-0.677062725110832,-0.0944513611193537
"MSSA_Li_1 (GE) - TPM",0.136074606456564,-0.136528814105083,0.0359243397199898,0.738619862580933,0.528643163104253,1.69239070944396,1.69373590067312,1.78018877881366,-0.551725324752546,-0.595048478931355,0.571530260742806,0.317701495512576,0.194911728661167,0.189019026669873,0.141556200615857,0.331101393343327,0.845447291123058,0.964381857959337,-0.00904773799601828,0.120226964943046,0.189678945898082,0.528706311431597,0.363208518978043,0.314122406096268,-0.166666666666667,0.468502857651691,-0.926273065711009,0.430259848524358,0.227125747890909,1.1086611998633,-0.365322399304144,0.474891071333501,0.873868958342002
"MSSA_Li_2 (GE) - TPM",-0.281236808471558,0.0270668384874681,-0.205284030257749,0.415208321882689,0.075797245683986,0.878139325098573,1.34887842377985,2.74380312637469,-0.561830503495166,-0.610699315259106,0.364935261657511,0.798560553370947,0.342964812585647,0.0494542423369948,0.270001543388458,0.621917133284076,0.503956782633504,0.676107823174785,-0.229922353950677,-0.438136267405598,-0.558224370074316,0.193510144902078,-0.222911404629587,0.510227570761664,-0.166666666666667,0.5100881706259,-0.532713041436792,-0.161220757301045,-0.281446004172671,0.963074131678891,-0.165603212766941,0.271557178355085,0.953052682389596
"MSSA_Li_3 (GE) - TPM",-0.218863224838332,-0.346204403252681,-0.0795751335248677,0.377678970514469,0.475292031691413,1.07316972944509,1.26215278222183,3.18248715060637,-0.435125077194198,-0.379225767794321,0.274331874020451,0.183923813539889,0.0870034386434975,-0.0471309571317014,-0.0488353072182023,-0.139324155715176,0.595254560850391,-0.417700025255856,-0.790442078587423,-0.475514916338281,-0.383414696973189,-0.399064282332584,-0.459545639102393,0.384432009344198,-0.166666666666667,1.33417722015015,-0.524371628388246,-0.059020429166162,-0.372077178532949,1.21393302077272,-0.741025685207354,0.137823533541769,1.18083990203145
"MSSA_Mig_1 (GE) - TPM",-1.46222338700645,-1.1467717464323,-0.35025080636466,-0.94730223652244,-1.13530471160071,-0.893324002972946,-0.243675365051593,-0.55370264031205,-0.622931869617941,-0.473100702658404,-1.11720461009397,-1.18518068866213,-0.864108164697094,-0.835800074918782,-0.784292721204418,-1.0239429468774,-0.20347651543446,-0.852711254993926,0.606342469395287,0.441155608907397,-0.562665327148607,-0.447247535407728,-0.484458537534537,-0.242681855375255,-0.166666666666667,-1.02351345106026,-0.319679886472527,-1.14234698382898,-1.02473850688161,-1.19326925009849,-0.633626047903143,-0.376305780518233,-1.25898241694236
"MSSA_Mig_2 (GE) - TPM",-1.15794568072616,-1.1376114156748,-0.130445508065289,-0.758253167063417,-1.14650626327507,-0.194172708363403,-0.395531761174222,-0.42852809681956,-0.654452417945725,-0.536882039181297,-1.13664568860305,-1.1838385292642,-0.893188745738007,-0.890263721572794,-0.86035033168227,-1.09804376092706,-0.0416477557658019,-1.18299481873424,0.583416244271945,0.142240908599034,-0.613701513595916,-0.491644158858679,-0.61444828235752,-0.585285003034054,-0.166666666666667,-1.05493770927086,0.632508711326834,-0.819693498962076,-1.05713702497153,-1.06337236760196,-0.595528301568418,-0.293917507354754,-1.28980299455189
"MSSA_Mig_3 (GE) - TPM",-1.15340850575037,-1.27222611733112,-0.211011794402969,-0.711874206618186,-1.05813945191088,-0.609786389581338,-0.704431502857527,-0.36651855202577,-0.714733812641507,-0.637579246183453,-1.17795133354226,-1.22357380473166,-0.98889549775761,-0.956586630229833,-0.909013255016758,-1.01518570933468,-0.309466615556807,-0.495554282781607,0.478110274158241,0.118132994027373,-0.978193550189167,-0.675224520228807,-0.687777118150939,-0.0161216419392318,-0.166666666666667,-1.21744806266706,-0.926273065711009,-0.797904839337341,-1.04411293673239,-1.0571763698018,-0.690075431151446,-0.719547028694371,-1.21401001868343
"MSSA_Nd_1 (GE) - TPM",-0.488334888877427,-0.0115380616449979,-1.01286650900935,-1.81896201358437,-1.06688429485359,0.154587236957201,-0.678152233787766,-0.638197861442426,-0.801380780492599,-0.811164021544408,-1.22210705392365,-1.14983178563834,-0.819433945452927,-0.78427717398144,-0.806080297986506,1.24846805211128,-1.1901524969545,-0.248338346554039,-1.51421645989527,0.0112378568416949,1.43631334667928,0.824456367144443,0.258925548801594,-0.213018932138877,-0.166666666666667,0.8754777266074,-0.479234565329644,-0.228851008739753,-0.665038171919195,-1.53458601771452,-0.981842405862412,1.37100381223066,1.41787386913747
"MSSA_Nd_2 (GE) - TPM",-0.288851781442815,-0.0837097192552096,-0.618785045332411,-1.48063334409623,-1.09802657629019,-0.261511714839814,-1.1018408300548,-0.723551776045496,-0.753295875224662,-0.83529228781649,-1.2503785256585,-1.09021097673968,-0.69445097364243,-0.648005133939986,-0.69058088834944,1.38861492934153,-0.617207747610009,-0.395960872372584,-0.478400596864671,1.22890109845099,1.42118806181627,1.15163392639782,0.622607016387424,0.590562959992728,-0.166666666666667,0.906970739924703,0.00942083768628887,-0.367189846323856,-0.685768302199651,-1.03154510384506,-0.755048448717383,0.396777764152742,0.176294829484111
"MSSA_Nd_3 (GE) - TPM",-0.474760560454227,0.48816326246333,-0.598536499172676,-1.4967938929519,-1.06939624483124,-1.01003275489678,-0.982725505539243,-0.91425511344679,-0.775543790619464,-0.700380651391979,-1.17088096625849,-1.14370362585567,-0.685278707576694,-0.624776874551546,-0.697307546214964,1.025684977186,-1.24628674782603,-0.75665340623,-1.39154726029955,-0.0568534417882181,1.38553554468961,0.706339527786631,0.770662216812596,-0.398220402108214,-0.166666666666667,1.65593433072445,-0.244722425994726,-1.22190823476727,-0.99309813087413,-0.872679075979323,-0.835250055832773,-0.113621099594781,0.940696004279407
"MSSA_Ns_1 (GE) - TPM",-0.309144229582541,-0.608780982629885,-0.590882193835172,-0.611912416667799,-1.01673735838176,-0.37097310528216,-0.827020822896686,-0.861772038452277,-0.156581623942843,-0.176736738243176,1.00708443545366,1.47671048781208,0.656181038387094,0.550676790472392,0.427152862168308,0.265092295162342,-1.71920730875953,0.0266081389008087,-0.012146618273043,-0.952286185230369,-0.649866374615945,-0.363447142963267,-0.430274183316198,-1.30310286681531,-0.166666666666667,-1.02515976953698,-0.0157213414701663,-0.0180821409914705,0.0466484198663117,-0.0611789183762141,-0.361121059491289,0.294026933628309,0.0690096495482691
"MSSA_Ns_2 (GE) - TPM",1.73271860769759,1.71907670353428,0.111397623402813,-0.602583041940389,-0.876911619189385,0.174367029465094,-1.21507611884952,-0.193779686090728,-0.0654965041589836,-0.224424625026829,0.352926972118458,0.682003401029375,0.219364174366283,0.0733327996795499,0.0869588089658642,-0.197196033060882,-1.52669855432496,1.18905086702761,-0.0033148994192921,-1.82007277351042,-1.79775443181658,-0.396285832992494,-0.373166534093967,-1.38600167680552,-0.166666666666667,-1.10419091735321,-0.926273065711009,0.532124692868777,-0.0124997663713378,-0.603638101883424,-0.999834621746447,0.0579379749206213,0.320547344102849
"MSSA_Ns_3 (GE) - TPM",0.435459050752435,0.672818553510091,0.0212826926974191,-0.0753407005854223,-0.904207502748572,-0.40345449008833,-1.28731829073231,-0.495381381623735,-0.409149546208446,-0.492700008711752,-0.0850296557341314,0.663182113106705,0.20046142164927,0.0798348070423602,0.189256703592869,0.627441718679436,-1.41141132073006,0.294224256975947,-1.92888515403993,-2.48619957984388,-2.30246702635131,-0.394259784270967,-1.18323260799387,-1.63443144210203,-0.166666666666667,-1.05058922930864,-0.926273065711009,-0.965715554813166,-0.825026981405349,-0.756923749573511,-0.912106158357207,-0.995655558174184,0.806919304058168
"MSSA_Oss_1 (GE) - TPM",-0.629038583532498,-1.16669740656989,-0.804584697036634,-0.411017276338508,0.104106998456476,0.438866389100336,0.0245052483483948,-0.283101957154499,-0.674787054204682,-0.719584359343643,0.744125443172434,0.884152506873978,0.368994370364382,0.230645913313947,0.123375857448153,0.353984889072748,-0.371258877935222,-0.282753914689934,1.18140553668664,0.867573291329022,0.108235457607024,0.747348136578708,0.635721288001338,-1.09117538471034,-0.166666666666667,-0.293004482302839,-0.679090471650124,0.125352116169103,-0.0155989033981921,0.823698712371529,-0.184057607692182,1.48846399792603,0.360885879888485
"MSSA_Oss_2 (GE) - TPM",-1.48969879695596,-0.814019347479004,-0.369418861435592,0.227223083893958,-0.0728147208372281,2.27347520094717,0.704474231368833,-0.548507224426106,-0.670157964666596,-0.687618567613694,0.667934083688411,1.03233819822509,0.366843867062748,0.45263278508821,0.354414036433309,0.248662662456756,-0.62208481155402,-0.141754623609784,0.638498647210515,0.262487848378217,-0.364702560449789,0.784234649168308,0.488698473896591,-0.0631770099308858,-0.166666666666667,-0.179153424153437,0.168500297063084,-0.528629198353238,-0.510313070965995,0.239958483444095,0.181026276882863,1.16540723005949,0.427039767763618
"MSSA_Oss_3 (GE) - TPM",-1.45429537957806,-0.981289929350886,-0.306982513691314,0.0170062152019351,-0.20819354565922,0.835553677102716,0.206131409109428,-0.168108951617897,-0.680905863994912,-0.78509784877516,0.429259308801449,0.803414618779338,0.324232314640712,0.579199787042954,0.25587004913597,-0.0536591374771489,-0.601470850307582,0.477646693560281,0.903259198876135,0.192115497462056,-0.636255546837744,0.763280187745944,0.897684949120827,-0.961637776407679,-0.166666666666667,-0.0674358913396494,-0.926273065711009,-0.860516879230889,-0.675203677533981,-0.102769254323831,-0.338161006055975,-0.134730142662369,0.338321164415714
"MSSA_Oxs_1 (GE) - TPM",-0.625930579371298,-0.552065453221477,-0.705752579972187,0.349512984770993,-0.204722222686909,-0.467114804849649,-0.679442031090262,-0.728005651252708,-0.349613547154128,-0.271437434817818,-0.364747661276123,-0.263046752787175,-0.430786200115876,-0.563823979993718,-0.470316720058983,-0.779143032805293,1.01919313589672,-0.575059329695374,0.422183096437459,0.467485579045538,0.172909150207137,-0.841752919459356,-0.742681315050984,0.351142294082161,-0.166666666666667,-0.837021786922731,-0.415514526460941,0.403326140631625,0.686866202650831,1.07679239187317,0.0417095565615721,-0.524438969944953,-0.39423241102548
"MSSA_Oxs_2 (GE) - TPM",-0.480346706635311,-0.553266410311513,-0.59481237319818,0.335229154096191,-0.274961913495654,-0.0562134300862135,-0.128379984973523,-0.124723649320545,-0.18273204680258,-0.17660918625327,-0.461768264846736,-0.312966185900518,-0.339034812891906,-0.611689328272046,-0.397233886187766,-0.664495588873558,0.414269883801535,-0.559914263204125,0.474303279892965,0.302445288520747,-0.109749351141693,-0.876779578680593,-0.953072696158623,-0.161435414918564,-0.166666666666667,-0.818586631876603,-0.357523822206859,0.0546493340629146,-0.157211340030678,0.0947078820829332,-0.129985048430361,-1.03421257861979,-0.526884539798643
"MSSA_Oxs_3 (GE) - TPM",0.0694660684691065,-0.524164365333725,-0.378453638212967,0.265521846233164,-0.330747885390986,-0.411888510593652,-0.0308412897873399,-0.440496215452733,-0.0449619231781593,-0.181719296583592,-0.449298396277627,-0.391548286381558,-0.414230502782369,-0.546099648057765,-0.412792885432782,-0.716844192381076,0.522846970708462,-0.695123114733476,0.0737496984690999,0.385927313198732,-0.0357256405609218,-0.845620418140198,-0.744974539909995,-0.0160365894260551,-0.166666666666667,-0.938565194067161,0.189717654610894,-0.392824686839996,-0.28737886959315,0.672030388545951,-0.19134804316989,-1.07855811293168,-0.522510885897321
"MSSA_Sp_1 (GE) - TPM",0.402032257701801,-0.142682076710665,-0.134935623674391,-0.592298580813335,-0.972144794985869,-0.409119166179401,-1.14977784606115,-0.782915109530722,-0.827291678250596,-0.811860844726715,-1.2792992267434,-1.21738591398563,-0.993656326233087,-0.937995484912018,-0.920412580565754,-0.736087173309951,-1.15486434203445,-0.518656456380466,-1.53002419006247,-0.0836451523095565,0.782430318828357,-0.66432136986364,-0.983242930301367,0.265318900007035,-0.166666666666667,-0.539440022103545,-0.926273065711009,-0.627902947042618,-0.658917552607088,0.15388235264963,-0.999834621746447,-1.65500756164192,-1.01368869094786
"MSSA_Sp_2 (GE) - TPM",1.46630728270707,-0.0972408958995685,0.0171234751471098,-0.748137284604217,-1.12662379954049,-1.59916497386853,-0.859122738571233,-0.712676313721139,-0.849775856862729,-0.842451567755434,-1.24724157734332,-1.21287307081181,-0.957337941588537,-0.929184910395712,-0.96442025743146,-1.03732660100638,0.0466728221000165,-1.17906098692106,-1.53490180730309,-0.417089636708997,0.404173475121815,-1.03817935975051,-0.938017377367813,0.772236609796728,-0.166666666666667,-0.728106904498359,-0.926273065711009,-0.488699140605054,-0.835860451521036,0.569197010022647,-0.626089537652196,-0.184411613421648,-1.17095931741249
"MSSA_Sp_3 (GE) - TPM",-0.642178650039697,0.20527338676387,-0.0837023684920612,-0.695943976721996,-0.954916598441395,-0.989004895622296,-0.632415463635163,-0.573126545538787,-0.81951355706219,-0.826737918925774,-1.18220519828898,-1.20313384378776,-0.958210591426209,-0.983261837965323,-0.916386351435798,-0.765297161918314,-0.401341930871402,-1.22887484851953,-1.14546274214539,-0.361033465304435,0.00548884342464155,-0.734501644108307,-0.845186081633255,0.470563024322688,-0.166666666666667,-0.552659235679923,0.220777358104416,-1.21958082605331,-0.961646324601759,-0.156314115927294,-0.0765146455916353,0.491271811800498,-1.0263009819703
"MSSA_Tm_1 (GE) - TPM",1.01951449885384,0.879997802370142,1.21937119712473,1.1322178223162,1.6218065683354,-0.882643088708054,-0.25991259338464,0.0428151957840658,0.163242587750609,0.0238733834213328,1.04816827730185,0.782692687792448,0.95388595063481,1.3207208545035,1.41282119071857,0.93942728033305,2.13513979731716,0.038206634321951,1.12489599750362,1.05624039648235,0.311876053094404,-0.0553752480850067,0.120602924302642,1.41015202680572,-0.166666666666667,0.91822556703267,1.76773056171905,0.868552386891684,0.280002851406446,2.79845710083486,-0.262530239904485,0.825287165194645,1.69938511911455
"MSSA_Tm_2 (GE) - TPM",0.107058018341801,0.710716028965696,0.995402406089267,1.36962998558132,1.51215003700185,1.7070466264463,0.141758400268073,0.295381876685215,-0.0208035729766317,0.0195537719528264,1.20220565540095,0.754140846043034,0.954925744344371,1.41038495178055,1.2772335096618,0.525557714015681,1.58226490687199,-0.319228929842789,-0.268146167733887,0.338056965877802,0.405332857528334,-0.0630568930139369,0.0729160360041022,0.458039728803208,-0.166666666666667,0.727907856878607,1.62800256999451,0.201945514873775,0.580319654310735,1.40632062647335,0.151563480925181,-0.995713645130141,0.909726602946103
"MSSA_Tm_3 (GE) - TPM",0.253390200104748,0.448950257147857,0.529223515143062,0.92712909099405,1.14274079445597,0.45051544191126,-0.14621660345924,0.451190451272347,0.00521611851570044,0.158764845059183,1.03741370304717,0.721479743588109,0.867594123401651,1.21842120601013,1.115643795165,0.814327320851366,0.567175226441383,-0.861483109933044,0.231616071219883,-0.275459488916852,-0.23362682517568,-0.260284800473626,-0.0669332593451422,-0.016328473917689,-0.166666666666667,0.564453699222684,0.902378205327786,0.743387602742062,0.320263635634127,0.243560848548111,-0.158705701883769,0.234307713170938,1.04629445676838
"MSSA_Vic_1 (GE) - TPM",2.64680833746302,3.11068145999579,3.8970534015365,2.81406803939839,2.66527028549222,2.81187985825448,1.91035403639366,1.07472755204999,2.14920313020058,1.77448221654834,2.6281446609463,1.96388688327887,2.93449748357714,2.33891370105705,2.65952289516862,2.42626991550878,1.64035152917708,1.83016835459636,2.68470897102612,2.95481961223748,2.54344290030914,2.89273578639436,2.92810592081641,3.81054291333741,5.83333333333333,3.22711746818148,0.805472917925701,3.07075899639589,2.5678763269263,2.17716299614406,1.4235313077565,2.04029498056803,1.3851901467603
"MSSA_Vic_2 (GE) - TPM",1.50431238160117,2.74459905822779,2.3229460298011,2.47439734949581,1.58674250490879,0.714436289256681,2.73325382708618,1.1009007572497,2.67537656376558,2.81894275869854,2.13062176947759,1.99698716717592,2.82011096495104,2.72872153800318,2.87367911950666,2.23515142328352,2.50208462116691,4.04260475295674,1.58524889635887,1.84728848912261,1.76975079912676,2.6794057523129,2.47564560705731,1.99615951732427,-0.166666666666667,1.31227869649775,-0.230372457559742,2.56571493949209,2.51638196000893,0.405204070394782,2.47319611959288,2.51226132639112,1.38280868834467
"MSSA_Vic_3 (GE) - TPM",1.91282416528166,1.42711822982756,2.25189770786303,1.64615126982069,2.15829390954313,0.376757234764203,2.10668960976902,1.49476699983526,3.06526351308565,2.98791059863642,1.60595363442706,1.40417939337506,1.99124400521963,2.25682909240431,2.07692244835336,1.59962302148106,1.41582001891364,1.0710691580251,1.42549294244937,1.6451812230383,1.05079499756715,2.08485371247882,2.83423792342515,0.494581880695567,-0.166666666666667,1.36183216705213,3.8585969443705,1.48895267004478,2.75785421953147,0.330635162362533,3.94641569601102,1.80090163889697,1.1692987390413
