"","B4U56_RS00125","B4U56_RS00360","B4U56_RS00615","B4U56_RS12150","B4U56_RS00650","B4U56_RS00680","B4U56_RS00685","B4U56_RS00690","B4U56_RS00940","B4U56_RS01010","B4U56_RS01015","B4U56_RS01020","B4U56_RS01025","B4U56_RS01185","B4U56_RS01195","B4U56_RS01205","B4U56_RS01220","B4U56_RS01315","B4U56_RS01320","B4U56_RS01625","B4U56_RS01650","B4U56_RS01655","B4U56_RS01750","B4U56_RS01885","B4U56_RS02190","B4U56_RS02255","B4U56_RS02355","B4U56_RS02360","B4U56_RS02400","B4U56_RS02900","B4U56_RS02910","B4U56_RS02955","B4U56_RS02960","B4U56_RS03590","B4U56_RS03595","B4U56_RS03695","B4U56_RS03700","B4U56_RS04000","B4U56_RS04280","B4U56_RS04285","B4U56_RS04290","B4U56_RS04295","B4U56_RS04305","B4U56_RS04410","B4U56_RS04415","B4U56_RS04540","B4U56_RS04555","B4U56_RS05060","B4U56_RS05115","B4U56_RS05150","B4U56_RS05470","B4U56_RS05570","B4U56_RS05620","B4U56_RS05940","B4U56_RS05945","B4U56_RS05950","B4U56_RS05955","B4U56_RS05960","B4U56_RS05965","B4U56_RS06095","B4U56_RS06100","B4U56_RS06225","B4U56_RS06235","B4U56_RS06285","B4U56_RS06290","B4U56_RS06420","B4U56_RS06425","B4U56_RS06465","B4U56_RS06545","B4U56_RS06730","B4U56_RS06735","B4U56_RS06865","B4U56_RS06870","B4U56_RS07135","B4U56_RS07195","B4U56_RS07230","B4U56_RS07355","B4U56_RS07360","B4U56_RS07680","B4U56_RS07720","B4U56_RS07725","B4U56_RS07730","B4U56_RS08025","B4U56_RS08090","B4U56_RS08095","B4U56_RS08100","B4U56_RS08295","B4U56_RS08300","B4U56_RS08330","B4U56_RS08465","B4U56_RS08545","B4U56_RS08570","B4U56_RS08955","B4U56_RS09165","B4U56_RS09275","B4U56_RS09280","B4U56_RS09330","B4U56_RS09420","B4U56_RS09430","B4U56_RS09440","B4U56_RS10505","B4U56_RS10560","B4U56_RS10565","B4U56_RS10570","B4U56_RS10715","B4U56_RS10720","B4U56_RS11105","B4U56_RS11110","B4U56_RS11115","B4U56_RS11120","B4U56_RS11125","B4U56_RS11130","B4U56_RS11440","B4U56_RS11625"
"SEPI_Li_3 (GE) - TPM",-0.367685718182274,-0.0810653384413725,-0.35565455226646,-0.15475511538198,-0.335257285543919,-0.249514532994807,-0.309218544834054,-0.26299122104279,-0.25151527226055,-0.235093544860076,-0.277209777408545,-0.271105171688509,-0.350196581173009,-0.297984259494268,-0.271346599315668,0.455715274584256,-0.869699794545559,-0.338680366313428,-0.405471235047332,-0.791029595070601,-0.301406113479372,-0.314270252178163,-0.1026802477324,-0.661684082636206,-0.878212720618339,1.65527394534389,0.65300543473191,0.408155761481558,-0.118797787931449,1.77935977661176,-0.407818715520849,-0.395941216618808,-0.315821814171172,-0.267094170946261,-0.313274272434057,-0.220142963022068,1.47183679742724,-1.25358264509315,-0.556185151216156,-0.373079767496417,-0.73755967964812,-0.265087344168461,-0.306185517990045,0.0762291592486592,-0.5112394823697,-0.101775152733525,0.433158045147333,-0.512932298977126,-0.357755143906533,0.94980059502861,0.73539933844032,-0.319871065678153,-0.822446371275393,-0.279914683756427,-0.0765143429387945,0.0816701777034581,-0.053782194821459,-0.155528929067741,-0.348353142960869,0.820039433804612,0.426464933063998,0.515829664253554,0.2659029182281,-0.180813754737887,-0.282033844008032,0.320769979774145,0.351787800998972,-0.389809288837136,-0.296585706095509,-1.26142753181261,-1.2126727370801,-0.307366278250348,-0.345129735125586,-0.539723994206985,-0.380485564455215,0.76557982038577,0.34763879187954,0.408890805971507,0.0394839817280057,-0.230587197021225,-0.151569436684828,-0.495184504011357,0.574181818557489,-0.456546445190294,-0.494924853701484,-0.640784234988545,0.925649652269436,-1.08673963085459,-0.249846438847798,-0.387301544775423,-0.208585348755605,0.624448842198203,0.581947124472498,1.01778009579946,-1.56373496193479,0.164680672964332,0.448088256301717,-0.67719087119898,0.655640102020282,-0.226311556457932,-0.414211136436342,-0.354971559253995,-0.349430746055296,-0.337422917735535,-0.250334478946115,-0.141304838542643,-0.59401245018456,-0.493629057614508,-0.574840566069367,-0.257916753612607,-0.49859660491505,-0.479070227063054,0.502177465232628,-0.320800501379028
"SEPI_Mig_1 (GE) - TPM",2.0941720537181,-0.700926865514397,0.344298855472402,0.172357294752215,0.517855207730058,-0.361257210748627,-0.240560255426879,-0.0607320725079078,-1.07075960882248,-0.375154242728085,-0.377444722669368,-0.350684063203051,0.714450609271677,0.616705998556644,1.29702700266257,0.74066106371168,0.285108771761868,0.154004652317293,1.1195662597102,0.938896756514666,-0.293317864823272,-0.248914956461311,1.25364207104827,1.41013035959812,1.19352691323271,-0.598789540482514,-0.0319958009707084,0.0302997803040416,0.0908973323707959,-0.650950285510822,-0.302988745843254,0.916913524216594,0.917472549900022,0.0374731849937519,-0.313651362635612,-0.1352552014723,0.810671249313498,1.65023311745597,0.504698052248131,1.16348593053274,0.514856381518614,1.11942555500797,1.40785656456734,1.70535144917669,-0.919166751487073,1.98528360883837,-0.0487445305503206,0.519062197020074,0.0227720452129068,0.102027963720439,0.830342365823435,-0.279003461557276,0.894097263875017,-0.227130123216854,-0.670157863043999,-0.988701961021889,-0.860611763554488,-0.955978009917009,-0.685087310972089,0.503329055496894,0.386807880223212,1.83357697695205,1.15381681531538,-0.277449913626068,-0.434967528420877,0.857337773650325,0.84618482787114,1.11695013315368,0.932127158781159,-0.0727263605424181,-0.612432073388811,-0.125626050189733,-0.333236558831093,1.56982816557524,-0.37324706266655,0.127274922245169,0.64890463168711,0.87876316674566,0.225852794601711,-0.316788163685974,-0.0763560969759522,1.4969304019984,1.00947822588881,0.432545380880517,-0.152128029888569,1.34878458125906,0.970375473504025,2.67673560643672,0.664705434731085,1.7832866063708,1.70106507016647,0.125075582912669,-0.321921079041415,0.481643638280676,1.93893105332381,0.547233692323639,1.31510076525031,0.724241335697674,-0.121871531797432,0.673834408950661,1.14212338407681,0.031484418802319,-0.0861323841755162,-0.205648530196881,0.345522470756943,0.915669413513676,0.024667996831921,0.123939608421556,-0.0473198293660115,-0.279436175912261,-0.314522903853219,-0.412425401335835,0.62273872412319,-1.53029511293234
"SEPI_Mig_2 (GE) - TPM",1.7100103848533,-0.58928114859609,0.179714088124641,0.380375944952485,0.563192384319734,-0.253094336367261,-0.281393605192323,-0.275519203673885,-1.22946372647313,-0.376136451752793,-0.372507244498862,-0.340815258291643,0.927665268056585,-0.129096758331607,1.91395910105118,0.71348995854465,0.203681483397405,0.0297800619650181,0.895368431398882,0.923514751710316,-0.297534469424937,-0.264469841332462,0.683982974335067,1.49378160527151,0.972561703447775,-0.900266695000292,-0.354214687147082,-0.597610238412771,-0.466828728667424,-0.477569584315548,-0.356979547199459,0.71408290157083,0.407648400654724,-0.496674276667804,-0.28520378696481,-0.194020480836595,0.826920218134623,1.13320149469647,1.03678310097827,0.466232911145146,0.593851822413503,0.239283361571547,1.22222568408428,1.47281102135364,-1.11933090756166,1.11786738319822,0.00326760453302306,0.208741349228363,0.0503383555845839,-0.313911339314919,1.17858188857744,-0.274491703716485,0.505965033242202,0.329871631387152,-0.778173094768572,-0.841917745582129,-0.846177563832273,-1.06397572306377,-0.952184328984158,0.668600001430082,0.322746154106701,-0.222971219346576,0.825022709538893,-0.319895015345904,-0.739798656497544,0.0983757822376856,0.11287800964125,1.437262968567,0.355202345202551,-0.310229753867674,-0.41393426634828,-0.150505777520481,-0.340992200563807,-0.539723994206985,-0.384687754863177,0.147532996379785,0.476506384604018,1.0887652279919,0.874105012012933,-0.24814007390124,-0.202599613653765,0.566885127441122,0.390379133310286,0.162387978325129,0.525447061909534,0.181739002814142,0.971640034605993,0.99193226010103,0.35599182336065,1.78851828964793,1.62090724603937,0.343497417992124,-0.833422099764255,0.448032576069434,0.102285764259502,0.42503220425237,0.516467873513595,0.360691188100033,0.243102375111219,1.10096496074427,1.48738687851819,-0.0637173502292286,-0.185709193337533,-0.236465925694697,0.578466035331119,0.91352521299578,-0.582460973584835,-0.102373644004432,-0.0893899423853897,-0.434465865825973,-0.323878466762169,0.0135786980047715,0.499551634463119,-0.729797522994387
"SEPI_Mig_3 (GE) - TPM",1.78803230383553,-0.440679828395107,0.167625387605751,0.113359100937733,0.37423025810853,-0.446952095915817,-0.285416532257143,-0.585161233280794,-1.49062879171538,-0.372424398127085,-0.367936674802373,-0.358581799952837,0.508764547274757,0.422474165752442,1.73913718118448,0.488460089788323,0.159619473333859,0.100584884477156,0.953778054655426,1.13391316098713,-0.302226047372297,-0.260283281846084,1.31895349228404,1.47217215682606,1.28245559218094,-0.792464984557632,-0.131739258331762,0.122551122211034,0.141180703883202,-0.653161253715409,-0.350180336915143,0.819545594463257,0.816156807890656,0.0873415535418669,-0.319123888266932,-0.201386268458299,0.818275250648904,1.64779033994554,0.674213294269537,0.589077021868309,0.060676991360184,0.933656596538772,2.26483280203348,1.3479799634279,-0.986530602700524,1.94722432835179,0.103954833584174,0.706078767170269,0.00380107915913227,0.184435254251051,0.889806962184388,-0.277802125915128,1.1636403661196,0.165220505515938,-0.925616454634842,-0.942276381167181,-0.843037830133353,-1.06806821073706,-0.834198174285457,0.441277318265676,0.64613864902448,1.64764213088975,1.24784865703931,-0.0979245557385378,-0.418563312279064,0.185734629029008,1.10137305144821,1.64502316454537,1.33646372215016,-0.17182143956045,-0.604669093132368,-0.119723548479756,-0.315063820843518,0.468680049292439,-0.357055545731234,-0.118297408253075,0.997213825998929,1.57805842667945,0.712922849082191,-0.336851822685685,-0.0895326037886,1.6480316831753,0.909549630901158,-0.273749905329925,-0.0579566545276355,0.345489670601378,0.932490932280643,0.712497228632378,0.631111889404345,1.81020575956774,1.67103339430765,0.730724666049109,0.0118596634269183,0.476170609344634,0.829819869263826,0.778673615234311,1.01670285209103,0.941100243049392,0.578784443545217,0.2665022423432,0.924296607843206,-0.0408558350696406,-0.127205817255212,-0.222120723434149,0.546755627117081,1.18585458482977,-0.300662073958067,0.0138502700284319,-0.202566377878198,-0.327917196813914,-0.373521474657849,-0.144504133548643,0.565632274054978,-1.18228011858198
"SEPI_Nd_1 (GE) - TPM",-0.521518702499871,-1.5417123564463,-0.374023154100689,-0.20085964561715,-0.267723749584523,-0.0297148362377383,-0.276989778184873,0.202984017092401,-1.14741414964676,-0.362309145209909,-0.36361133282764,-0.327337320169673,-0.190808883565485,-0.967430694589788,-0.413885709077533,1.65869594597069,-0.432651708064468,-0.395577916987396,-0.490419755233876,1.22973842613979,-0.301067109722068,-0.3014445033688,0.321231315456083,-0.502282776307315,0.27616128893626,0.270015383503142,-0.593578608384051,-0.35596608298348,-1.00007207209038,0.292375960477133,-0.517107010822851,0.283668590077873,-0.407560595050398,0.304077453707186,-0.318308253144767,-0.541450628705587,-0.131905516640822,1.38860166633114,-0.283705071308643,-0.301220029859915,1.33792739108804,-0.446864874270865,-0.185659613159408,-0.695578585453294,-1.56903329166264,-0.644764985985343,-0.688398142308655,0.0476124670119014,-0.437757148554178,-0.813894509020005,0.116831433835559,-0.323831332230334,-1.24516578005667,-0.811663227145144,-0.418371574258547,-0.223872216753589,-0.149161363342682,0.352773817491633,-0.450304902146203,1.91767569423168,-0.297021212254339,-1.09018294231806,2.08202469710493,-0.850421907836674,-1.03853442343128,0.725179403225582,-0.306347377857056,-0.347840319840796,-0.0802619422810121,-1.05178772564834,-1.55326176680888,-0.490237611558239,-0.408131772252601,-0.539723994206985,-0.360780786298958,0.0743113536416311,0.61692882688521,-1.50698008334561,-0.0894627502975569,-0.164034997660321,-0.36042055598378,-0.197641206970153,-0.187353950745928,-0.456546445190294,-0.494924853701484,-0.640784234988545,-0.747176470584516,0.510183247133675,-0.505016963833811,-0.460041468956235,-0.214252659770526,-0.814831149720791,1.46128165450533,-0.647953230156409,-1.35429167627914,-1.41437946734623,0.15652590854094,-0.880987375962735,-0.824979732187522,-0.227570556795736,-0.166980674169019,-0.2525557069586,-0.254268660691596,-0.217339363193262,-0.695318730345187,-0.512898242561125,-1.28246920674784,-0.850755037628443,-0.582655874868283,-0.572715156987027,-0.549891584931871,-0.98928772035899,-1.32172187958001,0.273834990964886
"SEPI_Nd_2 (GE) - TPM",-0.505823530685791,1.00548303739801,-0.316724638110711,-0.403813761326843,-0.393949897716369,-0.0130820086415037,-0.11587417093843,1.15507961244091,-0.379730954926386,-0.383171133541753,-0.365517349506882,-0.330803467377027,0.206122870862896,-1.18957049772001,-0.166216395376679,0.895754404798409,0.0402002047809733,-0.387688525126124,-0.507430681203867,1.3371028110823,-0.307098088517561,-0.303360448722167,-0.512639200745467,-0.356378904298746,1.056545681621,1.06475036847523,-0.345188830144255,-0.526707054714741,-0.116186712738659,-0.872062409051416,-0.519491643089734,0.386080520037057,0.888829678791218,-0.768155551672089,-0.313010326620915,-0.515620754241502,-0.62820834119987,1.5271917164635,-0.11959248357039,-0.11524826514635,-0.243331666314953,-0.0136216722528523,-0.190707608038806,-0.780694689086038,-0.528969821759859,0.107023021572184,0.419261120716891,0.638665438010835,-0.35288293983372,-1.32952753339791,0.941841866502152,-0.323695118753616,-0.358760738996871,0.0840730627585196,-0.29244920387209,-0.363262378608629,-0.291314732445864,-0.102504240838904,-0.309162173997083,-0.146516344000535,0.718132181678039,0.59699409047829,1.05126678515776,-1.02991297937747,-0.932348304607247,1.029254394668,1.46422254555977,-0.330309838034504,0.615227154244669,-0.231628600220715,-0.355300507136033,-0.517092028432087,-0.413855321086102,-0.539723994206985,-0.407972342755471,0.480588399218592,0.58258376031629,-0.502397064373182,-0.504327211038067,-0.468453474132839,-0.73497039657125,-0.375917354606358,-0.896821505036999,-0.456546445190294,-0.494924853701484,-0.640784234988545,0.211467007972428,0.189786977985824,-0.396225990574423,-0.456653455494235,0.0546452600715285,-0.910384197770967,0.868405633799028,-0.977609801554641,-0.516382005600859,-0.605281965268145,-0.925603437214098,-0.0487092633032585,-0.853252919358444,0.0633240597346182,-0.221306052857173,-0.231230739742127,-0.192855509615803,-0.237005418954167,-0.537442857703471,-0.601639553426314,-0.460208242406714,-1.00192108928227,-0.779225968184405,-0.606215320646094,-0.718722269633096,-0.856739166129176,-1.35443053839033,0.0912997311727593
"SEPI_Nd_3 (GE) - TPM",-0.50776698482936,0.087221613296301,-0.292823611431381,-0.109507441250856,-0.259768056239492,-0.246374974485067,-0.159955034760757,0.483709381795051,-0.241802477868443,-0.37980744376622,-0.355104464221882,-0.347230512454087,-0.12099858997462,-0.684861303093836,0.154282394481856,-0.0487336781054022,-0.262049239896982,-0.397117680905844,-0.50998405901711,1.4856305544811,-0.300428650096457,-0.317255579238004,-0.724428895384042,0.149927512109482,1.13403993358281,0.962966885627767,-0.546689404661589,-0.491617892787934,-0.673439367092094,-1.02202750801106,-0.493771798319932,-0.0512321862097517,0.181659142992949,-0.289854626277464,-0.332729405645207,-0.509473071190984,-0.138862842212273,1.3519324214544,-0.380142925205065,-0.19810667369762,-0.449184184575579,-0.112753769520442,-0.177746779920225,-0.497532384945209,-0.736393649649652,-0.679683620473399,-0.187377428821408,0.390513556832198,-0.374341218277966,-1.10337981405835,0.133366815331005,-0.319577659023879,1.28339489594536,-0.52645790661591,-0.290158936036806,-0.504462684518825,-0.291233689650094,-0.0179325583107129,-0.2769438929375,0.238214448865514,-0.358234210010089,-0.218867766075517,0.285887862731345,-0.829917649787184,-0.83715301518458,1.06182819102314,0.440992741708612,-0.337155305490125,-0.0886922672204527,-0.793845810452759,-0.644404312420205,-0.490798806692962,-0.446902762583506,-0.539723994206985,-0.35880624054822,0.624465783799736,-0.401344564938924,0.122811975020576,-0.0961985711182492,-0.34728575343726,-0.513465539440514,0.0867982542858999,-0.293520281917284,-0.456546445190294,-0.494924853701484,-0.640784234988545,-0.278905256224882,-0.676115031147519,-0.466092113321459,-0.449838502075402,-0.30634218983875,-1.37662244030744,0.698387376438389,-0.891509698268634,0.764328154840338,-0.232219464268011,-0.13298903438462,-0.162629604630787,-0.948731254035369,-0.128004121848191,-0.448529170789975,-0.248779963268887,-0.226363704212709,-0.274090909334606,-0.578605901943442,-0.526713870857801,-0.54393553176784,-0.792595835728073,-0.85339646697773,-0.761223023112077,-0.738027574947162,-0.65906918040877,-0.543584684281939,-0.262363596414144
"SEPI_Ns_1 (GE) - TPM",-0.555530020565417,-0.590601328984775,-0.445637605989025,-0.333618223355764,-0.718066028676431,-0.347880292841484,-0.312699396526795,-0.63492040968404,-0.193320115580424,-0.406168946098418,-0.388956376111787,-0.383755763745935,-0.431489829145551,-1.20985804979061,-0.150158890009962,-1.05046126841052,0.0649750793404466,-0.395733366505635,-0.507975343575852,-0.199032822827134,-0.302346014231148,-0.294435213832886,0.397883056491904,-0.831172413886045,-1.24862533661095,-0.845966597334294,-0.5217855851228,-0.521440516326185,-1.25805571575217,0.186375823958662,-0.593646914057306,-0.407259421666346,-0.403205414339023,-0.643534556769902,-0.350722879888272,-0.37123970464979,-0.966207107242446,0.0871841345691837,0.198062136373301,0.294772969708425,-0.26013159529008,-0.301828509113718,-0.610790057344355,-0.744796290011906,0.252623236514903,0.71080404596871,-0.251490342332503,-0.621464605981055,-0.46518140732788,-0.294120224194502,-1.17063418240495,-0.319803781025816,-0.103466943403834,0.94426730841415,0.877005328822104,0.906318729274504,0.533976187031359,1.06840506668816,0.74992906240793,0.0652608432899356,-0.125113668129488,0.290474617041022,0.193206871852751,-0.152638002315425,-0.251082681283472,0.271750164266031,-0.0372460102330576,-0.244774577941664,-0.761875548537588,1.13596428999945,1.14868045516647,-0.581296196350336,-0.511182342614629,0.0634059145803973,0.137852615244831,-0.20975215729621,-0.1937943671304,-0.269288891904185,-0.918239948043624,-0.611485800452645,-0.778006565462915,-0.202220396206765,-0.204481381872757,-0.39094770360851,-0.102896590896867,-0.261566793629329,-1.00199172816779,-0.337788974075483,-0.569763841617746,-0.506314279166917,-0.934775502305659,-0.52179633458633,-0.171259147211615,-0.646477119747008,-0.242264191717347,0.941221677380737,-0.914568059351041,-0.340178932491395,-0.512609679149854,-0.700591279847316,0.0171920727310083,-0.389463098731923,-0.371971407934678,-0.355080943619675,-0.812825837331244,-0.752965745223791,0.521774459749542,-0.0723690330908551,0.114451649217214,-0.174347640229844,-0.22706266599483,0.0409055821868001,0.410793637448332,-0.649153925491595
"SEPI_Ns_2 (GE) - TPM",-0.537033928092013,-0.117838777372854,-0.445450808134702,-0.448307143203003,-0.331157482407463,-0.339954084560782,-0.314854895490363,-0.449331279824238,0.131877785681332,-0.406426412910487,-0.389508723978074,-0.386949577530952,-0.388883841976394,-0.72914089310509,-0.306816094677521,-0.469575217074052,0.475671892112627,-0.393348851697364,-0.503332980637366,-0.13897507792586,-0.301818394029702,-0.299312633847547,-0.0814256904644913,-1.16371878841355,-1.18601769915471,-0.799472004276461,-0.610052074333903,-0.50484444641737,-1.23643237632433,0.106645325893578,-0.6252823169891,-0.441127075411725,-0.49845163322579,-0.739000321842377,-0.354778725491484,-0.340929605056741,-0.852922496547477,0.185391410921987,0.200683762712077,0.365068354561801,0.397632300700885,-0.335303401979702,-0.435591263890183,-0.468566426566058,0.472327442402543,0.674395233846106,-0.404560214178693,-0.580057717569121,-0.481293690963265,-0.144407345657086,-0.842059796414119,-0.326572883442742,-1.24516578005667,0.693032080128181,0.876566509096208,0.356788074669675,0.721560509159232,1.30116039519675,0.50464906595549,0.197190267142523,-0.306099451088969,0.330699611373565,0.117206733966607,-0.144491419038698,-0.0353868107644909,0.309424655277641,-0.344363186943817,-0.107185294509821,-0.728592531308969,0.82912475302793,1.07190306622772,-0.573108372202202,-0.510680782486791,-0.024927422925661,0.158892732332491,0.190519688309549,-0.755625825593462,-1.04514868521971,-0.775043117289577,-0.57887800142721,-0.785441441253364,-0.316795762097504,0.310158101979761,-0.330566096319889,-0.160312355390328,-0.640784234988545,-0.391616826312613,-0.697329460647104,-0.532653012094275,-0.506030580312558,-1.16725258013028,-0.82080647423385,0.136282095260288,-0.556660418028859,-0.400556629646779,-0.92791083006032,-0.121243773498117,-0.539358538537602,-0.0676988776634505,-0.641702343043204,-0.263114926212052,-0.387491319116866,-0.373622952935032,-0.353675956519139,-0.826074473546952,-0.74339172662353,0.301337390464612,0.226274388701323,-0.0045161880888961,-0.264886450737927,-0.164979250516088,0.109758630591693,-0.0921941726910134,-0.709029429771362
"SEPI_Ns_3 (GE) - TPM",-0.512415911901198,-0.0436946376214518,-0.44233109203708,-0.550333905234603,-0.464914849121886,-0.336303773759658,-0.355936189896361,-0.734053439438463,0.00292427289022216,-0.406929841791978,-0.382534268998092,-0.385157465761979,-0.445128672707188,-0.796269313598359,-0.695649090723594,-0.693609865043019,0.440720502753971,-0.391453076551354,-0.494399614319144,-0.290048184162179,-0.302431806603473,-0.28426257669083,0.348560423737484,-0.283494106599908,-1.18433812718344,-0.930424801566985,-0.403853633244587,-0.414360631520155,-1.10845157597607,-0.10015479778961,-0.595347362124612,-0.481325904866576,-0.471625436511236,-0.178489166533215,-0.351501695392126,-0.341701892075327,-1.05342771593217,-0.294451017381569,0.298739891840009,0.220901479266002,-0.192682028618536,-0.249895593058561,-0.503741601084784,-0.405689235578892,1.0398214079311,0.520131080164864,-0.24099304714151,-0.569504628327723,-0.465582291514655,-0.0926448154703894,-1.08943649139509,-0.324979895487834,-1.24516578005667,0.650560260867067,0.740327018586289,0.599024595902828,0.590962102979805,1.0440108699985,0.518593342199419,-0.166518670464532,-0.34604350005086,0.535739957055644,-0.56606213099931,-0.402220863744285,-0.101535683008194,-0.446471835889051,0.11645439090116,0.100801508828154,-1.05943768524914,0.965677514097349,1.50879260344953,-0.59614926421657,-0.516630281953935,-0.539723994206985,0.160169400433701,0.0480750058585416,-0.310028434216419,-0.78594749102949,-1.01514225625149,-0.678761473124699,-0.795806781425064,-0.431838357676947,-0.737197967266563,-0.315452209032364,-0.494924853701484,-0.640784234988545,-0.950150951420105,-0.817147314632702,-0.543920358998361,-0.509310203235326,-1.04278009718396,-0.578304985355265,0.531159216760128,-0.491802112125279,-0.853157653380833,0.225061616134322,-0.724077015470557,0.0561647119085984,-0.616402127105529,-0.590131852310078,-0.190333278907774,-0.389600539869426,-0.378570851411495,-0.354757767249786,-0.836016961948907,-0.745613541460652,0.0742500247493988,0.308930705313117,-0.198992088770441,-0.310097177220429,-0.265468621492351,-0.0429017024352443,-0.325330873426062,-0.355131586202483
"SEPI_Oss_1 (GE) - TPM",-0.403876778447208,0.516990852683532,-0.407911329099494,-0.612707116598746,-0.435718111671392,-0.368217749627417,-0.328443942359106,-0.348665505319384,0.189728157932455,-0.408997315469267,-0.387290409908729,-0.378317737988983,-0.435281044284796,-0.947128879310192,-0.428343040080591,-0.420509963069693,-0.400291224566836,-0.398559798262717,-0.50820477704259,-0.85682197977068,-0.304879532771723,-0.325406885995029,-0.27621578388254,-0.837657323713224,-0.676379393336382,0.108979441962582,-0.645747223280233,-0.542338910760689,-0.0192613569072595,0.38982349836144,-0.343441974982319,-0.461711264070438,-0.350252105112049,-0.434864807812087,-0.339985483319004,-0.498806258657478,-0.404667415332444,-0.325768036102773,-0.261505834648843,-0.247115028207422,-0.73755967964812,-0.110088859393014,-1.17335289036362,0.0608632674963531,0.155957268196808,-0.862890785856531,-0.470008605134841,-0.784131861064286,-0.370804111852991,0.123357832251799,-0.493628219686901,-0.317230610961129,0.104301250575326,-1.28997162395312,-0.608238581669842,-0.447878204089559,-0.316161474005283,-0.519215567372367,-0.309301479313963,-0.273365184031371,0.462950192358617,-0.728788314929158,-0.626437217249519,-0.345293471149765,-0.0310305044803303,-0.424150393392934,-0.347944315135589,-0.616287678587625,-0.767745656444825,0.329283600858122,0.109436408318673,-0.480311569243118,-0.389093958187856,-0.539723994206985,-0.456626333093857,0.993436365136937,-0.562500451105709,-0.360969728674141,0.0315369349356906,-0.352098224241536,-0.474163531807976,-1.16837013257525,-0.678680375757598,-0.328839258350354,-0.494924853701484,-0.0255692746474047,-0.701886789338246,-0.152601578681188,-0.145937163164762,-0.473493703595425,-0.501874902273395,0.183511533876168,0.391170779356871,0.0400650650251575,0.36573781277819,-1.49621688345015,-0.909134175261649,-0.3988387906408,-0.0600074595167522,-0.563104390918704,-0.638474480447776,-0.326064765328801,-0.310379849953262,-0.30672994655074,-0.0655451324630059,-0.409569971511926,0.153771690467364,0.261284827986931,-0.0353390789645877,-0.246116127422358,-0.186247221786655,-0.364435848550102,-0.417501175967387,1.24786973444753
"SEPI_Oss_2 (GE) - TPM",-0.426718513684143,1.58250086596042,-0.382467278970237,-0.503567546014992,-0.281491171755374,-0.325421735332703,-0.329287081773678,-0.91555733872191,0.0461562033693361,-0.396126581995751,-0.387530440148573,-0.381265747048647,-0.595628722278417,-0.577650864576271,-0.357095771758756,-1.60417483849325,-0.229306487790906,-0.397370171092585,-0.499767700023075,-0.903733258887415,-0.307342551034479,-0.303107932502494,0.0204434327389283,-0.674127741821358,-0.807547377827486,0.0339927797164336,-0.593987148400566,-0.328375340733237,-0.411030788972312,0.580853845322588,-0.341879318639095,-0.434047843655752,-0.485703879836771,-0.571127928862857,-0.325263816323747,-0.52376464736062,0.464265022454671,-0.514644195415837,-0.353209786271185,-0.344591434920308,-0.325579347752205,-0.026922105838076,-0.173639880821458,0.176913701775018,-0.319309649044077,-0.744058022395936,-0.718320274129414,-0.520839887527591,-0.429160041783464,0.098781709674833,0.0545026933633547,-0.332128357088951,-1.24516578005667,-0.998656432296277,-0.659084041347654,-0.415296499964069,-0.352305143018925,-0.713265288871254,-0.352776427840407,-1.01417387880545,-0.738956194315789,0.0991365678076798,0.0688487265092651,-0.384106323361028,-0.282616733348159,-0.864653955901567,-0.510355348746489,-0.666221328132077,-1.04767968142133,-0.385370493423523,-0.706236627840532,-0.480770221570021,-0.359985910489289,-0.539723994206985,-0.4836849033147,1.35105829734794,-0.609751406895001,-1.15375375392002,-0.103866235434401,-0.392145435472788,-0.438249776691119,-1.04654484403274,-0.26439275368045,-0.0603030202376549,0.689081255152522,-0.640784234988545,-0.169820623139013,-0.54707275242515,-0.0322184438667376,-0.474925448771045,-0.190637084972922,0.424642223349158,-0.709043947545384,0.27374288804376,-0.191789545049637,-0.789102755701273,-0.693370146160131,-0.590025154121028,-0.00153909892159001,-0.62098923920264,-0.790937634313138,-0.314603810588991,-0.309456128928251,-0.278207114539432,-0.20175255295634,-0.329690998763241,-0.251621099820867,-0.076153272246921,-0.348866686858657,-0.107074024895389,-0.0727588098631397,-0.453283747060281,-0.346076479483576,0.538613178360709
