"","GBS_RS00020","GBS_RS00030","GBS_RS00070","GBS_RS00835","GBS_RS00890","GBS_RS01225","GBS_RS01250","GBS_RS01265","GBS_RS01795","GBS_RS01800","GBS_RS01930","GBS_RS02005","GBS_RS02605","GBS_RS02740","GBS_RS02780","GBS_RS02785","GBS_RS02935","GBS_RS03040","GBS_RS03080","GBS_RS03350","GBS_RS03525","GBS_RS04215","GBS_RS04295","GBS_RS04320","GBS_RS04430","GBS_RS04525","GBS_RS04535","GBS_RS04585","GBS_RS04605","GBS_RS04770","GBS_RS04775","GBS_RS04780","GBS_RS04785","GBS_RS04790","GBS_RS04795","GBS_RS04800","GBS_RS04815","GBS_RS04830","GBS_RS04885","GBS_RS05050","GBS_RS05055","GBS_RS05080","GBS_RS05165","GBS_RS05180","GBS_RS05190","GBS_RS05230","GBS_RS05235","GBS_RS05475","GBS_RS05520","GBS_RS05525","GBS_RS05565","GBS_RS05875","GBS_RS06160","GBS_RS06205","GBS_RS06220","GBS_RS06260","GBS_RS06325","GBS_RS06340","GBS_RS06365","GBS_RS06375","GBS_RS06380","GBS_RS06385","GBS_RS06390","GBS_RS06395","GBS_RS06400","GBS_RS06405","GBS_RS06485","GBS_RS06510","GBS_RS07510","GBS_RS07945","GBS_RS08060","GBS_RS08215","GBS_RS08365","GBS_RS08450","GBS_RS08755","GBS_RS08780","GBS_RS08955","GBS_RS09000","GBS_RS09020","GBS_RS09030","GBS_RS09260","GBS_RS09265","GBS_RS09500","GBS_RS09520","GBS_RS09525","GBS_RS09530","GBS_RS09535","GBS_RS09600","GBS_RS09805","GBS_RS10055","GBS_RS10060","GBS_RS10145","GBS_RS11500","GBS_RS10370","GBS_RS10640","GBS_RS10660","GBS_RS10695","GBS_RS10900","GBS_RS11045"
"STAGA_As_1 (GE) - TPM",0.103975986454123,1.34580646011854,0.823633336756576,-0.652355065274819,0.96869659365966,-0.645892413244316,0.583374011348775,1.06395325036736,0.232840277422419,1.65342792019664,0.885517806805613,-0.612542376549242,1.41849770752068,-0.851358971090217,0.26577072736131,0.90983732162835,1.56093422702144,1.02958438485696,1.70530962879979,-0.826912002855823,-0.546321576097839,1.77478089101572,0.454947874043387,0.28792834238998,-1.18985125793515,1.5268655133995,0.960260632792721,0.158324390662176,0.660257502427197,0.978384349484049,0.788934557200583,1.50722125444035,1.49505683776255,1.88598539453114,1.74158176128468,1.51054794361556,0.38922337834544,0.976965778165382,-0.866161395018151,0.822011895213653,0.186859053468511,1.83686735939118,0.531243153557951,1.99260203070804,0.669051365440143,1.14395657749111,0.909923784040721,1.21424549574093,1.29636109675468,1.07069054385519,0.245717029015139,0.954645250756114,1.13350553705536,-0.167670136128252,1.70288612065494,1.3872386528075,-0.640931322879521,-0.567174980140989,-0.462969175088297,-0.705870044156128,-0.756328989332169,-0.750392990102134,-0.688227711659267,-0.895586316136346,-1.04485924214953,-1.09648383861711,0.906715629546617,0.9879579411967,-0.0665681913234391,-0.295904669434867,-0.802815942495125,1.9867384818655,1.21372741146685,0.45414433336522,1.01512888599804,0.708583421015234,1.08477883865027,-0.57300596460835,-0.340943566031824,1.34960278182548,0.324747357031689,0.48373173993243,1.00574863437081,3.02598636770441,3.06070073421039,2.78180984224098,2.38559747098813,-0.557496699647882,0.915462094269489,0.251690011539546,0.559648413575875,2.66239058026733,2.22991458239288,1.01879282932838,0.976245056598791,1.50237906577232,1.16317377724378,1.10076632992142,0.971703873999435
"STAGA_As_2 (GE) - TPM",0.464353573454769,1.35855778074887,0.481979092065135,-0.640310278629035,0.637938266133668,-0.595605115821367,-0.714760492739329,0.891380386020468,-0.0758019114444475,0.577836055524426,0.774071964910718,-0.612151264425064,1.22172186564487,-0.828781508465771,0.611583947573097,1.15852417931338,1.01578361310791,0.786527137242802,0.94780053805143,-0.82067304529619,-0.601784303489845,1.0980649608618,0.742905418325797,0.590307304237146,-0.937028813104062,1.62570546087321,0.974160579378296,0.521307691394784,0.645273869089292,0.976082809887127,1.21384513745393,1.30601188001929,1.5486169303804,1.55676862923913,1.55825461467132,1.26316359746404,0.383781448250901,0.846083152108207,-0.867068533430081,0.611716583702495,0.393768824567609,1.94929389490037,1.04213407663801,0.728011033632412,0.491440845380357,1.126090857737,1.19505206966832,0.791070780368538,1.5289311049331,0.812182045719811,-0.357652280020153,1.26180169859454,1.96178100732012,0.786038007274436,1.79214920224622,1.16798411692189,-0.66099527352007,-0.442762188487199,-0.54630201029177,-0.709174110602405,-0.758165658566557,-0.752687346103665,-0.694675717700374,-0.89623743938432,-1.06150062220318,-1.11534247763144,1.25960220660633,1.12022653442956,0.521638703550179,0.0647602715938099,-0.684212602737817,2.08563996953867,0.69833987120223,0.574885070548788,0.818624898219267,0.947836131921001,0.854442680763583,-0.57240801322183,-0.376071238002444,1.09939605250228,0.841417117769104,0.390726936965349,0.909735465855618,1.95087740510359,1.02128608140199,0.913369615729817,1.30546973128674,-0.547421292933485,1.50898835422341,0.564224028128152,0.918065903088774,1.17827463468205,0.215527140548681,0.814905881411758,1.10155242869982,1.17935011297316,0.980363595844512,1.08807829478617,1.25202535168673
"STAGA_As_3 (GE) - TPM",0.583360872013064,1.09520995580393,0.517783634943635,-0.631596468786897,0.960321626349393,-0.593813432617165,-0.825479730558314,1.20932500987685,-0.318682463004311,1.29520183263308,1.15423425198484,-0.618827485314669,1.46927143633996,-0.998953987523007,0.88317977938512,1.22761545027027,1.21971398913665,1.17421200257179,1.57217785473808,-0.678608685228386,-0.613692580460151,1.3315630438008,1.35216160017369,0.316208380449312,-0.888192459643627,2.07538278852751,1.33274401502871,0.757946703802136,0.460459122145723,0.946620819021974,1.69804253421263,1.60246346057187,1.8154659004913,2.05656048175686,1.99274671173055,1.41326013077682,0.626601611497642,1.46438770026463,-0.706409381196451,1.0703052816323,0.250701704335032,2.33923705075369,0.874103307561993,1.49923266749088,0.827734305453823,1.71120439768357,2.09239121329494,0.799315623575172,1.74020359268405,1.38511200114575,0.24182479817127,2.01077533118375,1.424125187768,0.665126675117615,1.41779131622371,1.58159700123916,-0.636038137940756,-0.28256634185011,-0.586884411929573,-0.709685805633363,-0.758537516207807,-0.75192845735812,-0.690787764878528,-0.893747373887271,-1.04927638542115,-1.109232358254,1.04926918646666,1.51102883942484,0.159409972266356,-1.13740663618249,-0.0663972505291845,1.45507654253471,0.527533741286021,0.33576280844893,1.14189276667835,1.20377066761103,1.33665131424662,-0.585004562412103,-0.236547441109639,1.29794056926404,0.500082030312492,0.732367657447897,0.821968009384552,1.124985888418,1.68079535221125,1.87181866065187,2.04598771610435,-0.542872353537689,1.08024704733949,0.698275923724767,1.36826830278891,1.69895334451847,0.346697700163257,1.06074354682167,1.50526203903419,1.06621988785413,1.61831685555374,0.566621433263133,1.76310541567284
"STAGA_Bs_1 (GE) - TPM",0.615991172271554,1.24672448468166,1.3906240577436,0.0221150988651357,1.09835225326069,-0.556244605299055,-0.620028643358141,0.871509594290496,2.20295637522405,0.74126288756537,1.46155258869524,-0.451908990941091,1.61638085231601,-1.58132733117281,-0.275902032982165,0.546922192276583,0.556110797212999,2.18651741123116,1.32575386577353,-0.603644934839159,-0.390850732414495,1.56712897051264,0.258903543018328,0.93238503699246,-1.05108178002441,-0.577763362539907,1.54861344131968,0.0844432959978191,1.97554566873991,1.04216200663408,0.00523999590945554,0.302266525088461,-0.524696386133254,1.11071229205378,0.872280188732939,1.06419074596879,0.864477015021444,1.67533144178748,-0.745038784778642,1.56835023649039,1.14577636168988,0.584167854591981,1.90307127875717,0.0459413589610535,0.885710065474944,-0.522304832729397,0.0111991246882421,0.851453801915823,0.719603626479785,0.754312704646384,-0.280146754443306,0.250903826570951,0.348606115236535,0.971103925947262,-0.160699205217562,0.086754489488612,-0.320737084106211,-1.5628199476384,-0.724162000643704,-0.588899211652989,-0.503800806517677,-0.528244726859472,-0.514924176710941,-0.597618601093789,-0.561695712394854,-0.424267362624739,1.07229048410884,0.358643555229121,0.0164038477582399,-1.71703018406382,1.16539785838973,-0.383627715645975,2.1106338884568,1.49360824457419,2.84895664627443,0.116434499274615,1.4534333223335,-0.447118372623047,0.078536465467628,0.621709830356202,0.100380661602405,0.638295242306463,1.40204928320021,-0.620728385801908,1.16174808047675,1.52709631660843,0.413081613513797,-0.517737554675047,0.911484679086322,0.67636824929103,-1.34479915691529,-0.175115486650631,0.626269366564875,-0.318966607442573,1.17843947037652,0.261376551397261,-0.767105965054426,0.69378630928185,0.222065237777278
"STAGA_Bs_2 (GE) - TPM",-0.597769836313108,-0.467591242889381,1.5227282474151,1.25215093357639,1.09608497910944,-0.170896334022904,-1.20408428653822,-0.262374074196819,1.51330674331599,1.05866745122414,0.0350133078845692,-0.136147018196365,0.736878084321355,-0.556022178044707,1.08207456407792,2.2075560120688,0.328752987858528,1.00339716101816,0.823628579755746,-0.518828479159191,-0.192870055722961,-0.115681969801029,0.862459280956636,0.817879450455505,-0.712862098672234,0.352472353181321,1.630330588222,0.189191763038507,0.849949271915467,-0.424735719142132,-0.294249286320929,-0.263666063933095,-0.442143903474641,0.442481723791336,0.0922616290823653,0.708358339068629,0.062663557213974,0.670458100343964,-0.72306525419322,-0.23057500661436,0.242799688429694,0.492718920915694,0.275760561176078,0.682097753378706,2.69388216113201,-0.172327736572777,0.0776214651762743,-0.10132607736936,0.363960772141069,-0.0278386377597465,-0.38011438335031,1.52258401781331,0.51559951577017,-0.365517668998536,-0.231537303967181,-0.578754969334671,0.436810471917317,-0.970561567810314,-0.800237974325618,-0.212547092343449,-0.0941096867316866,-0.0956179768160119,-0.0110468781023052,0.0153680884684542,0.0887465391432416,0.505385957194203,-0.105622630436763,-0.230349385916844,-0.707394087872073,-1.6569033267743,-1.21977363864006,0.250240765073339,0.572456234961324,0.115146128668584,0.124673060429783,0.142929299800331,0.371991757104583,-0.104993396898349,0.823082597968249,1.07565095854204,-0.767387872181699,-0.0301116654905367,-0.0579664245757107,-0.388405739567541,-0.0841395856565607,-0.142507709569293,-0.122040693738127,-0.511075399637628,2.08130154655037,1.15165681917716,0.174066054587536,-0.895323796764956,-0.582447384425413,2.35241720818355,1.32152459277343,-0.259105341384556,-0.456846881463264,0.313323699631805,0.618789490048813
"STAGA_Bs_3 (GE) - TPM",-1.35748966514161,-0.320949780899733,1.62745037328569,1.69083981696394,2.13619673061271,-0.269132904700133,-0.53026982531753,-0.504760254977252,2.29975853467176,0.985540200521981,0.335907798510621,-0.0172531693360079,0.435023111319372,-0.59634844003975,1.07040236172971,2.13056807193178,0.501236739933598,1.06042978114185,0.590303679739585,-0.241417883778509,0.0913525043192548,-0.378639075996505,0.900785019584779,0.350295913128708,-0.554444566772728,-0.524920180645863,1.26875156216674,0.0129231466693298,1.01735286892427,0.415756894259452,-0.405408206426632,-0.646089867352907,-0.163128030208364,0.45859033194294,0.0426771093602359,0.562771601184336,0.213595817480361,0.497217697271072,-0.620523813523426,-0.440519096583505,0.0815846246816897,0.85873818970937,0.0299227829118962,0.940099089874359,2.66766113810019,-0.24885990741965,0.181767293770874,0.059830794489324,0.706052688504794,-0.219577776547082,-0.507843305743181,0.933250706848321,0.418237540919362,0.41044405892183,-0.204440507210337,-0.467604411602944,0.63660539917281,-0.995545193952667,-0.831176245151986,-0.10694442191695,0.047624626851696,0.0078981640216773,0.0808909236529764,0.111149842455338,0.408124951144017,0.755263947489234,-0.265121298059083,-0.493524898639611,-0.486794632229305,-0.725364528216145,-0.410534480335426,0.230442801937099,0.713713488086044,0.131729935640732,-0.0280193596990794,0.0854497331619745,0.0180766893264643,-0.0151121472254095,1.15015730123775,0.902566558048863,-0.789158584041907,-0.371369531445448,-0.172998406567899,-0.150227784845031,-0.887347778497185,-0.207430442574091,-0.601020156506047,-0.521055554494245,2.23021060819271,0.940224515473841,0.346707914964774,0.368031005156093,-1.05925075290123,2.60430640821053,1.95848436315711,-0.0995880328763994,-0.740890312517839,-0.22522039524433,0.643499244872147
"STAGA_Ctrl_1 (GE) - TPM",0.147318110145837,0.071646645285563,1.04184046305643,-0.580013220943118,0.0713261716375763,-0.532871103215595,-0.56419999028208,0.558255487645729,0.0707227192979344,0.107959725917299,0.338112163838849,-0.584437208954334,0.431888211880676,-0.767249903729708,0.347045011471057,0.0271407902215904,-0.024666419785787,0.452923329945289,0.597522839934434,-0.820481899994589,-0.620524374806641,0.612747839175319,0.889621054667471,-0.915900683087743,-0.311452870990467,0.364428930842312,0.301110774570438,0.22689979516014,0.631345191215321,-0.284170930588944,0.119828134665736,0.0127577020676428,0.440672559954907,0.309345433677923,0.147173974381451,0.355271034480098,0.25045537164466,0.651520234416075,0.370083486239405,0.116165839955929,-0.118454102377616,0.429561702183821,0.340963803891514,-0.0844156832516791,0.0833730765749415,0.503778190648854,0.211479263804161,-0.175914795654514,1.31582772544054,1.05462609433375,-0.349963759320963,0.865471399842121,0.442334099595623,-0.247745553703928,-0.123481504110478,1.14740476348905,-0.60027337283592,-0.599652867806134,-0.783679678937874,-0.66907399764318,-0.653980773472495,-0.631098733910898,-0.531959557774464,-0.482294615064012,-0.354081888001356,-0.201119043496937,0.786117729153585,0.855757109848865,1.26339179790717,-0.736492001835604,-0.275021171274955,1.08481706950785,0.255586685335068,-0.123525421874852,0.410191585098521,1.0872324194307,0.368916192508436,-0.569919029012639,-1.04279842766375,1.26831624418719,0.331681567155437,-0.12705937725805,0.507023231537802,0.171257759852444,1.57406637889585,0.706711464684785,0.132000141458745,-0.52721278348473,0.762210680662592,0.0605315948950187,0.267393762309693,0.353392714653004,0.0468338766467905,-0.128119564830061,0.237300253014538,0.222030410776526,0.869260487303563,0.676977817471555,0.560067917865688
"STAGA_Ctrl_2 (GE) - TPM",0.133600350552871,0.353772770135284,0.507948123948302,-0.673270662659966,0.819115497044552,-0.486708557449381,0.279401055035413,0.727407703859002,0.715616530246588,0.318305014004731,0.758224024844544,-0.555114000453983,0.492349599734207,-0.793938762253724,-0.602468318691729,-0.54678840603123,0.49864931280414,1.41029626336415,0.480585730005148,-1.20112511677329,-0.640275427983764,0.390397612213756,0.372180438847631,-0.559941769336586,0.0331021979219595,0.0484559362829014,0.530728914212448,-0.129873071821481,1.8893768857356,-0.00746802396727596,-0.198435630676607,0.21860214544116,0.0573402837627689,0.0383568181303052,0.335337985582491,-0.0618069355260395,0.914172447768672,0.71891225498399,0.468859030813066,0.493094877674359,-0.0144515556758488,0.196590662006861,0.46150087621114,0.35721351919151,0.694468542895366,-0.579635377808882,-0.675366995360909,1.78268999192817,0.789396935276029,0.374969198498628,-0.782361216138043,0.0199938435013747,0.557509571012161,-0.947273908355096,-0.165925949730872,0.078242348814872,-0.615717610469259,-0.902963494132201,-0.652701362715596,-0.663839663452882,-0.63156943326652,-0.629017497996566,-0.52599345517561,-0.507621990691057,-0.195864989599968,-0.126817048534038,1.35412922547095,0.786563481551777,0.287812039675888,1.13348178257195,0.586398530912251,-0.00421203151372686,0.244067057420772,-0.0760250724060108,1.35534440814768,0.0127781751084104,0.62131446345349,-0.537741479147119,-0.798939636715296,0.624230461159942,0.514264696210557,0.257215199838975,0.648238349570024,1.17727087000663,0.563604741254795,1.21084786811767,0.965213154011754,-0.530760902416259,0.325648414585731,-0.606467503761802,-0.708277461415703,0.374012280028535,-0.202792346349024,-0.096049930361157,0.618184859210049,-0.117691257697533,0.174090056405775,1.07741524473293,0.456333968045451
"STAGA_Ctrl_3 (GE) - TPM",0.373947775064248,-0.10187257492216,1.1081549586839,-0.640188118685405,0.538618703666995,-0.568033682790073,-0.197744115676124,0.566401655946558,0.258658448877692,0.354608176802006,0.407757210071254,-0.563791880699111,0.31783794909944,-0.456346213892568,-0.298171004257157,-0.357979109374937,0.263149002161003,1.03807157292458,0.7238946194162,-0.964316601903238,-0.609833268329269,0.452607072441449,0.316175820767248,-0.791538056177269,-0.301941844481233,0.320431271225672,0.443615103667874,-0.16406404886211,1.0763042483756,-0.285244594973155,-0.108767679607504,0.132114879560478,-0.0356983913494612,-0.0207456627279761,0.102597545679769,-0.114315823270631,0.517036086893468,0.785322899079456,0.339329821010052,0.208944554046442,-0.0915294965895431,0.581533207022869,0.269643251938066,-0.0716193846756487,0.560602581600251,-0.630752909820967,-0.230143091065621,0.434997841002101,1.07252013127884,0.960643429753347,-0.793499627795987,0.441339727757549,0.340212555539771,-0.621005756205413,-0.295091142895012,0.5604737719918,-0.624096839967793,-0.846168442974245,-0.773361445479525,-0.672087024233773,-0.63683904023656,-0.637516150761196,-0.530189570192339,-0.522825859034074,-0.248419158221034,-0.0345331319964966,1.23427990119271,0.601439604655333,1.08209119182199,0.28049881321146,0.399724483153923,0.829862307970792,0.643736817614056,-0.0825255375059969,1.00577579123797,0.0889298709543229,0.168988281395723,-0.547076434702631,-0.890800151705258,0.720983933339624,0.65923107094778,0.0880875821430743,0.916494549756072,1.08392088501161,0.532071453427302,1.26212778315181,1.16462679972687,-0.540488700389865,-0.0650582341407266,-0.395170715959542,-0.566025890187573,0.293842205941749,0.467213599547017,0.00899206302863912,0.31964778460525,0.000618113534451705,0.335872327331087,0.804668547772516,0.356950162921388
"STAGA_Li_1 (GE) - TPM",0.592124564669283,-0.0717227850653926,0.8008164125868,-0.594588567226963,0.155656527463625,-0.546608401571116,-0.645490102799772,0.0666359452655827,0.0770031262825992,-0.305181716040799,0.1526563222349,-0.537924147865579,-0.235637121189623,1.63163708584151,0.329398635046149,0.278985939890253,-0.471891898124671,0.155433503164973,-0.0639649037830596,-0.253384954724081,-0.551091146199479,0.409235810169351,1.43291310278726,1.22957778962698,-0.392943370267745,-0.71063794802933,0.2337572101867,0.67050895843918,0.325488037444838,0.200167127451884,0.64814279078397,0.553062855407034,0.516395929536646,-0.110109225283234,0.122644222956368,0.115088809895332,1.55456952144396,0.832519786307621,-0.686161553122,0.74007912527275,1.21497904723833,-0.453855533625664,0.546210185259256,-0.171485724603573,1.19859411336598,0.346329331564066,-0.316418383844925,1.06090887173666,-0.256119102197392,0.225373075869072,0.0810478234255374,-0.172608759253938,-0.266744007139111,0.759472676343304,-0.198087082738566,-0.551367936029114,-0.578076353333186,-0.644566922276722,-0.917563069812076,-0.612006883155299,-0.591629974776472,-0.609628321548612,-0.548876872575555,-0.656124143771306,-0.554699032638568,-0.297344878923685,0.298631490607272,-0.59222932976352,0.0563001958120092,-0.145782348972683,-0.613578963927248,0.259153770621645,0.718026871248487,0.606996383528064,0.759947625128207,0.762775286502353,0.28350843077134,-0.543542835985154,-0.322229815561544,-0.426250618685955,0.35042538659445,0.568619618383595,0.812598832979373,-0.214402563232013,-0.970357328243243,-0.976125941518176,-0.603977803808009,-0.509447884129987,-0.397493594221659,0.578845374652202,-0.152772199425181,-0.517412200367872,-0.748116584869219,0.316135531956145,0.402227765974534,0.992170627102422,-0.341024646702841,0.770269719034352,0.203391575857811
"STAGA_Li_2 (GE) - TPM",-0.0869662053684827,-0.147675157975523,0.711483766278586,-0.547092613392077,-0.201881642592486,-0.501035671892639,-0.82902017815886,-0.215171438023293,-0.58742436405093,-0.588808606678186,-0.123765707251856,-0.553361292225464,-0.244519507243491,2.08414044004222,0.859733745131487,0.563138993545393,-0.722086720356895,0.337165140284467,-0.00352220650482353,-0.144391561500536,-0.559216386064449,0.237938598982751,1.78185273845363,1.42390575553767,-0.0827310109417729,-0.860037017240499,0.0161895193126115,1.12875719029278,-0.159699078587019,0.782623835631511,1.24758564055415,0.345799600380354,1.10314214734758,0.280984150538525,0.19666767164596,0.261310879023143,1.40698415111885,0.73050242710975,-0.600154484194537,0.461519092353654,1.52170632586944,-0.328061542939725,0.670451124824881,0.0482461260392178,0.732752473115343,-0.100773213589203,-0.00390346995990553,0.506570200532803,0.0177992809634153,-0.139556776863974,-0.564221329537825,-0.062068977974691,0.0755089610854245,2.68326234762384,-0.0118119870512511,-0.333327857996174,-0.562778841085217,-0.411912753771027,-0.84613976078851,-0.615365393232916,-0.645445630578958,-0.627446890630963,-0.53304708893227,-0.641117547733844,-0.621877176058524,-0.521025708374592,0.0894473650277247,-0.686496902668745,0.299139548641493,-0.840594087039243,-0.311971672244572,-0.342060125612439,-0.294672410176583,0.443596867806975,0.520703359257837,2.02352658481135,0.218693088591297,-0.530703975731503,0.0804434449302252,-0.0269288279008134,0.913843402182218,1.1193931630844,0.494023503940879,-0.562321480650022,-0.732508292271103,-1.47285896470059,-0.540694878864538,-0.498180135424601,-0.0735202283727076,1.23624803834501,1.45463844710299,-0.482904374955407,1.35615979103774,0.108098149536906,0.481645543593904,0.395510404985425,0.213917671857814,0.21024426533786,1.05197023751573
