"","SPD_RS00120","SPD_RS00170","SPD_RS00750","SPD_RS02020","SPD_RS02150","SPD_RS02325","SPD_RS02350","SPD_RS02500","SPD_RS03145","SPD_RS03230","SPD_RS03280","SPD_RS03470","SPD_RS04010","SPD_RS04155","SPD_RS04290","SPD_RS04415","SPD_RS04495","SPD_RS05845","SPD_RS05910","SPD_RS05965","SPD_RS06475","SPD_RS06545","SPD_RS07295","SPD_RS07560","SPD_RS07610","SPD_RS07760","SPD_RS07870","SPD_RS07885","SPD_RS08180","SPD_RS08210","SPD_RS08315","SPD_RS08390","SPD_RS09215","SPD_RS09725"
"STRPN_As_1 (GE) - TPM",0.110953161175659,-0.622566780162379,-0.253925750200431,-0.529298726014155,-0.396878961413521,-0.24927678695563,-0.282032272907366,0.760993637783427,-0.481943909375956,-0.269190381037001,1.92282622703402,-0.76483103709517,0.533749801125383,0.259288356876988,-0.783103899783297,0.15790049247632,-0.22899168531802,0.182458338142008,0.957172518859039,0.864961950178146,0.147796095969734,-0.350381310254572,0.489421928594307,0.861964712515787,0.222443892840204,-0.716065444088027,-0.112658231205632,0.292308655250958,0.186978267371272,-0.202463319537179,0.0592710152691129,-0.762359908251492,-0.369702811185344,-0.770041335174446
"STRPN_As_2 (GE) - TPM",0.785279971651615,-0.591513560170524,-0.466293285859628,-0.234961380334614,-0.290139774928757,-0.15749524574786,-0.192676543842266,0.912206184139936,-0.546309777430274,-0.0563714625867143,0.423055267166151,-0.505168997966801,0.869723412488647,0.168543205707044,-0.699743668150464,0.36855405750058,-0.197234893577508,-0.0895406254955791,1.98004122368263,0.77937519281706,0.209304144907428,0.260932511200696,0.710624881004983,0.393331391186013,0.232849107129215,-0.774394507716417,-0.0569091734349693,0.445147157160509,0.207649001957024,-0.1338910186612,0.186940407642209,-0.116610824138022,-0.410108199780555,-0.691023913525587
"STRPN_As_3 (GE) - TPM",-0.262558475715077,-0.308832455401771,-0.4085989437548,0.126193202607746,-0.129408805738167,0.312390806887926,-0.0844287945827059,1.13267143940232,-0.0994008273474799,0.482163503087794,0.758157711010308,-0.12433876784681,0.640285738452042,0.48972811122928,-1.21835626209815,0.0236238211471575,-0.172606807981712,0.686347497700709,0.553508603906133,-0.158135715919337,0.733385622409683,0.466271482534675,0.240891291387087,0.65319047560343,1.77881833313603,0.847566238463169,-0.0815914213340423,-0.0716878398165299,0.107038087286336,0.409957498073114,0.0101007899306913,0.633231139902535,-0.801440878198155,-0.109480136124554
"STRPN_Bs_1 (GE) - TPM",0.745428957239782,1.22146553297885,0.493155659187173,1.17570708238629,1.33567293080496,1.05675324299223,0.389746743833253,1.80482495132281,0.694474435507109,1.50772112017532,2.76128627005264,1.845556867296,2.03954047688224,2.31993960951399,-1.00338901744125,1.51567160900435,1.56999929877463,0.487693857248672,1.62438434936154,2.53606139804746,2.24196060702512,2.07892193709713,2.10779572860763,1.28792522045497,1.21470108896782,0.512168795466786,0.664484443698448,1.5398481282968,0.452773057677635,0.775388252283056,1.45900272271474,1.27885763137593,-1.31685276762716,0.0758633090389584
"STRPN_Bs_2 (GE) - TPM",1.64968239279879,0.35303855116517,0.866391261154483,2.4028983765685,1.78969332227414,0.67920463372737,1.49604242810854,2.34573875806855,0.381917863162846,1.32137345758149,0.604492657279411,1.11011284255681,1.99527370269275,2.24572048939924,-0.799664177120781,2.38790522591583,1.99862766494766,0.499972310679549,0.787063389374226,2.49596453642141,1.29888472852384,1.88512495963026,1.84955367198819,1.84274278234871,0.988744637378523,0.917980141341389,1.46219346543123,1.51631789870199,0.897858165516994,0.745141066313669,2.70609622873604,1.56966592199162,-0.349904696945861,1.21675084077786
"STRPN_Bs_3 (GE) - TPM",2.38549607513499,3.49732757719621,3.97549618880531,2.35740702366146,2.19005880664329,3.83201605024045,3.3715665997734,1.52205937418266,2.87218257414104,2.55482516563852,1.97400403800999,1.43666915536843,2.92397122016004,2.43341980322135,-1.12768058378904,2.85424984353443,1.19621366838919,1.71899869773385,0.853088363890566,1.45142629346706,2.97113136713225,2.47008734970448,2.5738201572889,2.55416967146198,1.57593461025627,1.42633595729967,1.76667419332758,1.90488716184959,1.2703631130158,2.85075216271288,2.39791120906675,3.29257037213925,-1.68019687675746,2.74168624776331
"STRPN_Ctrl_1 (GE) - TPM",-0.663212777618705,-0.81992387663813,-0.561998976480553,-0.552376722947948,-0.68968189497273,-0.436892524922389,-0.514940976639145,-0.129526928455644,-0.597119565607149,-0.785841765367779,0.56083821442074,-0.988017171872096,-0.34719792544623,-0.210315307158292,0.517889008812384,-0.247588171988954,-0.5444593462345,-0.48539331632624,-0.537344795640998,-0.2326262954462,-0.262699334601565,-0.434501927815748,-0.362192856514136,-0.336441532248475,-0.253935841419707,-1.02292417955292,-0.506535282390878,-0.272385920373559,-0.419997323108065,-0.578892595353896,-0.489755965466364,-0.209337282448609,0.205002950037872,-0.57840616465743
"STRPN_Ctrl_2 (GE) - TPM",-0.75525166412384,-0.409941781953881,-0.459381970155286,-0.686035966214219,-0.652867141375754,-0.353402662855196,-0.467727902085692,-0.313363169430314,-0.616701940129559,-0.894587381549677,0.442437599081129,-0.819969341342902,-0.30671876059703,-0.331131727528466,0.55843564334486,-0.359554998551823,-0.601180724277429,-0.494194543325666,-0.652729146415677,-0.334895447917766,-0.264798303009209,-0.649967096333181,-0.336556009455632,-0.302851441504801,-0.229947908136434,-0.928640717845769,-0.499087347565957,-0.345396750388144,-0.611929197246149,-0.730226061437846,-0.50174537538518,-0.17634341516629,0.873797215780859,-0.70799104579465
"STRPN_Ctrl_3 (GE) - TPM",-0.362220604098687,-0.807964371554673,-0.553298083663503,-0.690411155101836,-0.613305981875776,-0.313411683729204,-0.487999569621748,-0.290540033281891,-0.606193419540927,-0.701356577048168,0.456472032403597,-0.892002725353136,-0.346220410062168,-0.279941991743123,0.439741261637955,-0.397412158115624,-0.523668466312094,-0.641299149941858,-0.759621089940533,-0.268770512242983,-0.293142140945424,-0.352843407463287,-0.294580206701787,-0.37833383090216,-0.171561608793053,-0.820874639316193,-0.510639015379327,-0.340364268248758,-0.617837855445303,-0.645963160775265,-0.576502855010172,-0.192994515152963,0.329903584972631,-0.631258819891765
"STRPN_Li_1 (GE) - TPM",0.341158836610849,-0.344019090673242,-0.0983663020785556,0.0858023004792873,1.31512275721685,0.348735676698496,-0.191849184274955,0.710941655682112,-0.407865982422336,0.756940275540951,-0.46989908612088,1.32990745760637,-0.00917791200369,0.343370767571956,0.88754017500858,0.661029269175063,-0.184722083162109,0.292282820268186,0.233022938396552,1.01715510932217,0.710237589703134,0.308699296515216,0.470391147885353,-0.352905447391102,0.845934365777912,0.0453600252114009,0.0739228128272717,0.143720844565492,0.829773163879533,0.40714406899585,1.34905441926941,0.764882080105441,-0.471815469971096,-0.305768214916262
"STRPN_Li_2 (GE) - TPM",0.286989360833471,-0.037246476339374,0.52244723455352,0.24883008612576,1.6575330779094,0.500887313049318,0.0425533126062503,0.233100374472062,-0.285037539688737,0.681615739807002,-0.624162266012937,1.41312614766545,-0.158373091701405,0.506856526497599,0.529007072873493,0.87936463003169,-0.117323905225798,0.0403586820398556,-0.0405827231613649,0.98119815049737,0.773728016707753,0.793142382879163,0.364016518869891,-0.588236847253483,0.449691141531593,0.0155117785905079,0.0883556899800075,0.259523295457305,0.994067438233284,0.286278003160803,1.24252945524653,-0.203556309576966,-0.0793726887315927,-0.108432185181546
"STRPN_Li_3 (GE) - TPM",0.146306702440949,-0.624812723826439,0.0823277122438011,-0.119793372078481,1.37136208605529,0.401442954680224,-0.216733382170521,0.65394703962399,-0.359410388282118,0.712857830655464,-0.51105599851171,1.43865362516412,-0.150966645637036,0.382729171117551,0.838414571217882,0.851399520511758,-0.249465797358654,0.289635952662096,0.172821466031296,1.01925498607341,0.650995960111718,0.264875764546967,0.349902312714652,-0.354510791751542,0.783023539318861,0.0597162191577984,0.0325489477587035,0.161018432984918,0.660803131916219,0.285018634624191,1.33095687425218,0.391339491077025,-0.137411200636229,-0.196824393385992
"STRPN_Mig_1 (GE) - TPM",-1.07790235498257,-0.742119503416894,-1.27239460832932,-1.57258873871171,-1.77402387277196,-1.30315864231996,-1.40775294536693,-1.5643565939627,-0.967731481768851,-1.56861924290854,-1.57218368555352,-0.823295465986557,-1.39107749694439,-1.44525901694124,1.7813847073698,-1.28846643289946,-1.15829484794755,-1.79263850957383,-1.22274607770375,-1.34403191638307,-1.29595005363036,-1.1069691273598,-1.82410658395638,-1.4590856695961,-1.83185742352685,-1.75490590870218,-1.63056016372225,-1.54619091791017,-2.02011799706445,-1.47425106105698,-1.18336344636491,-1.4417851625227,1.92461445413479,-1.33153042268553
"STRPN_Mig_2 (GE) - TPM",-1.39669384894123,-1.43313732090001,-1.20695432915074,-1.72817772892249,-1.75607646459343,-1.23997002965684,-1.3693875486555,-1.52924324131063,-0.942473272901975,-1.61801345622691,-1.53628749508194,-0.765169005584379,-1.32959864115037,-1.40721899490434,1.50985958914086,-1.2961541837898,-1.24535736740322,-1.90519371299021,-1.27205209755747,-1.24437811599034,-1.30625266923378,-1.11274913345364,-1.85439105173372,-1.44584015364547,-1.8695433739714,-1.77256344771178,-1.63830218292573,-1.52921714792392,-2.00548694720442,-1.27392525277025,-1.16564465911625,-1.74414618467548,2.21154904363137,-1.28108307451736
"STRPN_Mig_3 (GE) - TPM",-1.49543029179146,-1.22018412392323,-1.1320398493492,-1.2861981782899,-1.62697388291979,-1.21983294731353,-1.44733315300299,-1.56049544796771,-1.03426298701801,-1.3421682835695,-1.51237554802334,-0.849129423342163,-1.34395291663512,-1.40490453776567,0.807290916290221,-1.2776029942533,-0.960674671129212,-1.74678214958544,-1.25324205793599,-1.25697651317891,-1.26392657442349,-1.3953207512515,-1.49778496710863,-1.40184865811673,-1.75538487714535,-1.73303974569759,-1.58114945275551,-1.49392754835859,-1.91528888979326,-1.18987736635536,-1.16042143718082,-1.47719520550193,0.945249770369215,-1.35764547229362
"STRPN_Nd_1 (GE) - TPM",-0.730024882257862,1.05976526999798,-0.685447168220288,-0.527395055786647,-0.363872336059388,-1.08093422959653,0.141179576966401,-1.0639681283987,-0.423442441391298,-0.360633997491459,-0.208183003276195,-1.21966261644797,-1.1318506441884,-0.744310866409669,-0.860777963557355,-1.17864260443164,-1.32535948867791,0.0931568313851723,-1.0418387376316,-1.20514719284673,-1.15430176730091,-1.39612356327518,-0.961712754034763,-0.847047168103522,-0.713081027818018,0.471304496146206,-0.723994854308882,-1.13868471233528,0.182376151815231,-0.971089702147711,-0.55765072936254,-1.21521981884486,-0.357300216088327,0.363563181859242
"STRPN_Nd_2 (GE) - TPM",-1.00664860055815,1.15543445923545,-0.983495319470343,-0.613175096347532,-0.673315783414888,-0.965283830083923,0.274753197159015,-0.837052019660975,-0.84604117442564,-1.22664874894362,-1.01775728807317,-1.32080230473515,-1.29657923112093,-0.94123851716857,-0.999423070886426,-0.973924617866342,-1.68115340515692,-0.580898422893801,-1.01091183829712,-1.27472211092707,-1.23243667069485,-1.47995373760225,-1.17954123104168,-1.0677450448433,-0.902109384290242,1.01990906586454,-1.24870747978932,-1.31188206604022,-1.36682185669391,-1.03875032283632,-0.397325873872687,-0.646759099126403,0.348700837089439,2.07385088270973
"STRPN_Nd_3 (GE) - TPM",-1.26730312930785,-0.185615960148631,-0.550209778692796,-0.895279203482112,0.138977983181968,-0.996426359411222,0.0412041868820303,-1.07995985707908,0.350939461707719,0.266681633742637,-0.253380387424523,-1.2133378698542,-0.642781391365589,-0.988870378080087,0.44716797763946,-1.18932856976749,-1.21570133500614,-0.571207207041461,-1.09072231064598,-0.669809118218225,-0.963344645593598,-1.43697706610847,-0.494810303549244,-0.787219110422866,-1.05124446043973,-0.292024224307851,-0.816700501900695,-0.855919330402543,-0.13405760737171,-0.766049352721083,-0.781866907755651,-1.06657512764958,-0.394474518440082,0.0893331845091982
"STRPN_Ns_1 (GE) - TPM",-0.50698451437781,-0.828850694387972,-0.441337211093091,-0.248773786797077,-0.413445856450023,-0.269046001636064,-0.432930167316827,0.00808296641811755,-0.708361608890479,-0.822238371637377,-0.725906486305327,-0.765427122205723,-0.342884343136634,-0.112538329638072,0.836205357151794,-0.134025712664423,-0.622282207884756,-0.361527255133833,-0.633016425361536,-0.253778989565908,-0.520529954751181,-0.176867532557995,-0.29821112480892,-0.0962961309089336,-0.420644439420083,-0.128602297808682,-0.447103295313244,-0.345776394385284,-0.508907885167579,-0.468917226049775,-0.498400674588811,-0.437992885951447,0.926116618338778,-0.326952552702094
"STRPN_Ns_2 (GE) - TPM",-0.659713610592859,-1.14428084819555,-0.543824637521059,-0.0758147995176655,-0.31596894453631,-0.36885259902205,-0.543472235362303,0.22995988438437,-0.653043427805906,-0.822919988311894,-0.755276740718391,-0.572012955116651,-0.390994149267772,-0.147574512704128,0.847537143612835,-0.299816015466622,-0.613388087382343,-0.45654953994059,-0.518946588929264,-0.301796214671866,-0.555516833372474,-0.0971313561580265,-0.338975568083796,-0.231278051427636,-0.427538301105697,-0.0258254769864073,-0.353282912631979,-0.517799257461732,-0.512592528535239,-0.421413958571786,-0.508693702909402,-0.174778811361613,0.646733179789586,-0.523924029855101
"STRPN_Ns_3 (GE) - TPM",-0.252050807525251,-0.793626911445269,-0.670036726090028,-0.145247455289131,-0.322379354617125,-0.196644701421018,-0.489178332780173,0.0706231742950342,-0.69398443422289,-0.752297079492393,-0.738149892113109,-0.561826147069394,-0.34794844294805,-0.13446640897178,0.791223672305528,-0.226590277330878,-0.59010044468706,-0.415970239812161,-0.574479951467321,-0.336568115753148,-0.55951459270635,-0.300559442424662,-0.379909947817996,0.117084748860118,-0.374354768676091,-0.165469824997418,-0.400646862647172,-0.410460375570967,-0.606998894473846,-0.469218026729411,-0.425693053896655,-0.462319798120637,0.240263113315506,-0.34276558273426
"STRPN_Oss_1 (GE) - TPM",-0.380334818992923,-0.689744234400441,-0.553438251060221,-0.80037096170367,-0.679744120513396,-0.79336562247182,-0.66170956385191,-0.196223578881237,-0.897405089720304,-1.02061386329287,0.763940243137487,-1.05270471636299,-0.13371708759279,-0.240552943087988,-0.880290542825498,-0.186186928862032,0.414494246609437,0.436646061406473,-0.647255881699953,-0.269972237615342,-0.78642171637269,-0.824455298881579,-0.232915132750887,0.335966928544439,-1.12317019208497,-0.434569700104494,-0.337230916646506,-0.526904516718309,-0.789794346253114,0.00831608282144743,0.0103517343334955,-0.951270101413727,1.6528415364226,-0.734103980743021
"STRPN_Oss_2 (GE) - TPM",0.663001638669661,0.344203784237433,-0.175152961947992,-0.957834441847863,-0.558231466294931,-0.78474091544365,-0.761147976532558,-0.325922673996154,-0.982390675078418,-1.11058475233037,-0.409624264487401,-0.593585678236224,0.000107569669112637,0.209415436645659,-0.879775045895397,0.355847377706413,0.37986214913714,0.679594531555139,0.288364450294116,-0.352372600138708,-0.653613238124112,-0.720528399311365,-0.137437474065108,0.421282283756956,-1.33793692165623,0.0241861483683423,-0.192905412957487,-0.499709735778262,-0.873859285832604,0.319489223020633,-0.133508953970055,-0.195223737855078,1.50062776176836,-0.608286397575597
"STRPN_Oss_3 (GE) - TPM",0.532038227421415,0.0614470653848912,-0.0563622419408239,0.0891715771891446,-0.0818619338171959,0.0676790767526848,-0.0638845945207777,1.06167706703107,0.267755286102958,0.226371260732181,0.688612525416723,-0.393831454824367,0.207889239075691,0.687416508076162,-1.13420384913803,-0.153253121169677,-0.234149904258934,0.800360533862341,-0.167258189681512,-0.219364827794844,-0.0503418605101554,0.222287744638233,0.132783068695907,0.364796711159039,0.820737244765408,1.35216051752657,-0.157113967085929,0.162381199145195,-0.229350299683943,1.77798636656231,-0.266246167865883,0.48511555913984,0.873395511595686,-0.299810234401738
"STRPN_Oxs_1 (GE) - TPM",-0.455938690900383,-0.0589633759295037,-0.472000427439335,0.114665163154054,-0.489529581171132,-0.330277175094835,-0.486702208016831,-0.207756429730924,-0.639951144239507,-0.964000351738337,-0.258044873692525,-0.785091168966831,-0.542334756185083,0.0519984630414818,0.999444767182782,-0.38330131583443,-0.980923570778105,-0.27628326858209,-0.646552484388037,-0.455921602577861,-0.498077075997573,-0.65985851514808,-0.62611517433573,-0.303169588383453,-0.680835292798009,-0.428619095820653,-0.548100577854768,-0.601809341109063,-0.586956784539954,-0.813918301660976,-0.19501694065068,-0.457358808794874,0.0130627957434611,0.45553136239205
"STRPN_Oxs_2 (GE) - TPM",-0.460520224403792,-0.0858050415364942,-0.477636311156524,0.147541629165927,-0.528337915110244,-0.352557225684542,-0.410091636857344,-0.230407659804257,-0.61768479660546,-1.01397791011984,-0.255045437802631,-0.692328585348507,-0.593894254154694,0.000368838721609216,1.05965462643133,-0.436006513126534,-0.918520828390616,-0.185429318814536,-0.708922781076114,-0.486045722082243,-0.514556363723003,-0.649555006537646,-0.631949447728704,-0.333612011800681,-0.696076947320087,-0.459312129714862,-0.419264870173015,-0.605399163834284,-0.525133303099897,-0.760452717521481,-0.199238682893849,-0.522060354653636,0.0657559031512665,0.276356888334472
"STRPN_Oxs_3 (GE) - TPM",-0.559029275874283,0.0358674733820274,-0.185966764992294,0.360289399019811,-0.135742675554051,-0.128006846187466,-0.374065247116702,0.176208685524988,-0.394871508961151,-0.292697848315423,0.208758738563853,-0.619966057672604,-0.372940691289923,0.273173834301685,0.498419610165284,-0.384460939769478,-0.928014974033038,-0.25364947214314,-0.741666742704476,-0.646478592488263,-0.328899217389883,-0.60989685721407,-0.588357792024007,-0.244246857849764,-0.365310090390298,0.177829715673934,0.00463571787973609,-0.550203911097695,-0.463736159814391,-0.435371683827114,-0.214846503328939,0.240835141573553,1.08613066106159,0.868043222627542
"STRPN_Sp_1 (GE) - TPM",-0.86736687347218,-0.404530381150703,-0.195204373474651,0.155118249980066,-0.417241721063082,-0.349068116050422,-0.599725521558356,-1.09840668684224,-0.142696578714984,0.746059550856019,-1.06816071782369,0.619877431552797,-0.527233706625524,-0.760945809118744,1.61882700051349,-0.654681369320216,1.10436340403368,-1.50924151827049,-0.402311782965685,0.157611402850228,-0.0750989465617408,0.45749570515512,-0.0674368200660532,-0.92475913390638,-0.179607021347699,-1.12595648415152,-0.106609661493412,-0.283980985835853,0.287846956126845,-0.708551648403902,-1.10066715068382,0.024818642989771,-0.509420035666266,-1.1370445047441
"STRPN_Sp_2 (GE) - TPM",-0.817455996011015,-0.752959400462816,-0.236254312599692,0.0397325121033934,-0.611794115291475,-0.568157344813023,-0.778000009931199,-1.26130628134879,0.00647299931122695,0.917350056496821,-1.10555689480444,0.190746131637888,-0.840900126624696,-1.05572574538422,0.808381609219017,-0.702919041392069,0.454976563050488,-1.40588014430567,-0.616418726028156,-0.138656108525295,-0.419635582221412,-0.214083617769274,-0.174611088193237,-0.906929543279729,-0.156871835056287,-0.9895592923461,-0.562592794998172,-0.330969801011823,-0.0831640279065787,-0.890242846956756,-1.09995199315111,-0.427995734344789,-0.198752157277396,-1.02920753836219
"STRPN_Sp_3 (GE) - TPM",-1.16200830747247,-0.484606766271869,-0.228707355731307,0.467177386700894,-0.374351839282743,-0.559251048258429,-0.62616879946726,-1.20498984651596,0.0629635955851881,0.671027828074752,-1.19427846180229,0.422412298626239,-0.812694991246436,-0.857286264547244,1.10303496188372,-0.876865516654007,0.729364281510338,-1.16366661279893,-0.666178590364979,-0.277713269337199,-0.439853965392577,-0.288281556646199,-0.142190909886102,-1.0437731748549,-0.33758298853986,-1.01811481466533,-0.346246371953615,-0.391567871141765,0.493933416021328,-0.919762347264291,-1.09699992964858,0.208227593527889,0.56880786725029,-1.19142093207526
"STRPN_Tm_1 (GE) - TPM",1.61214332033989,0.803242566187699,0.948103591142754,-0.511223311991547,-0.0515849989189197,0.360727657493226,0.271242851766533,-0.800761865155689,0.805183174093321,1.02695154275035,-0.0871712279455331,0.928830936042528,0.313485054192574,-1.01535758164608,-1.17159736564369,-0.366036640330877,1.12522683660585,1.34917846375362,0.944329898117518,-0.792060623351268,0.146354320948122,0.356376928085683,-0.347702225290266,-0.0730412851107771,0.399317394246488,0.854290369327007,1.16780386487422,0.72609919388556,0.813827551738193,1.13913631727342,-0.492806480139142,0.284434639881396,-1.24197633482284,0.520821039064386
"STRPN_Tm_2 (GE) - TPM",1.89160217416003,1.24684898932086,0.758070805239896,-0.639632040061004,-0.358589652498193,0.480009271133502,0.947710026036521,-0.100904207005037,1.02078952401773,0.926436413350377,0.183264053816411,0.735922366893463,0.0131298163835339,-0.680856173721184,-1.20281380324972,-0.278660312934829,0.595100891499619,1.16210124759235,1.15521708699482,-0.988773286107507,-0.0727477518673512,0.543314467877395,-0.720488875898536,-0.695812918015946,1.5293013483836,1.63220046077454,0.489554675803869,0.282000426086467,0.52162739205397,1.02911285844167,-0.187949030604368,0.679944161171891,-0.986367560073737,1.23973550190285
"STRPN_Tm_3 (GE) - TPM",0.963027592981037,0.783846403646502,1.78786032252857,-0.120546335937973,0.799828208455672,0.718802761635122,0.739169509734501,-0.724129762808306,1.46031656056221,0.663772561104061,0.181449287314534,1.36293392024203,0.109335583038045,-0.859052937125803,-0.771263646493211,-0.262560536819255,1.49608589859417,1.03373880772202,2.36720308684966,-0.837763802213341,-0.29608649706001,0.90545962669234,0.630143056062642,0.378412684337289,0.462272559565205,0.578912682348645,1.32652417996375,0.763699618906644,1.37036141055455,1.57961176126088,-0.578366095955025,0.838645128792152,-0.803025466180801,0.448065170433617
"STRPN_Vic_1 (GE) - TPM",1.29615836131134,1.22757173775184,1.18582022029232,2.11630759659243,1.49517958858636,1.88436618170576,1.94964212248119,1.26619654007202,1.96654519332764,0.759991597584128,0.787524457053487,0.853260978302832,1.23488964943479,0.748473579525418,-1.08443565449483,1.89257690170972,1.4573579918084,1.82683326951821,1.91558013495968,0.712139921483684,1.14774758692384,1.54439865037268,1.07548991836257,1.54707734745576,0.881025042881424,1.62333571650119,2.36857784381274,2.45148296551502,1.61373721326064,1.17711235189126,1.30925281443202,0.895375137579721,-1.35661629218564,0.888134949669102
"STRPN_Vic_2 (GE) - TPM",0.684246359590333,-0.180492267868362,1.03083456548374,1.24457297038806,1.05201266356482,1.04367474704695,1.39253447022073,0.879891865306312,1.86330593671714,0.866477643829277,0.679216126717939,1.10494945557991,1.23999704301075,1.42229577652073,-1.22036906155252,0.725572068046932,1.12365728841464,0.902249103564363,0.89163488787864,0.958008322850713,1.14484698758201,0.374828755859895,0.808167091453707,1.48814129774851,1.0603723866317,1.25799296471221,1.91277573523614,1.46589596624569,1.01316970137217,0.773850708193531,0.537422754143524,-0.486562375779488,-1.26761775712731,1.17281496741728
"STRPN_Vic_3 (GE) - TPM",1.04513661665857,1.78167853627323,1.21781837982089,1.80371990125476,1.15990765049023,1.32936216463235,1.83259354089368,0.750190813926456,2.19147736733328,0.53414428096073,0.906164307095126,1.52953899869576,1.23865930931836,1.07480956567697,-1.04257205968163,0.88034415657951,1.6482446588084,1.85373800014089,0.481366621001111,1.37360166728473,1.63137272753906,1.32478714077659,1.68897677212949,1.92889813588475,1.63342801112586,1.77470063876031,1.9198811798748,1.85590691169062,2.3678479694374,1.32893261500987,1.21377218476421,1.78050282008257,-1.68019687675746,1.83245018284249
